frame_idx,num_active,sum_weight,visibility_mean,mask_gate_mean,reproj_mean_px,reproj_p50_px,reproj_p90_px
0,4254,4254.0,1.0,1.0,0.7071064114570618,0.7071067690849304,0.7071283459663391
1,4254,4254.0,1.0,1.0,0.37902793288230896,0.3221334218978882,0.6761066913604736
2,4254,4254.0,1.0,1.0,0.5476120710372925,0.4394899308681488,1.0148253440856934
3,4252,4252.0,0.9995298385620117,1.0,0.7225736975669861,0.5677046775817871,1.3232704401016235
4,4243,4243.0,0.997414231300354,1.0,0.8508121371269226,0.647735595703125,1.5760501623153687
5,4243,4243.0,0.997414231300354,1.0,0.9224835634231567,0.6917754411697388,1.6969382762908936
6,4229,4229.0,0.9941231608390808,1.0,1.1274234056472778,0.8584451675415039,2.017347812652588
7,4224,4224.0,0.9929478168487549,1.0,1.265445590019226,0.975576639175415,2.319488763809204
8,4224,4224.0,0.9929478168487549,1.0,1.4247517585754395,1.10243821144104,2.6406142711639404
9,4224,4224.0,0.9929478168487549,1.0,1.4965879917144775,1.1470763683319092,2.921851634979248
10,4225,4225.0,0.993182897567749,1.0,1.6445788145065308,1.2383440732955933,3.358104705810547
11,4220,4220.0,0.9922426342964172,0.9997649192810059,1.6554640531539917,1.2043817043304443,3.476990222930908
12,4219,4219.0,0.9922426342964172,0.9995298385620117,1.5405397415161133,1.0972994565963745,3.1143319606781006
13,4213,4213.0,0.9920075535774231,0.9983544945716858,1.5520892143249512,1.107043743133545,3.1227898597717285
14,4206,4206.0,0.9905970692634583,0.9981194138526917,1.6549855470657349,1.1926991939544678,3.376112937927246
15,4205,4205.0,0.9896568059921265,0.9981194138526917,1.653316855430603,1.1806126832962036,3.4349758625030518
16,4204,4204.0,0.988951563835144,0.997414231300354,1.6483513116836548,1.1744115352630615,3.432558059692383
17,4193,4193.0,0.9866008758544922,0.9967089891433716,1.7845147848129272,1.2747390270233154,3.7610042095184326
18,4193,4193.0,0.9866008758544922,0.9964739084243774,2.009256362915039,1.464226484298706,4.2074713706970215
19,4187,4187.0,0.9844852089881897,0.9955336451530457,1.978374719619751,1.4493240118026733,4.0945000648498535
20,4175,4175.0,0.9818993806838989,0.9952985644340515,2.030744791030884,1.4834433794021606,4.283756732940674
21,4167,4167.0,0.9797837734222412,0.9950634837150574,1.9383872747421265,1.3939104080200195,4.264986515045166
22,4148,4148.0,0.9767277836799622,0.9927127361297607,1.9291058778762817,1.4032952785491943,4.153905868530273
23,4130,4130.0,0.9753173589706421,0.9858956336975098,1.9546769857406616,1.4207419157028198,4.134735107421875
24,4117,4117.0,0.972496509552002,0.9842501282691956,1.9716042280197144,1.4232205152511597,4.239108562469482
25,4101,4101.0,0.9675599336624146,0.9851903915405273,2.0314314365386963,1.4563558101654053,4.417278289794922
26,4085,4085.0,0.9621532559394836,0.9755524396896362,2.0621538162231445,1.4492384195327759,4.579303741455078
27,4064,4064.0,0.9574518203735352,0.9818993806838989,2.0181264877319336,1.3948010206222534,4.497065544128418
28,4062,4062.0,0.9565115571022034,0.9793136119842529,2.0513083934783936,1.4176156520843506,4.481246471405029
29,4056,4056.0,0.954630970954895,0.9814292788505554,2.145334005355835,1.5000841617584229,4.683976173400879
30,4062,4062.0,0.9565115571022034,0.9823695421218872,2.289968729019165,1.5804368257522583,5.021005153656006
31,4058,4058.0,0.9555712342262268,0.9814292788505554,2.3738455772399902,1.6651418209075928,5.156846523284912
32,4039,4039.0,0.9513399004936218,0.9779031872749329,2.3701581954956055,1.6706831455230713,5.154494762420654
33,4055,4055.0,0.9551010727882385,0.9776681065559387,2.4887824058532715,1.693894386291504,5.583251476287842
34,4051,4051.0,0.9539257287979126,0.9776681065559387,2.5328941345214844,1.6837066411972046,5.798913478851318
35,4060,4060.0,0.9553361535072327,0.9828397035598755,2.6623928546905518,1.7048826217651367,6.258313179016113
36,4052,4052.0,0.9532204866409302,0.9851903915405273,2.7155747413635254,1.7487386465072632,6.325053691864014
37,4049,4049.0,0.9527503848075867,0.9811941981315613,2.727515459060669,1.7474035024642944,6.373123645782471
38,4024,4024.0,0.9464033842086792,0.9802538752555847,2.695645809173584,1.7204062938690186,6.356786251068115
39,4015,4015.0,0.9445227980613708,0.9814292788505554,2.7176589965820312,1.739698052406311,6.27492094039917
40,4004,4004.0,0.9419370293617249,0.9823695421218872,2.726475715637207,1.7372660636901855,6.30433988571167
41,3997,3997.0,0.9402915239334106,0.9790785312652588,2.740790605545044,1.787692666053772,6.184300422668457
42,3931,3931.0,0.9257169961929321,0.9652092456817627,2.6352932453155518,1.7914074659347534,5.828505039215088
43,3915,3915.0,0.9205453991889954,0.9687353372573853,2.6496901512145996,1.8151227235794067,5.8745293617248535
44,3875,3875.0,0.9111424684524536,0.9642689228057861,2.6012444496154785,1.8170180320739746,5.684765338897705
45,3841,3841.0,0.9031499624252319,0.957216739654541,2.517733335494995,1.7946207523345947,5.3731489181518555
46,3812,3812.0,0.8970381021499634,0.9508697986602783,2.4598896503448486,1.781508445739746,5.145155906677246
47,3818,3818.0,0.8979783654212952,0.9518100619316101,2.5608630180358887,1.8089466094970703,5.47946310043335
48,3821,3821.0,0.9010343551635742,0.9480488896369934,2.587726593017578,1.8036866188049316,5.748412609100342
49,3835,3835.0,0.9047955274581909,0.9464033842086792,2.597290277481079,1.7657419443130493,5.68960428237915
50,3838,3838.0,0.9040902853012085,0.9539257287979126,2.5862319469451904,1.7281601428985596,5.8977274894714355
51,3850,3850.0,0.9057357907295227,0.9560413956642151,2.6174685955047607,1.6828973293304443,6.216166019439697
52,3857,3857.0,0.907616376876831,0.9569816589355469,2.61057186126709,1.6302841901779175,6.395779132843018
53,3894,3894.0,0.9160789847373962,0.9645040035247803,2.7121517658233643,1.5923664569854736,7.254258632659912
54,3901,3901.0,0.9181946516036987,0.9586271643638611,2.7959327697753906,1.5768760442733765,7.856199741363525
55,3936,3936.0,0.9259520769119263,0.964033842086792,2.886005163192749,1.6307165622711182,7.939208984375
56,3954,3954.0,0.9301833510398865,0.9659144282341003,2.943136692047119,1.6185877323150635,8.20013427734375
57,4004,4004.0,0.9424071311950684,0.9699106812477112,3.184936285018921,1.712275505065918,8.759157180786133
58,4053,4053.0,0.9529854655265808,0.980724036693573,3.3443057537078857,1.770817518234253,9.161606788635254
59,4059,4059.0,0.9543958902359009,0.9847202897071838,3.455242395401001,1.7893762588500977,9.469084739685059
60,4083,4083.0,0.9602726697921753,0.9882463812828064,3.6110010147094727,1.8410696983337402,9.82466983795166
61,4097,4097.0,0.9635637402534485,0.9910672307014465,3.6433322429656982,1.8236703872680664,9.94857406616211
62,4103,4103.0,0.9649741649627686,0.991772472858429,3.693631172180176,1.8292280435562134,10.107290267944336
63,4123,4123.0,0.969675600528717,0.9913023114204407,3.8365328311920166,1.9052050113677979,10.450737953186035
64,4129,4129.0,0.9710860252380371,0.9915373921394348,3.8207921981811523,1.8934162855148315,10.587935447692871
65,4118,4118.0,0.9685002565383911,0.9910672307014465,3.8314998149871826,1.8763058185577393,10.685561180114746
66,4103,4103.0,0.9654443264007568,0.9898918867111206,3.883234739303589,1.8787705898284912,10.963371276855469
67,4075,4075.0,0.9586271643638611,0.9905970692634583,3.858245849609375,1.8467942476272583,11.203666687011719
68,4067,4067.0,0.9567465782165527,0.988951563835144,3.953497886657715,1.8878430128097534,11.422919273376465
69,4065,4065.0,0.9567465782165527,0.9873060584068298,4.104313373565674,1.8903425931930542,11.777505874633789
70,4053,4053.0,0.9536906480789185,0.9856605529785156,4.1724982261657715,1.9707099199295044,11.64577865600586
71,4057,4057.0,0.9543958902359009,0.9842501282691956,4.325838565826416,2.0964653491973877,11.494881629943848
72,3982,3982.0,0.9367654323577881,0.9809591174125671,4.205852031707764,2.1602635383605957,11.622711181640625
73,3946,3946.0,0.9278326630592346,0.9804889559745789,4.105387210845947,2.124073028564453,11.401718139648438
74,3877,3877.0,0.9116126298904419,0.9771979451179504,3.7452824115753174,1.9895979166030884,10.001340866088867
75,3877,3877.0,0.9113775491714478,0.9790785312652588,3.7505686283111572,1.950835108757019,10.130677223205566
76,3888,3888.0,0.9141983985900879,0.9769628643989563,3.7660181522369385,1.868454933166504,10.430400848388672
77,3909,3909.0,0.9196050763130188,0.9748471975326538,3.7180495262145996,1.7655644416809082,10.30797290802002
78,3915,3915.0,0.9221909046173096,0.9748471975326538,3.652350425720215,1.6908818483352661,10.172154426574707
79,3940,3940.0,0.9268923401832581,0.9734367728233337,3.716866970062256,1.732432246208191,10.45944595336914
80,3945,3945.0,0.9275975823402405,0.9790785312652588,3.7778801918029785,1.7862910032272339,10.449427604675293
