View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4371,0.2744,0.1266,0.0631,0.0369,0.0239,0.0166,0.0150,0.0151,0.0149,0.0146,0.0148,0.0151,0.0151,0.0153,0.0158,0.0156,0.0123,0.0097,0.0080,0.0069,0.0060,0.0053,0.0048
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6218,0.7215,0.7948,0.8459,0.8805,0.9047,0.9218,0.9386,0.9506,0.9579,0.9627,0.9670,0.9704,0.9726,0.9747,0.9766,0.9781,0.9784,0.9784,0.9784,0.9784,0.9784,0.9785,0.9786
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5968,0.6744,0.7315,0.7673,0.7847,0.7839,0.7593,0.7660,0.7812,0.7873,0.7873,0.7914,0.7954,0.7945,0.7962,0.8006,0.8005,0.7942,0.7861,0.7887,0.7907,0.7926,0.7929,0.7938
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6226,0.7175,0.7820,0.8252,0.8544,0.8746,0.8881,0.9105,0.9271,0.9366,0.9435,0.9496,0.9545,0.9578,0.9610,0.9640,0.9660,0.9651,0.9641,0.9622,0.9600,0.9575,0.9551,0.9522
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3605,0.2181,0.1209,0.0694,0.0436,0.0292,0.0206,0.0172,0.0155,0.0139,0.0124,0.0114,0.0105,0.0096,0.0089,0.0083,0.0078,0.0079,0.0085,0.0090,0.0096,0.0102,0.0109,0.0116
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6240,0.6908,0.6957,0.6142,0.4209,0.2160,0.1124,0.1041,0.1101,0.1131,0.1134,0.1167,0.1203,0.1226,0.1267,0.1331,0.1347,0.1349,0.1372,0.1346,0.1313,0.1279,0.1203,0.1120
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4730,0.2341,0.0898,0.0413,0.0229,0.0140,0.0092,0.0073,0.0062,0.0053,0.0045,0.0040,0.0036,0.0032,0.0029,0.0027,0.0025,0.0026,0.0029,0.0032,0.0036,0.0042,0.0053,0.0072
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5287,0.4156,0.2038,0.0918,0.0493,0.0300,0.0198,0.0170,0.0161,0.0151,0.0142,0.0138,0.0135,0.0131,0.0128,0.0127,0.0123,0.0114,0.0109,0.0100,0.0092,0.0085,0.0079,0.0073
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5856,0.6340,0.6420,0.5792,0.4255,0.2376,0.1243,0.0993,0.0903,0.0810,0.0710,0.0645,0.0591,0.0526,0.0478,0.0443,0.0407,0.0425,0.0469,0.0528,0.0599,0.0692,0.0831,0.1035
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3798,0.2607,0.1653,0.1039,0.0685,0.0473,0.0340,0.0274,0.0236,0.0205,0.0177,0.0159,0.0143,0.0129,0.0117,0.0108,0.0100,0.0097,0.0097,0.0097,0.0097,0.0095,0.0092,0.0089
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5427,0.3915,0.1761,0.0770,0.0419,0.0258,0.0173,0.0155,0.0153,0.0150,0.0141,0.0139,0.0136,0.0130,0.0126,0.0124,0.0120,0.0139,0.0182,0.0236,0.0329,0.0477,0.0562,0.0604
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3776,0.2600,0.1672,0.1066,0.0711,0.0494,0.0358,0.0289,0.0248,0.0216,0.0188,0.0168,0.0151,0.0138,0.0127,0.0118,0.0109,0.0108,0.0110,0.0109,0.0109,0.0108,0.0105,0.0102
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3865,0.2782,0.1881,0.1254,0.0862,0.0613,0.0451,0.0361,0.0305,0.0262,0.0226,0.0199,0.0178,0.0161,0.0146,0.0135,0.0124,0.0121,0.0122,0.0124,0.0125,0.0126,0.0129,0.0130
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3593,0.2240,0.1300,0.0768,0.0489,0.0329,0.0232,0.0187,0.0161,0.0140,0.0123,0.0111,0.0100,0.0091,0.0083,0.0077,0.0071,0.0069,0.0068,0.0066,0.0064,0.0062,0.0059,0.0055
