interaction_name,num_edges,mean_min_contact_distance_m,mean_max_contact_distance_m,mean_contact_distance_m,ncs,mean_penetration_m,max_penetration_m
interaction_02,5,0.09459349815733731,0.20655978620052337,0.14925569593906401,1.0,0.0,0.0
interaction_03,4,0.23195756797213107,0.28703943360596895,0.26250204211100936,0.9985042857142857,0.01663002371788025,0.04632093012332916
interaction_04,3,0.238549255222703,0.3199614497522513,0.2716821127881606,0.9995357142857143,0.005456810817122459,0.014346674084663391
interaction_05,3,0.02018065347025792,0.11212787528832753,0.0630468341211478,0.9999871428571429,0.0012951426906511188,0.00502641499042511
interaction_06,3,0.07857883938898642,0.19865256796280542,0.1368661311765512,0.9999814285714286,0.001611037994734943,0.0038224905729293823
interaction_07,3,0.05704171672308197,0.11342130601406097,0.08458548287550609,0.9998685714285714,0.0054359231144189835,0.01177072525024414
interaction_08,4,0.003604927391279489,0.06336680892854929,0.027677499689161777,0.9991485714285714,0.012530982494354248,0.02991911768913269
interaction_09,3,0.1056952832150273,0.2747613837321599,0.16861063366134962,0.9996257142857143,0.006062283646315336,0.021516278386116028
interaction_10,4,0.03100403430289589,0.13991346396505833,0.07594439201056957,0.99955,0.01119944453239441,0.029907241463661194
interaction_11,4,0.2290051260497421,0.35052941367030144,0.2931609395891428,0.9986371428571429,0.01705225184559822,0.05906932055950165
interaction_14,3,0.11396875977516174,0.23111702998479208,0.16011609137058258,0.99786,0.04596740007400513,0.07963703572750092
interaction_15,5,0.21320544183254242,0.32080757319927217,0.27625838220119475,0.99479,0.041557010263204575,0.09749941527843475
interaction_16,3,0.0020991233565534153,0.08213470006982486,0.032013158624370895,0.9990157142857143,0.01121837180107832,0.043791159987449646
interaction_18,4,0.21427642861090135,0.35536104068160057,0.2895300751551986,0.9989642857142857,0.013620072044432163,0.030462205410003662
interaction_20,4,0.11593156214803457,0.2662427984178066,0.18971406295895576,0.9942571428571428,0.028259389102458954,0.06347964704036713
interaction_21,4,0.055723763231071644,0.17158974520862103,0.10814638156443834,0.9997414285714286,0.01221191231161356,0.03131052851676941
interaction_22,4,0.07574914314318448,0.1852628504857421,0.1294970791786909,0.9996228571428571,0.004404555074870586,0.016847148537635803
interaction_23,4,0.12198965047718957,0.23209617473185062,0.17416117992252111,0.9997014285714285,0.015703348442912102,0.03567492961883545
interaction_24,3,0.210274540198346,0.283665556460619,0.24769160772363344,0.9964914285714286,0.012583638541400433,0.03171679377555847
interaction_26,2,0.0006987634696997702,0.09389690309762955,0.03401322290301323,0.9906185714285715,0.01775612123310566,0.054269805550575256
interaction_27,3,0.07928346837676752,0.18628617624441782,0.11864768527448177,0.9998657142857142,0.006025570910423994,0.018282145261764526
interaction_28,3,0.00560429230487595,0.09925510982672374,0.049581461896499,0.9989071428571429,0.006077938713133335,0.017829298973083496
interaction_30,4,0.19203993695555255,0.3179044034332037,0.26312589738518,0.9917028571428571,0.024025999009609222,0.05662195384502411
__mean__,82,0.1083067728597097,0.21269363265052654,0.15677513261393144,0.9981033540372669,0.013768922972857305,0.034744402636652405
