iter,stage,total,e_img,e_smooth,e_vel,term_img,term_smooth_weighted,term_vel_weighted,total_from_terms,e_img_raw,e_smooth_raw,e_vel_raw,e_img_denom,e_smooth_denom,e_vel_denom,active_pairs,sum_weight,mean_reproj_px,max_translation
20,adam,6.718743801116943,6.702874183654785,0.0006923034088686109,0.0008946480811573565,6.702874183654785,0.006923034088686109,0.008946480811573565,6.718743698555045,921176.0,0.3281518220901489,0.42943108081817627,137430.0,474.0,480.0,137430,137430.0,2.366833448410034,1.3417807817459106
40,adam,2.896681547164917,2.88095760345459,0.0006812880747020245,0.0008911028271540999,2.88095760345459,0.006812880747020245,0.008911028271541,2.896681512473151,395930.0,0.32293054461479187,0.42772936820983887,137430.0,474.0,480.0,137430,137430.0,1.460506558418274,1.341309666633606
60,adam,2.443274974822998,2.4279141426086426,0.0006543005583807826,0.0008818010101094842,2.4279141426086426,0.006543005583807826,0.008818010101094842,2.4432751582935452,333668.25,0.310138463973999,0.4232644736766815,137430.0,474.0,480.0,137430,137430.0,1.3320521116256714,1.341299057006836
80,adam,2.267608880996704,2.252676486968994,0.0006226013065315783,0.0008706327062100172,2.252676486968994,0.006226013065315783,0.008706327062100172,2.26760882709641,309585.34375,0.2951130270957947,0.41790369153022766,137430.0,474.0,480.0,137430,137430.0,1.2735865116119385,1.341408133506775
100,adam,2.235360860824585,2.220754384994507,0.0005984750459901989,0.0008621656452305615,2.220754384994507,0.0059847504599019885,0.008621656452305615,2.2353607919067144,305198.28125,0.2836771607398987,0.41383951902389526,137430.0,474.0,480.0,137430,137430.0,1.26041579246521,1.3413039445877075
120,adam,2.231900691986084,2.2175779342651367,0.0005775180761702359,0.0008547566249035299,2.2175779342651367,0.005775180761702359,0.008547566249035299,2.2319006812758744,304761.75,0.27374356985092163,0.4102831780910492,137430.0,474.0,480.0,137430,137430.0,1.260335922241211,1.3411842584609985
140,adam,2.230245351791382,2.216163158416748,0.0005597087438218296,0.0008484969148412347,2.216163158416748,0.005597087438218296,0.008484969148412347,2.2302452150033787,304567.3125,0.2653019428253174,0.40727850794792175,137430.0,474.0,480.0,137430,137430.0,1.260473608970642,1.3410691022872925
160,adam,2.2289514541625977,2.215075731277466,0.0005444092093966901,0.0008431618916802108,2.215075731277466,0.005444092093966901,0.008431618916802108,2.228951442288235,304417.84375,0.25804996490478516,0.40471771359443665,137430.0,474.0,480.0,137430,137430.0,1.2603296041488647,1.3409403562545776
180,adam,2.2279715538024902,2.214279890060425,0.0005307281389832497,0.0008384381653741002,2.214279890060425,0.005307281389832497,0.008384381653741002,2.2279715531039983,304308.5,0.2515651285648346,0.4024503231048584,137430.0,474.0,480.0,137430,137430.0,1.260329008102417,1.3407994508743286
200,adam,2.227193593978882,2.213672161102295,0.0005180251901037991,0.0008340963395312428,2.213672161102295,0.005180251901037991,0.008340963395312428,2.2271933763986453,304224.96875,0.2455439418554306,0.40036624670028687,137430.0,474.0,480.0,137430,137430.0,1.2603803873062134,1.3406504392623901
220,adam,2.226567506790161,2.2132089138031006,0.0005058723618276417,0.0008299800101667643,2.2132089138031006,0.005058723618276417,0.008299800101667643,2.2265674375230446,304161.3125,0.23978351056575775,0.39839041233062744,137430.0,474.0,480.0,137430,137430.0,1.2604306936264038,1.3404964208602905
