iter,total,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled,time_contact_s,time_dynamics_s,time_penetration_s,time_mask2d_s,time_backward_s,time_total_iter_s
0,13.5075044631958,0.0,0.0,0.06737251579761505,13.474503517150879,6.303121335804462e-05,0.009454682469367981,0.0,0.0,0.0019015816505998373,0.022818978875875473,0.0,0.0,0.0,0.0,1.552644243929535e-05,0.0006210576975718141,1.7812076293921564e-06,0.00010687245958251879,0.0,0.0,0.0,0.0,0.03853406012058258,0.001881878823041916,0.1295861341059208,0.06386035308241844,1.1171851269900799,1.9860805608332157
25,2.061812400817871,0.0003802867140620947,0.007605734281241894,0.009583516046404839,1.916703224182129,0.0003546984225977212,0.05320476368069649,1.1172246558999177e-05,0.00022344493481796235,0.0017140756826847792,0.020568907260894775,0.0005181797314435244,0.05181797221302986,0.0001595027861185372,0.0047850836999714375,2.052269883279223e-05,0.000820907938759774,8.558703120797873e-05,0.0051352218724787235,0.0,0.0,3.1574170861858875e-05,0.0009472251404076815,0.006910279393196106,0.0013610683381557465,0.11512447521090508,0.011231672018766403,0.9911704733967781,1.5886906832456589
50,0.671475350856781,0.0010440985206514597,0.02088196948170662,0.002111275214701891,0.4222550392150879,0.00036859873216599226,0.05528980866074562,2.4292938178405166e-05,0.0004858587635681033,0.0015202229842543602,0.018242675811052322,0.0013909548288211226,0.1390954852104187,0.000128856860101223,0.0038657058030366898,2.412619869573973e-05,0.0009650479769334197,0.00010594061313895509,0.006356436759233475,0.0,0.0,0.00013457816385198385,0.004037344828248024,0.006944335997104645,0.001371387392282486,0.11345871910452843,0.011114485561847687,0.9858540706336498,1.5804119519889355
75,0.4974566698074341,0.0013392685214057565,0.026785369962453842,0.0013700210256502032,0.274004191160202,0.0003271701862104237,0.04907552897930145,3.601230855565518e-05,0.0007202461711131036,0.0013396099675446749,0.016075320541858673,0.0011789832497015595,0.11789832264184952,8.898149098968133e-05,0.0026694447733461857,1.89390830200864e-05,0.0007575633353553712,6.157219468150288e-05,0.0036943317390978336,0.0,0.0,0.00019254599465057254,0.005776379723101854,0.00995335727930069,0.0014985501766204834,0.1297140046954155,0.014656897634267807,1.2946912683546543,2.1388961486518383
100,0.465487539768219,0.0014915438368916512,0.029830876737833023,0.0013161180540919304,0.2632236182689667,0.0003288972657173872,0.04933458939194679,4.740041549666785e-05,0.0009480083244852722,0.0012988115195184946,0.015585738234221935,0.0009342662524431944,0.09342662245035172,6.94812333676964e-05,0.002084437059238553,1.6790199879324064e-05,0.000671608024276793,5.275897274259478e-05,0.0031655384227633476,0.0,0.0,0.00024054996902123094,0.00721649918705225,0.009953558444976807,0.001480109989643097,0.13259421288967133,0.014881275594234467,1.2598634660243988,2.19364020973444
125,0.4485529661178589,0.0015898430719971657,0.031796861439943314,0.0013068892294541001,0.26137784123420715,0.00032866018591448665,0.049299027770757675,4.838930180994794e-05,0.0009677860653027892,0.001276390510611236,0.015316685661673546,0.0007577010546810925,0.07577010244131088,6.0034879425074905e-05,0.0018010464264079928,1.6071353456936777e-05,0.0006428541382774711,5.1008915761485696e-05,0.0030605350621044636,0.0,0.0,0.0002840051893144846,0.008520156145095825,0.009863868355751038,0.0015837103128433228,0.14130427688360214,0.015112113207578659,1.2719687670469284,2.191670596599579
150,0.43756353855133057,0.0016659341054037213,0.03331868350505829,0.0012972918339073658,0.25945836305618286,0.00033029995393007994,0.04954499378800392,6.279759691096842e-05,0.0012559519382193685,0.001272357301786542,0.015268287621438503,0.0006358643877319992,0.06358643621206284,5.388754652813077e-05,0.001616626395843923,1.581186370458454e-05,0.0006324745481833816,5.141962174093351e-05,0.003085177391767502,0.0,0.0,0.00032655088580213487,0.009796526283025742,0.009760700166225433,0.001343362033367157,0.2241690196096897,0.014445945620536804,1.2918913252651691,2.302581537514925
175,0.4299713969230652,0.0017333326395601034,0.03466665372252464,0.0012902001617476344,0.25804004073143005,0.0003299634263385087,0.049494512379169464,6.758524978067726e-05,0.001351705053821206,0.0012737258803099394,0.015284710563719273,0.0005482640117406845,0.05482640117406845,4.9350121116731316e-05,0.0014805035898461938,1.568654079164844e-05,0.0006274616462178528,5.2437757403822616e-05,0.0031462654005736113,0.0,0.0,0.0003684385446831584,0.011053156107664108,0.010511375963687897,0.001562662422657013,0.13418595120310783,0.014646865427494049,1.2550457455217838,2.1968962997198105
200,0.4242309629917145,0.0017810689751058817,0.03562137857079506,0.001284559490159154,0.25691190361976624,0.0003292192122898996,0.049382880330085754,7.147659198381007e-05,0.0014295318396762013,0.0012797755189239979,0.015357306227087975,0.0004805997887160629,0.04805997759103775,4.582221299642697e-05,0.0013746663462370634,1.561858516652137e-05,0.0006247434066608548,5.3890442359261215e-05,0.003233426483348012,0.0,0.0,0.00040783887379802763,0.012235166504979134,0.009719759225845337,0.0015234239399433136,0.12602686882019043,0.014376342296600342,1.279695376753807,2.177920363843441
225,0.420441597700119,0.0018178893951699138,0.03635778650641441,0.001282077981159091,0.25641560554504395,0.00032698363065719604,0.04904754459857941,8.9091103291139e-05,0.0017818220658227801,0.0012901411391794682,0.015481693670153618,0.00042885146103799343,0.04288514703512192,4.34123539889697e-05,0.0013023705687373877,1.5593261196045205e-05,0.0006237304769456387,5.323944060364738e-05,0.0031943663489073515,0.0,0.0,0.0004450510605238378,0.013351531699299812,0.010182701051235199,0.001441311091184616,0.1317034400999546,0.01470160111784935,1.2609563581645489,2.1958111189305782
