best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
795,3.74941349029541,3.74941349029541,diagnostic_local,20.0,0.005508065689355135,0.11016131192445755,0.0001,136.3988494873047,0.013639885000884533,0.0001,313.29022216796875,0.031329020857810974,1000.0,2.7137468805449316e-06,0.0027137468568980694,1000.0,4.634074502973817e-05,0.04634074494242668,1.0,0.0,0.0,1.59,0.0036490263883024454,0.005801951978355646,1000.0,0.0035309004597365856,3.530900478363037,167.41,5.093026265967637e-05,0.008526235818862915
