iter,stage,total,e_img,e_smooth,e_vel,term_img,term_smooth_weighted,term_vel_weighted,total_from_terms,e_img_raw,e_smooth_raw,e_vel_raw,e_img_denom,e_smooth_denom,e_vel_denom,active_pairs,sum_weight,mean_reproj_px,max_translation
20,adam,7.880662441253662,7.873161315917969,0.0003765410801861435,0.0001853035792009905,7.873161315917969,0.005648116202792153,0.001853035792009905,7.880662467912771,1078103.5,0.17848047614097595,0.08894571661949158,136934.0,474.0,480.0,136934,136934.0,2.6933696269989014,0.3031933605670929
40,adam,1.5736744403839111,1.5669032335281372,0.00033515007817186415,0.00017439067596569657,1.5669032335281372,0.005027251172577962,0.0017439067596569657,1.5736743914603721,214562.328125,0.15886113047599792,0.0837075263261795,136934.0,474.0,480.0,136934,136934.0,1.1065497398376465,0.3080917298793793
60,adam,0.9894485473632812,0.9833494424819946,0.00029743611230514944,0.0001637576351640746,0.9833494424819946,0.0044615416845772415,0.001637576351640746,0.9894485605182126,134653.96875,0.14098471403121948,0.07860366255044937,136934.0,474.0,480.0,136934,136934.0,0.8587375283241272,0.3085026741027832
80,adam,0.820119321346283,0.8146905899047852,0.00026061508106067777,0.000151952393935062,0.8146905899047852,0.0039092262159101665,0.00151952393935062,0.8201193400600459,111558.84375,0.12353155016899109,0.07293714582920074,136934.0,474.0,480.0,136934,136934.0,0.7726176977157593,0.305662602186203
100,adam,0.7955065965652466,0.7905706763267517,0.00023344495275523514,0.00014342600479722023,0.7905706763267517,0.003501674291328527,0.0014342600479722023,0.7955066106660524,108256.0078125,0.11065290868282318,0.06884448230266571,136934.0,474.0,480.0,136934,136934.0,0.7570478916168213,0.30411943793296814
120,adam,0.7907679677009583,0.7862170934677124,0.00021232983272057027,0.00013659072283189744,0.7862170934677124,0.003184947490808554,0.0013659072283189744,0.7907679481868399,107659.8515625,0.10064434260129929,0.06556354463100433,136934.0,474.0,480.0,136934,136934.0,0.7542535662651062,0.30239322781562805
140,adam,0.7874974608421326,0.783235490322113,0.0001965414558071643,0.00013138608483131975,0.783235490322113,0.0029481218371074647,0.0013138608483131975,0.7874974730075337,107251.5703125,0.09316065162420273,0.06306532025337219,136934.0,474.0,480.0,136934,136934.0,0.751737117767334,0.30091601610183716
160,adam,0.7855014204978943,0.7814621329307556,0.00018438466941006482,0.00012735160999000072,0.7814621329307556,0.0027657700411509722,0.0012735160999000072,0.7855014190718066,107008.734375,0.08739833533763885,0.06112877279520035,136934.0,474.0,480.0,136934,136934.0,0.7501288652420044,0.29971569776535034
180,adam,0.7840880751609802,0.7802295684814453,0.00017450774612370878,0.00012408956536091864,0.7802295684814453,0.0026176161918556318,0.0012408956536091864,0.7840880803269101,106839.953125,0.0827166736125946,0.059562988579273224,136934.0,474.0,480.0,136934,136934.0,0.7489519119262695,0.2987627685070038
200,adam,0.7830435037612915,0.7793386578559875,0.00016608704754617065,0.00012135254655731842,0.7793386578559875,0.0024913057131925598,0.0012135254655731842,0.7830434890347533,106717.9609375,0.07872526347637177,0.05824922397732735,136934.0,474.0,480.0,136934,136934.0,0.7480054497718811,0.2980293035507202
220,adam,0.7822524309158325,0.7786841988563538,0.00015857338439673185,0.00011896532669197768,0.7786841988563538,0.002378600765950978,0.0011896532669197768,0.7822524528892245,106628.34375,0.07516378164291382,0.05710335820913315,136934.0,474.0,480.0,136934,136934.0,0.7472529411315918,0.29747912287712097
240,adam,0.7816426157951355,0.7781996726989746,0.0001516520424047485,0.00011681911564664915,0.7781996726989746,0.0022747806360712275,0.0011681911564664915,0.7816426444915123,106561.9921875,0.07188306748867035,0.05607317388057709,136934.0,474.0,480.0,136934,136934.0,0.7466595768928528,0.2970748543739319
260,adam,0.7811647057533264,0.7778390049934387,0.00014514972281176597,0.00011484725109767169,0.7778390049934387,0.0021772458421764895,0.0011484725109767169,0.7811647233465919,106512.609375,0.06880097091197968,0.05512668192386627,136934.0,474.0,480.0,136934,136934.0,0.7461830377578735,0.2967856824398041
280,adam,0.7807838320732117,0.7775691151618958,0.0001389736426062882,0.00011300785263301805,0.7775691151618958,0.002084604639094323,0.0011300785263301805,0.7807837983273203,106475.6484375,0.06587350368499756,0.054243769496679306,136934.0,474.0,480.0,136934,136934.0,0.7458004355430603,0.29658374190330505
300,adam,0.7804749011993408,0.7773659229278564,0.00013308055349625647,0.00011127573088742793,0.7773659229278564,0.001996208302443847,0.0011127573088742793,0.7804748885391746,106447.828125,0.06308018416166306,0.05341235175728798,136934.0,474.0,480.0,136934,136934.0,0.7454933524131775,0.29644665122032166
320,adam,0.780220091342926,0.7772119641304016,0.00012745233834721148,0.00010963541717501357,0.7772119641304016,0.0019117850752081722,0.0010963541717501357,0.7802201033773599,106426.7421875,0.06041240692138672,0.05262500047683716,136934.0,474.0,480.0,136934,136934.0,0.7452471256256104,0.2963562607765198
340,adam,0.780005931854248,0.7770938873291016,0.00012208551925141364,0.00010807807848323137,0.7770938873291016,0.0018312827887712047,0.0010807807848323137,0.7800059509027051,106410.578125,0.057868536561727524,0.051877476274967194,136934.0,474.0,480.0,136934,136934.0,0.7450494766235352,0.2962993383407593
360,adam,0.7798232436180115,0.7770025730133057,0.00011698183516273275,0.00010659838881110772,0.7770025730133057,0.0017547275274409913,0.0010659838881110772,0.7798232844288577,106398.0703125,0.055449388921260834,0.05116722732782364,136934.0,474.0,480.0,136934,136934.0,0.7448915243148804,0.2962656617164612
380,adam,0.7796644568443298,0.7769302725791931,0.00011214613914489746,0.00010519361239857972,0.7769302725791931,0.001682192087173462,0.0010519361239857972,0.7796644007903524,106388.171875,0.053157269954681396,0.05049293488264084,136934.0,474.0,480.0,136934,136934.0,0.7447642683982849,0.296248197555542
400,adam,0.7795247435569763,0.7768723964691162,0.00010758136340882629,0.00010386182111687958,0.7768723964691162,0.0016137204511323944,0.0010386182111687958,0.7795247351314174,106380.2421875,0.05099356546998024,0.049853675067424774,136934.0,474.0,480.0,136934,136934.0,0.7446622848510742,0.29624152183532715
420,adam,0.7794008851051331,0.776825487613678,0.00010328926146030426,0.00010260195267619565,0.776825487613678,0.001549338921904564,0.0010260195267619565,0.7794008460623445,106373.8203125,0.04895910993218422,0.049248937517404556,136934.0,474.0,480.0,136934,136934.0,0.7445803880691528,0.2962424159049988
440,adam,0.7792897820472717,0.7767866253852844,9.926798520609736e-05,0.00010141238453797996,0.7767866253852844,0.0014890197780914605,0.0010141238453797996,0.7792897690087557,106368.5,0.0470530241727829,0.048677943646907806,136934.0,474.0,480.0,136934,136934.0,0.7445143461227417,0.2962481677532196
460,adam,0.7791888117790222,0.7767531871795654,9.55144059844315e-05,0.00010029195982497185,0.7767531871795654,0.0014327160897664726,0.0010029195982497185,0.7791888228675816,106363.921875,0.045273829251527786,0.04814014211297035,136934.0,474.0,480.0,136934,136934.0,0.74446040391922,0.2962574064731598
480,adam,0.779097855091095,0.7767251133918762,9.202199726132676e-05,9.923883044393733e-05,0.7767251133918762,0.0013803299589199014,0.0009923883044393733,0.7790978316552355,106360.078125,0.043618425726890564,0.04763463884592056,136934.0,474.0,480.0,136934,136934.0,0.7444171905517578,0.29626885056495667
500,adam,0.7790149450302124,0.7767006754875183,8.878242078935727e-05,9.825091547099873e-05,0.7767006754875183,0.0013317363118403591,0.0009825091547099873,0.7790149209540687,106356.734375,0.04208286851644516,0.04716043919324875,136934.0,474.0,480.0,136934,136934.0,0.7443821430206299,0.29628172516822815
520,adam,0.7789390683174133,0.7766790390014648,8.578476990805939e-05,9.732545731822029e-05,0.7766790390014648,0.0012867715486208908,0.0009732545731822029,0.7789390651232679,106353.765625,0.04066197946667671,0.046716220676898956,136934.0,474.0,480.0,136934,136934.0,0.7443531155586243,0.2962956428527832
540,adam,0.7788698673248291,0.7766600251197815,8.3017090219073e-05,9.645965474192053e-05,0.7766600251197815,0.001245256353286095,0.0009645965474192053,0.7788698780204868,106351.1640625,0.03935009986162186,0.04630063474178314,136934.0,474.0,480.0,136934,136934.0,0.7443287968635559,0.2963099479675293
560,adam,0.7854911684989929,0.7833291888237,8.038606029003859e-05,9.561653132550418e-05,0.7833291888237,0.0012057909043505788,0.0009561653132550418,0.7854911450413056,107264.3984375,0.03810299187898636,0.045895934104919434,136934.0,474.0,480.0,136934,136934.0,0.7472151517868042,0.29632461071014404
580,adam,0.8356581926345825,0.833534300327301,7.827548688510433e-05,9.4974173407536e-05,0.833534300327301,0.001174132303276565,0.00094974173407536,0.835658174364653,114139.1875,0.037102580070495605,0.045587603002786636,136934.0,474.0,480.0,136934,136934.0,0.7679600715637207,0.2963394224643707
600,adam,0.7874484062194824,0.7853710651397705,7.577070937259123e-05,9.40786485443823e-05,0.7853710651397705,0.0011365606405888684,0.000940786485443823,0.7874484122658032,107544.0,0.0359153151512146,0.04515775293111801,136934.0,474.0,480.0,136934,136934.0,0.7484423518180847,0.2963539958000183
620,adam,0.8346729874610901,0.8326312303543091,7.384004857158288e-05,9.342058910988271e-05,0.8326312303543091,0.0011076007285737433,0.0009342058910988271,0.8346730369739817,114015.5234375,0.03500018268823624,0.04484188184142113,136934.0,474.0,480.0,136934,136934.0,0.76778244972229,0.29636839032173157
640,adam,0.8186427354812622,0.8166370987892151,7.184828427853063e-05,9.279458754463121e-05,0.8166370987892151,0.0010777242641779594,0.0009279458754463121,0.8186427689288394,111825.3828125,0.03405608609318733,0.04454140365123749,136934.0,474.0,480.0,136934,136934.0,0.761326253414154,0.29638248682022095
660,adam,0.7897148132324219,0.7877408266067505,7.014875154709443e-05,9.217495971824974e-05,0.7877408266067505,0.0010522312732064165,0.0009217495971824974,0.7897148074771394,107868.5,0.03325050696730614,0.04424398019909859,136934.0,474.0,480.0,136934,136934.0,0.7503760457038879,0.29640740156173706
680,adam,0.7789729237556458,0.7770255208015442,6.871194636914879e-05,9.167184180114418e-05,0.7770255208015442,0.0010306791955372319,0.0009167184180114418,0.7789729184150929,106401.2109375,0.032569464296102524,0.044002484530210495,136934.0,474.0,480.0,136934,136934.0,0.7446293830871582,0.29644474387168884
700,adam,0.7785212993621826,0.7765980958938599,6.740295793861151e-05,9.121289622271433e-05,0.7765980958938599,0.0010110443690791726,0.0009121289622271433,0.7785212692251662,106342.6875,0.0319490022957325,0.04378218948841095,136934.0,474.0,480.0,136934,136934.0,0.7442775964736938,0.2964708209037781
720,adam,0.7962324023246765,0.7943324446678162,6.611348362639546e-05,9.082324686460197e-05,0.7943324446678162,0.000991702254395932,0.0009082324686460197,0.7962323793908581,108771.1171875,0.03133779019117355,0.04359515756368637,136934.0,474.0,480.0,136934,136934.0,0.7524999380111694,0.2964819669723511
