final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,1.266957402229309,1.266957402229309,500.0,7.2412149165757e-05,0.0362060745828785,15.0,0.0010050440905615687,0.015075661358423531,500.0,0.0009656993788667023,0.48284968943335116,200.0,0.0006895364494994283,0.13790728989988565
