iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,29.55112457,0.01834508,0.03095255,0.00573762,0.22588511,0.36992615,0.08184405,11206.04101562,19113.86132812,3298.22045898,1.32236707,0.00000000,0.00000000,2.50406671
1,28.98812103,0.01811541,0.03060378,0.00562704,0.22093302,0.36094499,0.08092105,10872.71289062,18573.55859375,3171.86718750,1.32899547,-0.00500000,-0.00500000,2.49906659
2,28.43528748,0.01788919,0.03024306,0.00553533,0.21613410,0.35211614,0.08015207,10546.09277344,18043.63085938,3048.55541992,1.33564401,-0.00999547,-0.00999980,2.49406290
3,27.89215279,0.01766617,0.02987064,0.00546171,0.21149026,0.34344816,0.07953236,10225.97851562,17524.25390625,2927.70385742,1.34229863,-0.01498352,-0.01499872,2.48905325
4,27.35551262,0.01744401,0.02948667,0.00540135,0.20698357,0.33494449,0.07902264,9911.49902344,17015.49804688,2807.50024414,1.34894383,-0.01996117,-0.01999696,2.48403454
5,26.82097244,0.01721799,0.02909051,0.00534546,0.20256990,0.32659045,0.07854936,9602.98242188,16516.53125000,2689.43383789,1.35562980,-0.02492585,-0.02499803,2.47901225
6,26.28737068,0.01698649,0.02868168,0.00529131,0.19823310,0.31837672,0.07808949,9300.87597656,16026.83496094,2574.91748047,1.36237729,-0.02987373,-0.03000443,2.47398901
7,25.75876999,0.01675289,0.02826002,0.00524576,0.19400108,0.31030053,0.07770164,9005.87890625,15546.17871094,2465.57885742,1.36919630,-0.03479984,-0.03501897,2.46896410
8,25.23694038,0.01651909,0.02782603,0.00521216,0.18989274,0.30237052,0.07741497,8717.84765625,15075.09570312,2360.59887695,1.37605464,-0.03970215,-0.04003935,2.46392894
9,24.72249985,0.01628572,0.02738034,0.00519111,0.18591513,0.29459512,0.07723513,8436.77734375,14613.84277344,2259.71118164,1.38293564,-0.04457587,-0.04506627,2.45887780
10,24.21567917,0.01605270,0.02692349,0.00518190,0.18206763,0.28697884,0.07715641,8162.98144531,14162.69335938,2163.26904297,1.38980234,-0.04941903,-0.05009837,2.45380425
11,23.71516609,0.01581869,0.02645644,0.00518094,0.17833936,0.27953056,0.07714815,7896.47851562,13721.80078125,2071.15673828,1.39661992,-0.05422915,-0.05513559,2.44870281
12,23.22224998,0.01558452,0.02597998,0.00518906,0.17473602,0.27225447,0.07721759,7637.73388672,13291.37207031,1984.09558105,1.40336335,-0.05900317,-0.06017846,2.44356990
