iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,0.01851560,0.00001033,0.00000489,0.00001577,0.00309184,0.00221211,0.00397156,8.18563461,7.73799992,8.63327026,0.93457764,0.00000000,0.00000000,-0.04344921
1,0.01315141,0.00000507,0.00000244,0.00000770,0.00216900,0.00156218,0.00277582,8.07943153,8.05318737,8.10567474,0.93926227,0.00500000,-0.00500000,-0.03844921
2,0.01138688,0.00000352,0.00000159,0.00000545,0.00179845,0.00126289,0.00233402,7.86600971,7.88054180,7.85147810,0.94347692,0.00399604,-0.00471250,-0.03386045
3,0.01142086,0.00000376,0.00000168,0.00000584,0.00185553,0.00129482,0.00241623,7.66395569,7.62954140,7.69837046,0.94691968,0.00153775,-0.00306089,-0.02987575
4,0.01238873,0.00000480,0.00000221,0.00000738,0.00210164,0.00148572,0.00271756,7.59323788,7.48704147,7.69943476,0.94932765,-0.00033152,-0.00162758,-0.02667023
5,0.01322599,0.00000570,0.00000272,0.00000867,0.00229711,0.00164857,0.00294564,7.52972698,7.44663525,7.61281919,0.95043725,-0.00062109,-0.00176988,-0.02448410
6,0.01323059,0.00000577,0.00000277,0.00000876,0.00231261,0.00166538,0.00295985,7.46454382,7.47181225,7.45727539,0.95031923,0.00033876,-0.00291578,-0.02336846
7,0.01261923,0.00000516,0.00000245,0.00000788,0.00218562,0.00156437,0.00280686,7.45720863,7.55773973,7.35667801,0.94931030,0.00182994,-0.00437476,-0.02310307
8,0.01188977,0.00000438,0.00000203,0.00000673,0.00201038,0.00142554,0.00259523,7.50670147,7.66947889,7.34392405,0.94774812,0.00327840,-0.00515578,-0.02338580
9,0.01132301,0.00000379,0.00000173,0.00000585,0.00186673,0.00131536,0.00241811,7.53477097,7.72285414,7.34668779,0.94591719,0.00380448,-0.00463879,-0.02391766
10,0.01099403,0.00000347,0.00000158,0.00000536,0.00178528,0.00125515,0.00231540,7.52617788,7.68924999,7.36310577,0.94402391,0.00336806,-0.00355901,-0.02447000
11,0.01091601,0.00000340,0.00000155,0.00000526,0.00176843,0.00124314,0.00229373,7.51308537,7.61659384,7.40957642,0.94222134,0.00236449,-0.00245764,-0.02487333
12,0.01105241,0.00000353,0.00000161,0.00000545,0.00180293,0.00127054,0.00233531,7.51882172,7.54396868,7.49367428,0.94063097,0.00123243,-0.00133736,-0.02500055
13,0.01127619,0.00000375,0.00000173,0.00000576,0.00185804,0.00131584,0.00240025,7.53033447,7.50717688,7.55349255,0.93935478,0.00052675,-0.00080960,-0.02475181
14,0.01142329,0.00000392,0.00000183,0.00000600,0.00190167,0.00135365,0.00244968,7.50711536,7.49840593,7.51582432,0.93846262,0.00050330,-0.00111690,-0.02406717
15,0.01141654,0.00000396,0.00000187,0.00000605,0.00191378,0.00136679,0.00246076,7.45530510,7.50942707,7.40118313,0.93798149,0.00105076,-0.00196520,-0.02293904
16,0.01127224,0.00000387,0.00000183,0.00000591,0.00189163,0.00135247,0.00243080,7.40374422,7.53621864,7.27126980,0.93788809,0.00184507,-0.00304583,-0.02140602
17,0.01104891,0.00000369,0.00000174,0.00000564,0.00184732,0.00131966,0.00237498,7.35832882,7.55933332,7.15732479,0.93811470,0.00250927,-0.00386266,-0.01954339
18,0.01080392,0.00000350,0.00000164,0.00000536,0.00179857,0.00128222,0.00231492,7.30282974,7.55040598,7.05525303,0.93856877,0.00275872,-0.00428839,-0.01744289
19,0.01059318,0.00000336,0.00000157,0.00000515,0.00176155,0.00125339,0.00226971,7.23225880,7.51152086,6.95299721,0.93915254,0.00264245,-0.00407645,-0.01520331
20,0.01045472,0.00000330,0.00000154,0.00000507,0.00174650,0.00124145,0.00225154,7.14974833,7.44552088,6.85397577,0.93977004,0.00226160,-0.00324745,-0.01291423
21,0.01041368,0.00000333,0.00000155,0.00000511,0.00175342,0.00124621,0.00226063,7.08229828,7.39238548,6.77221155,0.94032753,0.00182561,-0.00236138,-0.01066279
22,0.01043441,0.00000341,0.00000159,0.00000523,0.00177415,0.00126198,0.00228631,7.02486897,7.35271883,6.69701910,0.94075310,0.00155112,-0.00176618,-0.00851794
23,0.01047408,0.00000350,0.00000164,0.00000536,0.00179823,0.00128163,0.00231483,6.97396469,7.33253098,6.61539888,0.94098371,0.00150353,-0.00155248,-0.00653776
24,0.01048215,0.00000356,0.00000168,0.00000544,0.00181517,0.00129732,0.00233301,6.91955042,7.31768751,6.52141333,0.94098192,0.00175039,-0.00181873,-0.00476176
25,0.01044674,0.00000357,0.00000170,0.00000544,0.00181824,0.00130332,0.00233317,6.87599182,7.31360388,6.43838024,0.94073290,0.00218044,-0.00251930,-0.00320659
26,0.01037167,0.00000352,0.00000168,0.00000536,0.00180688,0.00129768,0.00231608,6.84797668,7.33428097,6.36167288,0.94024760,0.00274095,-0.00304774,-0.00186788
27,0.01026188,0.00000344,0.00000165,0.00000523,0.00178560,0.00128343,0.00228776,6.82173920,7.34037495,6.30310345,0.93956244,0.00304930,-0.00302807,-0.00071568
28,0.01013057,0.00000335,0.00000160,0.00000509,0.00176109,0.00126605,0.00225614,6.78440380,7.31561470,6.25319338,0.93872750,0.00301378,-0.00249719,0.00030093
29,0.01002153,0.00000327,0.00000156,0.00000497,0.00173992,0.00125076,0.00222908,6.75528526,7.28636456,6.22420549,0.93780291,0.00269250,-0.00170067,0.00124079
30,0.00994989,0.00000321,0.00000154,0.00000489,0.00172619,0.00124111,0.00221127,6.73517704,7.26399994,6.20635414,0.93685156,0.00231860,-0.00135405,0.00216857
31,0.00989853,0.00000319,0.00000153,0.00000485,0.00172034,0.00123826,0.00220242,6.70687723,7.24539566,6.16835880,0.93592852,0.00223767,-0.00154172,0.00313985
32,0.00986880,0.00000319,0.00000154,0.00000484,0.00172095,0.00124141,0.00220048,6.67750549,7.23533344,6.11967754,0.93508267,0.00243441,-0.00210377,0.00420068
33,0.00985508,0.00000320,0.00000156,0.00000485,0.00172503,0.00124754,0.00220251,6.65168858,7.23389578,6.06948090,0.93435901,0.00268964,-0.00257660,0.00538953
34,0.00983226,0.00000321,0.00000157,0.00000486,0.00172791,0.00125202,0.00220381,6.62042952,7.22816658,6.01269245,0.93378741,0.00282499,-0.00268428,0.00673569
35,0.00978511,0.00000321,0.00000157,0.00000484,0.00172676,0.00125245,0.00220108,6.57874680,7.20543766,5.95205545,0.93337744,0.00276254,-0.00229166,0.00824512
36,0.00971903,0.00000319,0.00000156,0.00000481,0.00172129,0.00124896,0.00219362,6.53341389,7.18265629,5.88417149,0.93311971,0.00266603,-0.00163990,0.00990797
37,0.00964625,0.00000316,0.00000155,0.00000476,0.00171347,0.00124397,0.00218298,6.49013233,7.16387510,5.81638956,0.93298829,0.00266641,-0.00118558,0.01169819
38,0.00957158,0.00000313,0.00000154,0.00000472,0.00170575,0.00123961,0.00217189,6.44502497,7.14524984,5.74480009,0.93294400,0.00270489,-0.00115565,0.01357855
39,0.00950902,0.00000311,0.00000153,0.00000468,0.00170084,0.00123860,0.00216309,6.40278244,7.12590599,5.67965937,0.93294370,0.00276407,-0.00151644,0.01550578
40,0.00945633,0.00000310,0.00000154,0.00000466,0.00169958,0.00124082,0.00215833,6.35760689,7.10470819,5.61050606,0.93294317,0.00283812,-0.00186251,0.01743358
41,0.00942081,0.00000310,0.00000155,0.00000465,0.00170097,0.00124474,0.00215719,6.31967735,7.09454155,5.54481268,0.93290490,0.00299685,-0.00210977,0.01932613
42,0.00938330,0.00000311,0.00000156,0.00000466,0.00170352,0.00124883,0.00215820,6.27489948,7.07438517,5.47541332,0.93279642,0.00307489,-0.00208590,0.02115269
43,0.00934879,0.00000311,0.00000157,0.00000466,0.00170547,0.00125213,0.00215881,6.23493528,7.05572891,5.41414165,0.93259490,0.00305897,-0.00188842,0.02289113
44,0.00930993,0.00000311,0.00000157,0.00000465,0.00170518,0.00125349,0.00215688,6.19855547,7.03664589,5.36046505,0.93228906,0.00299336,-0.00167956,0.02453008
45,0.00926217,0.00000310,0.00000157,0.00000463,0.00170213,0.00125262,0.00215163,6.16318369,7.01581240,5.31055498,0.93187863,0.00289337,-0.00142421,0.02606929
46,0.00920962,0.00000308,0.00000156,0.00000459,0.00169671,0.00125002,0.00214340,6.13156033,7.00106239,5.26205778,0.93137646,0.00289427,-0.00126630,0.02751980
47,0.00915308,0.00000305,0.00000155,0.00000455,0.00169017,0.00124682,0.00213352,6.10013866,6.98542690,5.21484995,0.93080527,0.00294730,-0.00134764,0.02890261
48,0.00909953,0.00000303,0.00000155,0.00000451,0.00168394,0.00124395,0.00212393,6.07057524,6.96922922,5.17192125,0.93019402,0.00298846,-0.00164286,0.03024492
49,0.00905661,0.00000301,0.00000154,0.00000448,0.00167899,0.00124168,0.00211629,6.04666519,6.96108341,5.13224697,0.92957163,0.00305693,-0.00180965,0.03157440
50,0.00901499,0.00000300,0.00000154,0.00000446,0.00167561,0.00124021,0.00211100,6.01803780,6.94661474,5.08946133,0.92896581,0.00308510,-0.00180616,0.03291725
51,0.00897702,0.00000299,0.00000154,0.00000444,0.00167361,0.00123961,0.00210761,5.98797798,6.92983341,5.04612255,0.92840111,0.00303651,-0.00159240,0.03429750
52,0.00894175,0.00000298,0.00000154,0.00000443,0.00167218,0.00123971,0.00210465,5.95880651,6.91634369,5.00126934,0.92789584,0.00300657,-0.00138961,0.03573041
53,0.00890432,0.00000298,0.00000154,0.00000441,0.00167057,0.00123993,0.00210120,5.92835140,6.90122890,4.95547390,0.92745835,0.00297239,-0.00128368,0.03722334
54,0.00886585,0.00000297,0.00000154,0.00000440,0.00166843,0.00124008,0.00209678,5.89898062,6.88777065,4.91019058,0.92708981,0.00297787,-0.00134601,0.03877770
55,0.00882652,0.00000296,0.00000154,0.00000437,0.00166590,0.00124004,0.00209175,5.87023401,6.87191677,4.86855125,0.92678386,0.00295017,-0.00142616,0.04038543
56,0.00878438,0.00000295,0.00000154,0.00000435,0.00166328,0.00123999,0.00208657,5.83898497,6.85609388,4.82187605,0.92652857,0.00292650,-0.00145471,0.04203287
57,0.00874644,0.00000294,0.00000154,0.00000433,0.00166113,0.00124027,0.00208199,5.81022310,6.84557295,4.77487326,0.92630750,0.00294730,-0.00130454,0.04370344
58,0.00871023,0.00000293,0.00000154,0.00000432,0.00165948,0.00124119,0.00207776,5.78166342,6.83418751,4.72913933,0.92609990,0.00299147,-0.00123352,0.04537380
59,0.00867430,0.00000292,0.00000154,0.00000430,0.00165838,0.00124257,0.00207419,5.75142765,6.82073975,4.68211603,0.92588639,0.00303766,-0.00120614,0.04702617
60,0.00864408,0.00000292,0.00000155,0.00000429,0.00165749,0.00124408,0.00207090,5.72616577,6.81308317,4.63924837,0.92564851,0.00310924,-0.00121068,0.04864281
61,0.00861181,0.00000291,0.00000155,0.00000427,0.00165644,0.00124533,0.00206754,5.69927835,6.80627060,4.59228611,0.92537618,0.00326653,-0.00118640,0.05021277
62,0.00857984,0.00000291,0.00000155,0.00000426,0.00165511,0.00124602,0.00206421,5.67332935,6.79435396,4.55230522,0.92506325,0.00330445,-0.00109285,0.05173156
63,0.00854878,0.00000290,0.00000155,0.00000424,0.00165325,0.00124612,0.00206038,5.65004826,6.78488541,4.51521063,0.92470700,0.00329563,-0.00098435,0.05319638
64,0.00851494,0.00000289,0.00000155,0.00000423,0.00165081,0.00124569,0.00205593,5.62590218,6.77260399,4.47920084,0.92431086,0.00325240,-0.00098099,0.05461185
65,0.00848180,0.00000288,0.00000155,0.00000421,0.00164815,0.00124493,0.00205137,5.60306644,6.75905180,4.44708061,0.92388517,0.00322008,-0.00095072,0.05598801
66,0.00844945,0.00000287,0.00000155,0.00000419,0.00164548,0.00124409,0.00204686,5.58100033,6.75283337,4.40916729,0.92344207,0.00328564,-0.00086330,0.05733724
67,0.00841756,0.00000286,0.00000155,0.00000417,0.00164328,0.00124320,0.00204335,5.55738497,6.74445820,4.37031174,0.92299294,0.00331765,-0.00047717,0.05867211
68,0.00838948,0.00000285,0.00000154,0.00000416,0.00164130,0.00124270,0.00203990,5.53697777,6.73893738,4.33501863,0.92255151,0.00336937,-0.00027025,0.06000759
69,0.00835996,0.00000285,0.00000154,0.00000415,0.00163956,0.00124251,0.00203661,5.51439810,6.73011446,4.29868174,0.92213172,0.00342868,-0.00013480,0.06135874
70,0.00833069,0.00000284,0.00000154,0.00000413,0.00163760,0.00124260,0.00203259,5.49318695,6.71745825,4.26891565,0.92174190,0.00347377,-0.00030491,0.06273142
71,0.00830230,0.00000283,0.00000154,0.00000411,0.00163559,0.00124290,0.00202827,5.47320366,6.70236444,4.24404287,0.92138553,0.00347881,-0.00060929,0.06412698
72,0.00827761,0.00000282,0.00000155,0.00000410,0.00163376,0.00124317,0.00202435,5.45610666,6.69079161,4.22142172,0.92106265,0.00337745,-0.00083323,0.06554608
73,0.00824795,0.00000282,0.00000155,0.00000409,0.00163247,0.00124349,0.00202145,5.43193340,6.67771864,4.18614864,0.92076862,0.00331933,-0.00053237,0.06697921
74,0.00822069,0.00000281,0.00000155,0.00000407,0.00163140,0.00124407,0.00201873,5.40943050,6.67181253,4.14704800,0.92049581,0.00334176,-0.00013044,0.06842043
75,0.00819504,0.00000281,0.00000155,0.00000407,0.00163059,0.00124484,0.00201633,5.38766193,6.67042685,4.10489702,0.92023414,0.00342624,0.00030420,0.06985990
76,0.00816848,0.00000280,0.00000155,0.00000405,0.00162944,0.00124577,0.00201310,5.36646080,6.66597891,4.06694221,0.91997451,0.00361105,0.00041171,0.07129267
77,0.00814465,0.00000280,0.00000155,0.00000404,0.00162803,0.00124665,0.00200942,5.34892559,6.66405201,4.03379869,0.91970712,0.00383555,0.00037451,0.07270757
