final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,1.8316385746002197,1.8316385746002197,50.0,0.0004266930918674916,0.02133465459337458,150.0,0.0018042301526293159,0.2706345228943974,1.0,0.008804140612483025,0.008804140612483025,60.0,0.005223378539085388,0.3134027123451233,30.0,0.0009217970073223114,0.027653910219669342,800.0,0.001172946416772902,0.9383571334183216,0.001,251.451416015625,0.251451416015625,700000,700000,188,10475,10464,1
