View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5848,0.6227,0.6243,0.5864,0.5185,0.4208,0.3051,0.2018,0.1313,0.0871,0.0619,0.0451,0.0360,0.0298,0.0245,0.0208,0.0181,0.0265,0.0921,0.2627,0.3866,0.5208,0.6621,0.7102
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6007,0.6666,0.7059,0.7281,0.7434,0.7524,0.7555,0.7503,0.7350,0.7161,0.6880,0.6657,0.6777,0.6414,0.5846,0.5595,0.4649,0.8325,0.9386,0.9628,0.9688,0.9721,0.9763,0.9779
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.2863,0.1313,0.0680,0.0429,0.0294,0.0215,0.0164,0.0129,0.0104,0.0086,0.0072,0.0063,0.0055,0.0048,0.0043,0.0039,0.0034,0.0033,0.0037,0.0043,0.0043,0.0040,0.0040,0.0037
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3744,0.2632,0.1826,0.1325,0.0993,0.0769,0.0612,0.0496,0.0409,0.0342,0.0290,0.0250,0.0219,0.0192,0.0171,0.0153,0.0138,0.0128,0.0120,0.0116,0.0105,0.0096,0.0092,0.0085
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3434,0.2108,0.1309,0.0874,0.0628,0.0475,0.0372,0.0299,0.0246,0.0206,0.0176,0.0152,0.0137,0.0121,0.0108,0.0098,0.0089,0.0086,0.0084,0.0087,0.0082,0.0077,0.0078,0.0073
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6324,0.7224,0.7788,0.8181,0.8438,0.8636,0.8797,0.8933,0.9049,0.9145,0.9230,0.9307,0.9361,0.9405,0.9468,0.9504,0.9544,0.9479,0.9088,0.8786,0.8468,0.7943,0.7741,0.7232
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6109,0.6926,0.7470,0.7855,0.8123,0.8338,0.8519,0.8679,0.8820,0.8929,0.9012,0.9077,0.9133,0.9179,0.9214,0.9242,0.9139,0.8567,0.5341,0.3860,0.3012,0.2292,0.2001,0.1645
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6396,0.7338,0.7929,0.8282,0.8538,0.8721,0.8850,0.8929,0.8960,0.8957,0.8931,0.8856,0.8694,0.8602,0.8390,0.8141,0.8655,0.8669,0.7240,0.5787,0.5087,0.4424,0.4413,0.3834
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3646,0.2411,0.1571,0.1056,0.0759,0.0568,0.0438,0.0344,0.0276,0.0226,0.0190,0.0162,0.0142,0.0127,0.0112,0.0102,0.0093,0.0097,0.0112,0.0137,0.0157,0.0175,0.0213,0.0238
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6133,0.6674,0.6748,0.6469,0.5848,0.4678,0.3095,0.1749,0.0992,0.0631,0.0444,0.0336,0.0270,0.0219,0.0185,0.0162,0.0147,0.0156,0.0174,0.0212,0.0210,0.0202,0.0232,0.0222
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5094,0.4615,0.3713,0.2726,0.1812,0.1191,0.0794,0.0539,0.0377,0.0277,0.0215,0.0174,0.0141,0.0119,0.0106,0.0094,0.0093,0.0102,0.0120,0.0136,0.0128,0.0125,0.0153,0.0142
