final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.43442776799201965,0.43442776799201965,0.0,0.00013718349509872496,0.0,20.0,0.0009362109703943133,0.018724219407886267,20.0,2.2041829652152956e-05,0.0004408365930430591,10.0,0.01227506436407566,0.12275064364075661,25.0,0.0002451502368785441,0.006128755921963602,0.0,0.01234294380992651,0.0,0.0,0.14833660423755646,0.0,500.0,0.0005033791530877352,0.2516895765438676,0.0,0.002341463230550289,0.0,1.0,0.03469375520944595,0.03469375520944595,0.0,0.0,0.0
