iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,28.61280059814453,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.010246128775179386,0.6147677265107632,0.0,0.0,0.0,800.0,0.03499754145741463,27.9980331659317,0.0,0.0,0.0,700000,700000,100
2,rigid,28.422218322753906,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,2.451645855217066e-07,2.451645855217066e-07,60.0,0.009886340238153934,0.5931804142892361,0.0,0.0,0.0,800.0,0.034786298871040344,27.829039096832275,0.0,0.0,0.0,700000,700000,105
3,rigid,28.293193817138672,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.010531360283493996,0.6318816170096397,0.0,0.0,0.0,800.0,0.03457663953304291,27.661311626434326,0.0,0.0,0.0,700000,700000,106
4,rigid,28.147768020629883,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,60.0,0.010843632742762566,0.6506179645657539,0.0,0.0,0.0,800.0,0.03437143564224243,27.497148513793945,0.0,0.0,0.0,700000,700000,106
5,rigid,27.976255416870117,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,3.969246790802572e-06,3.969246790802572e-06,60.0,0.010609149932861328,0.6365489959716797,0.0,0.0,0.0,800.0,0.03417462855577469,27.33970284461975,0.0,0.0,0.0,700000,700000,108
6,rigid,27.809171676635742,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,6.187347935338039e-06,6.187347935338039e-06,60.0,0.010376257821917534,0.622575469315052,0.0,0.0,0.0,800.0,0.03398323804140091,27.186590433120728,0.0,0.0,0.0,700000,700000,111
7,rigid,27.663890838623047,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,8.909781172405928e-06,8.909781172405928e-06,60.0,0.010475648567080498,0.6285389140248299,0.0,0.0,0.0,800.0,0.03379417955875397,27.035343647003174,0.0,0.0,0.0,700000,700000,112
8,rigid,27.522876739501953,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,1.2143550520704594e-05,1.2143550520704594e-05,60.0,0.010627500712871552,0.6376500427722931,0.0,0.0,0.0,800.0,0.03360651805996895,26.88521444797516,0.0,0.0,0.0,700000,700000,109
9,rigid,27.36997413635254,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,1.5858293409110047e-05,1.5858293409110047e-05,60.0,0.010590536519885063,0.6354321911931038,0.0,0.0,0.0,800.0,0.03341815620660782,26.734524965286255,0.0,0.0,0.0,700000,700000,111
10,rigid,27.212675094604492,100.0,3.700743591882386e-16,3.700743591882386e-14,250.0,0.0,0.0,1.0,2.0131150449742563e-05,2.0131150449742563e-05,60.0,0.010496762581169605,0.6298057548701763,0.0,0.0,0.0,800.0,0.0332285612821579,26.58284902572632,0.0,0.0,0.0,700000,700000,110
