iter,total,track_reproj_raw,track_reproj_scaled,smooth_trans_raw,smooth_trans_scaled,smooth_rot_raw,smooth_rot_scaled,scale_prior_raw,scale_prior_scaled,active_pairs
20,6.976874351501465,6.45689582824707,6.45689582824707,0.0016501928912475705,0.49505786737427115,0.0003115047002211213,0.024920376017689705,0.0,0.0,569671
40,2.147636651992798,2.064685344696045,2.064685344696045,0.0002644489868544042,0.07933469605632126,4.52071544714272e-05,0.003616572357714176,0.0,0.0,569671
60,1.7101749181747437,1.6644080877304077,1.6644080877304077,0.00014712102711200714,0.04413630813360214,2.038120510405861e-05,0.0016304964083246887,0.0,0.0,569671
80,1.7327353954315186,1.6939207315444946,1.6939207315444946,0.00012490383232943714,0.03747114969883114,1.6793201211839914e-05,0.0013434560969471931,0.0,0.0,569671
100,1.8486499786376953,1.81228768825531,1.81228768825531,0.0001163942797575146,0.03491828392725438,1.805008105293382e-05,0.0014440064842347056,0.0,0.0,569671
120,1.731720209121704,1.6963653564453125,1.6963653564453125,0.00011334071314195171,0.03400221394258551,1.6907768440432847e-05,0.0013526214752346277,0.0,0.0,569671
140,1.987816572189331,1.9518370628356934,1.9518370628356934,0.00011500183609314263,0.03450055082794279,1.8486198314349167e-05,0.0014788958651479334,0.0,0.0,569671
160,1.6996506452560425,1.6643590927124023,1.6643590927124023,0.00011323269427521154,0.03396980828256346,1.652179707889445e-05,0.001321743766311556,0.0,0.0,569671
180,1.9703036546707153,1.9335331916809082,1.9335331916809082,0.00011732385610230267,0.0351971568306908,1.966702620848082e-05,0.0015733620966784656,0.0,0.0,569671
200,2.781599760055542,2.741196632385254,2.741196632385254,0.00012682854139711708,0.038048562419135123,2.943320941994898e-05,0.0023546567535959184,0.0,0.0,569671
220,1.9017187356948853,1.8655304908752441,1.8655304908752441,0.00011558327241800725,0.034674981725402176,1.8915394321084023e-05,0.0015132315456867218,0.0,0.0,569671
240,1.5307331085205078,1.495927333831787,1.495927333831787,0.00011234181874897331,0.03370254562469199,1.3790509910904802e-05,0.0011032407928723842,0.0,0.0,569671
260,1.8693982362747192,1.8328920602798462,1.8328920602798462,0.00011645413906080648,0.034936241718241945,1.8164409993914887e-05,0.001453152799513191,0.00011683627963066101,0.00011683627963066101,569671
280,1.6780904531478882,1.6417665481567383,1.6417665481567383,0.00011687998630804941,0.03506399589241482,1.5748863006592728e-05,0.0012599090405274183,0.0,0.0,569671
300,1.592875599861145,1.556922435760498,1.556922435760498,0.00011597036791499704,0.03479111037449911,1.452547439839691e-05,0.0011620379518717527,0.0,0.0,569671
320,2.0147151947021484,1.973934292793274,1.973934292793274,0.0001302850287174806,0.03908550861524418,2.0738676539622247e-05,0.0016590941231697798,3.6250799894332886e-05,3.6250799894332886e-05,569671
340,1.5804044008255005,1.5443089008331299,1.5443089008331299,0.00011648581858025864,0.03494574557407759,1.4372749319591094e-05,0.0011498199455672875,0.0,0.0,569671
360,1.6076436042785645,1.5711777210235596,1.5711777210235596,0.00011771862773457542,0.035315588320372626,1.4378537343873177e-05,0.0011502829875098541,0.0,0.0,569671
380,1.6527280807495117,1.6158666610717773,1.6158666610717773,0.00011891776375705376,0.03567532912711613,1.4827109225734603e-05,0.0011861687380587682,0.0,0.0,569671
400,1.6279672384262085,1.5914995670318604,1.5914995670318604,0.00011770252604037523,0.03531075781211257,1.4462091712630354e-05,0.0011569673370104283,0.0,0.0,569671
420,1.6844632625579834,1.6479593515396118,1.6479593515396118,0.00011749478289857507,0.03524843486957252,1.5694231478846632e-05,0.0012555385183077306,0.0,0.0,569671
440,2.7822799682617188,2.740161418914795,2.740161418914795,0.0001324700569966808,0.03974101709900424,2.879197745642159e-05,0.0023033581965137273,7.415935397148132e-05,7.415935397148132e-05,569671
460,2.2216031551361084,2.18247127532959,2.18247127532959,0.0001245514868060127,0.03736544604180381,2.1357500372687355e-05,0.0017086000298149884,5.794689059257507e-05,5.794689059257507e-05,569671
480,1.6743839979171753,1.6375162601470947,1.6375162601470947,0.00011890819587279111,0.03567245876183733,1.4940689652576111e-05,0.001195255172206089,0.0,0.0,569671
500,1.696601390838623,1.659724473953247,1.659724473953247,0.00011881301907123998,0.03564390572137199,1.5143257769523188e-05,0.001211460621561855,2.15284526348114e-05,2.15284526348114e-05,569671
520,1.6949814558029175,1.6581695079803467,1.6581695079803467,0.00011858079233206809,0.035574237699620426,1.5471752703888342e-05,0.0012377402163110673,0.0,0.0,569671
540,1.5538840293884277,1.518136978149414,1.518136978149414,0.00011550026829354465,0.034650080488063395,1.3712291547562927e-05,0.0010969833238050342,0.0,0.0,569671
560,1.829921007156372,1.7932147979736328,1.7932147979736328,0.00011759726476157084,0.03527917942847125,1.7838094208855182e-05,0.0014270475367084146,0.0,0.0,569671
580,1.3794982433319092,1.3447717428207397,1.3447717428207397,0.00011270410323049873,0.03381123096914962,1.1441037713666447e-05,0.0009152830170933157,0.0,0.0,569671
600,1.686045527458191,1.6497288942337036,1.6497288942337036,0.00011682807235047221,0.035048421705141664,1.5853922377573326e-05,0.001268313790205866,0.0,0.0,569671
620,1.6731520891189575,1.637214183807373,1.637214183807373,0.00011555993842193857,0.03466798152658157,1.570626045577228e-05,0.0012565008364617825,1.3422220945358276e-05,1.3422220945358276e-05,569671
640,1.5061110258102417,1.4708870649337769,1.4708870649337769,0.00011402217205613852,0.034206651616841555,1.2717027857434005e-05,0.0010173622285947204,0.0,0.0,569671
660,1.4866201877593994,1.4517937898635864,1.4517937898635864,0.0001125847120420076,0.03377541361260228,1.313751818088349e-05,0.0010510014544706792,0.0,0.0,569671
680,1.8815152645111084,1.8443821668624878,1.8443821668624878,0.00011911093315575272,0.035733279946725816,1.7498536180937663e-05,0.001399882894475013,0.0,0.0,569671
700,1.7491190433502197,1.7127940654754639,1.7127940654754639,0.00011651321256067604,0.03495396376820281,1.7137181202997454e-05,0.0013709744962397963,0.0,0.0,569671
720,1.603377342224121,1.5681140422821045,1.5681140422821045,0.00011354462913004681,0.034063388739014044,1.4998839105828665e-05,0.0011999071284662932,0.0,0.0,569671
740,1.6047645807266235,1.5701615810394287,1.5701615810394287,0.0001114988699555397,0.03344966098666191,1.4416552403417882e-05,0.0011533241922734305,0.0,0.0,569671
760,1.646843433380127,1.6117817163467407,1.6117817163467407,0.00011291111150057986,0.03387333345017396,1.4696558537252713e-05,0.001175724682980217,1.2587755918502808e-05,1.2587755918502808e-05,569671
780,1.6637839078903198,1.628794550895691,1.628794550895691,0.00011262451880611479,0.03378735564183444,1.502474788139807e-05,0.0012019798305118456,0.0,0.0,569671
800,1.5186517238616943,1.4841936826705933,1.4841936826705933,0.0001115056365961209,0.03345169097883627,1.2580156180774793e-05,0.0010064124944619834,0.0,0.0,569671
820,2.2193470001220703,2.181309223175049,2.181309223175049,0.00012106484064133838,0.03631945219240151,2.1477324480656534e-05,0.0017181859584525228,0.0,0.0,569671
840,1.4896830320358276,1.455708622932434,1.455708622932434,0.00010972304153256118,0.032916912459768355,1.2775042705470696e-05,0.0010220034164376557,3.55355441570282e-05,3.55355441570282e-05,569671
860,1.467705249786377,1.4342299699783325,1.4342299699783325,0.00010812304390128702,0.032436913170386106,1.2978964150534011e-05,0.001038317132042721,0.0,0.0,569671
880,1.4149237871170044,1.3814977407455444,1.3814977407455444,0.00010812435357365757,0.03243730607209727,1.1831034498754889e-05,0.0009464827599003911,4.221126437187195e-05,4.221126437187195e-05,569671
900,1.5483919382095337,1.514351725578308,1.514351725578308,0.00010972146992571652,0.032916440977714956,1.4048049706616439e-05,0.0011238439765293151,0.0,0.0,569671
920,1.554906964302063,1.5211490392684937,1.5211490392684937,0.00010884225775953382,0.03265267732786015,1.3814881640428212e-05,0.001105190531234257,0.0,0.0,569671
940,1.5833852291107178,1.5498170852661133,1.5498170852661133,0.0001084581672330387,0.03253745016991161,1.2883399904239923e-05,0.0010306719923391938,0.0,0.0,569671
960,1.8279201984405518,1.7924307584762573,1.7924307584762573,0.00011363795056240633,0.0340913851687219,1.747678470565006e-05,0.001398142776452005,0.0,0.0,569671
980,1.7361867427825928,1.7019022703170776,1.7019022703170776,0.00011012694449163973,0.03303808334749192,1.557990617584437e-05,0.0012463924940675497,0.0,0.0,569671
1000,1.6030042171478271,1.5692946910858154,1.5692946910858154,0.00010850642865989357,0.03255192859796807,1.4469947018369567e-05,0.0011575957614695653,0.0,0.0,569671
1020,0.9642595052719116,0.9365514516830444,0.9365514516830444,8.755432645557448e-05,0.026266297936672345,1.488798443460837e-05,0.0011910387547686696,0.00025076791644096375,0.00025076791644096375,513039
1040,0.7423598170280457,0.7224785089492798,0.7224785089492798,6.275542546063662e-05,0.018826627638190985,9.872684131551068e-06,0.0007898147305240855,0.0002649053931236267,0.0002649053931236267,513039
1060,0.6025633215904236,0.5879857540130615,0.5879857540130615,4.6687342546647415e-05,0.014006202763994224,7.142139111238066e-06,0.0005713711288990453,0.0,0.0,513039
1080,0.773381769657135,0.7601816058158875,0.7601816058158875,4.1537532524671406e-05,0.012461259757401422,8.690999493410345e-06,0.0006952799594728276,4.364177584648132e-05,4.364177584648132e-05,513039
1100,0.8100510835647583,0.7983546853065491,0.7983546853065491,3.636258406913839e-05,0.010908775220741518,9.845151907938998e-06,0.0007876121526351199,0.0,0.0,513039
1120,0.6521653532981873,0.6425504684448242,0.6425504684448242,3.019960604433436e-05,0.009059881813300308,6.937072612345219e-06,0.0005549658089876175,0.0,0.0,513039
1140,0.5697087049484253,0.5612925887107849,0.5612925887107849,2.6417421395308338e-05,0.007925226418592501,6.136637693998637e-06,0.0004909310155198909,0.0,0.0,513039
1160,0.7427704334259033,0.733978807926178,0.733978807926178,2.7259733542450704e-05,0.008177920062735211,7.671465937164612e-06,0.000613717274973169,0.0,0.0,513039
1180,0.6669528484344482,0.65900719165802,0.65900719165802,2.495629269105848e-05,0.007486887807317544,5.734456863137893e-06,0.00045875654905103147,0.0,0.0,513039
1200,0.7443153858184814,0.7364264130592346,0.7364264130592346,2.408846739854198e-05,0.007226540219562594,8.280525435111485e-06,0.0006624420348089188,0.0,0.0,513039
1220,0.7684019804000854,0.7605068683624268,0.7605068683624268,2.4457049221382476e-05,0.007337114766414743,6.974980806262465e-06,0.0005579984645009972,0.0,0.0,513039
1240,0.5424137711524963,0.5358432531356812,0.5358432531356812,2.051871888397727e-05,0.0061556156651931815,5.186478119867388e-06,0.00041491824958939105,0.0,0.0,513039
1260,0.5991939306259155,0.592644989490509,0.592644989490509,2.0293280613259412e-05,0.006087984183977824,5.761914508184418e-06,0.00046095316065475345,0.0,0.0,513039
1280,0.7653787136077881,0.7574245929718018,0.7574245929718018,2.4327600840479136e-05,0.007298280252143741,8.197594070225023e-06,0.0006558075256180018,0.0,0.0,513039
1300,0.6115526556968689,0.6048815250396729,0.6048815250396729,2.0613410015357658e-05,0.0061840230046072975,5.576244802796282e-06,0.00044609958422370255,4.1019171476364136e-05,4.1019171476364136e-05,513039
1320,0.7789161801338196,0.7711220383644104,0.7711220383644104,2.389194196439348e-05,0.0071675825893180445,7.831883522158023e-06,0.0006265506817726418,0.0,0.0,513039
1340,0.7159766554832458,0.7089531421661377,0.7089531421661377,2.139954267477151e-05,0.006419862802431453,7.545667358499486e-06,0.0006036533886799589,0.0,0.0,513039
1360,0.5011261701583862,0.4953874945640564,0.4953874945640564,1.786692337191198e-05,0.005360077011573594,4.571779300022172e-06,0.00036574234400177374,1.288577914237976e-05,1.288577914237976e-05,513039
1380,0.5039557218551636,0.49818119406700134,0.49818119406700134,1.795004754967522e-05,0.005385014264902566,4.869315034738975e-06,0.00038954520277911797,0.0,0.0,513039
1400,0.586730420589447,0.5804774761199951,0.5804774761199951,1.9170644009136595e-05,0.0057511932027409784,6.2716098909731954e-06,0.0005017287912778556,0.0,0.0,513039
1420,0.7408971786499023,0.733944296836853,0.733944296836853,2.11526858038269e-05,0.0063458057411480695,7.588228072563652e-06,0.0006070582458050922,0.0,0.0,513039
1440,0.5520633459091187,0.5461584329605103,0.5461584329605103,1.8431979697197676e-05,0.005529593909159303,4.691514732257929e-06,0.0003753211785806343,0.0,0.0,513039
1460,0.6312270760536194,0.6245574951171875,0.6245574951171875,2.0639236026909202e-05,0.006191770808072761,5.972131475573406e-06,0.00047777051804587245,0.0,0.0,513039
1480,0.6752294301986694,0.6687432527542114,0.6687432527542114,1.9728531697182916e-05,0.005918559509154875,7.0952692112769e-06,0.000567621536902152,0.0,0.0,513039
1500,0.7006106972694397,0.6938158273696899,0.6938158273696899,2.071603375952691e-05,0.0062148101278580725,7.250749149534386e-06,0.0005800599319627509,0.0,0.0,513039
1520,0.6677688360214233,0.6613976955413818,0.6613976955413818,1.9337458070367575e-05,0.005801237421110272,7.123253453755751e-06,0.0005698602763004601,0.0,0.0,513039
1540,0.5052314400672913,0.4996592104434967,0.4996592104434967,1.7268774172407575e-05,0.0051806322517222725,4.894707217317773e-06,0.00039157657738542184,0.0,0.0,513039
1560,0.8296008706092834,0.8223980665206909,0.8223980665206909,2.1418525648186915e-05,0.006425557694456074,9.49212881096173e-06,0.0007593703048769385,1.7892569303512573e-05,1.7892569303512573e-05,513039
1580,0.6418946385383606,0.6353199481964111,0.6353199481964111,1.952982165676076e-05,0.005858946497028228,8.946421075961553e-06,0.0007157136860769242,0.0,0.0,513039
1600,0.7446760535240173,0.7381434440612793,0.7381434440612793,1.9681458070408553e-05,0.005904437421122566,7.852004273445345e-06,0.0006281603418756276,0.0,0.0,513039
1620,0.5497772693634033,0.5439654588699341,0.5439654588699341,1.7692709661787376e-05,0.005307812898536213,6.300341738096904e-06,0.0005040273390477523,0.0,0.0,513039
1640,0.59690922498703,0.5906838178634644,0.5906838178634644,1.9243503629695624e-05,0.005773051088908687,5.654003871313762e-06,0.00045232030970510095,0.0,0.0,513039
1660,0.6854897141456604,0.6788003444671631,0.6788003444671631,2.040844628936611e-05,0.006122533886809833,7.085525339789456e-06,0.0005668420271831565,0.0,0.0,513039
1680,0.61109858751297,0.6048531532287598,0.6048531532287598,1.900569986901246e-05,0.005701709960703738,6.796769412176218e-06,0.0005437415529740974,0.0,0.0,513039
1700,0.4849265515804291,0.479471355676651,0.479471355676651,1.6888572645257227e-05,0.005066571793577168,4.254460691299755e-06,0.0003403568553039804,4.829093813896179e-05,4.829093813896179e-05,513039
1720,0.49914979934692383,0.4936853051185608,0.4936853051185608,1.7080825273296796e-05,0.005124247581989039,4.253138286003377e-06,0.0003402510628802702,0.0,0.0,513039
1740,0.5645992159843445,0.5586752891540527,0.5586752891540527,1.8330001694266684e-05,0.005499000508280005,5.311606400937308e-06,0.0004249285120749846,0.0,0.0,513039
1760,0.531431257724762,0.5256572365760803,0.5256572365760803,1.790662281564437e-05,0.0053719868446933106,4.982400241715368e-06,0.00039859201933722943,3.468245267868042e-06,3.468245267868042e-06,513039
1780,0.5355067253112793,0.5296499729156494,0.5296499729156494,1.8087213902617805e-05,0.005426164170785341,5.382350536820013e-06,0.00043058804294560105,0.0,0.0,513039
1800,0.43344682455062866,0.4282104969024658,0.4282104969024658,1.642036841076333e-05,0.004926110523228999,3.7168504150031367e-06,0.00029734803320025094,1.288577914237976e-05,1.288577914237976e-05,513039
1820,0.5686118602752686,0.562700629234314,0.562700629234314,1.81432806130033e-05,0.00544298418390099,5.853104084962979e-06,0.0004682483267970383,0.0,0.0,513039
1840,0.4822412431240082,0.4768451154232025,0.4768451154232025,1.679564047663007e-05,0.005038692142989021,4.468147835723357e-06,0.0003574518268578686,0.0,0.0,513039
1860,0.4852032959461212,0.47976571321487427,0.47976571321487427,1.6910424164962023e-05,0.005073127249488607,4.555760824587196e-06,0.0003644608659669757,0.0,0.0,513039
1880,0.6407379508018494,0.6341994404792786,0.6341994404792786,2.0170133211649954e-05,0.006051039963494986,6.0893999034306034e-06,0.0004871519922744483,3.0919909477233887e-07,3.0919909477233887e-07,513039
1900,0.6221213340759277,0.6158149242401123,0.6158149242401123,1.925034484884236e-05,0.005775103454652708,6.535495231219102e-06,0.0005228396184975281,8.475035429000854e-06,8.475035429000854e-06,513039
1920,0.6528615951538086,0.6467341184616089,0.6467341184616089,1.8777169316308573e-05,0.005633150794892572,6.143936843727715e-06,0.0004915149474982172,2.812594175338745e-06,2.812594175338745e-06,513039
1940,0.476563036441803,0.4709923267364502,0.4709923267364502,1.746625821397174e-05,0.0052398774641915224,4.1354533095727675e-06,0.0003308362647658214,0.0,0.0,513039
1960,0.44061142206192017,0.4354168772697449,0.4354168772697449,1.6312751540681347e-05,0.004893825462204404,3.758792217922746e-06,0.0003007033774338197,0.0,0.0,513039
1980,0.4695439040660858,0.4642387330532074,0.4642387330532074,1.6579639122937806e-05,0.004973891736881342,4.141150384384673e-06,0.00033129203075077385,0.0,0.0,513039
2000,0.4706355333328247,0.4651370048522949,0.4651370048522949,1.7283826309721917e-05,0.005185147892916575,3.917302819900215e-06,0.0003133842255920172,0.0,0.0,513039
2020,0.4517088830471039,0.44630181789398193,0.44630181789398193,1.6277926988550462e-05,0.0048833780965651385,6.123806087998673e-06,0.0004899044870398939,3.380700945854187e-05,3.380700945854187e-05,462094
2040,0.33222532272338867,0.3281264007091522,0.3281264007091522,1.2563175914692692e-05,0.0037689527744078077,4.1245984903071076e-06,0.0003299678792245686,0.0,0.0,462094
2060,0.4615050256252289,0.45696958899497986,0.45696958899497986,1.3443433090287726e-05,0.004033029927086318,6.280018624238437e-06,0.000502401489939075,0.0,0.0,462094
2080,0.2500300109386444,0.2469731718301773,0.2469731718301773,9.492376193520613e-06,0.002847712858056184,2.6139446163142566e-06,0.00020911556930514053,0.0,0.0,462094
2100,0.2897607386112213,0.286878764629364,0.286878764629364,8.789602361503057e-06,0.002636880708450917,3.0638311727670953e-06,0.0002451064938213676,0.0,0.0,462094
