iter,total,track_reproj_weight,track_reproj_raw,track_reproj_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
20,116.08245086669922,1.0,1.1125239133834839,1.1125239133834839,0.0001,47.293216705322266,0.00472932169213891,0.0001,947.2355346679688,0.09472355246543884,1000.0,4.1075702029047534e-05,0.041075702756643295,1000.0,1.3758346995018655e-06,0.0013758346904069185,1.0,0.0,0.0,0.2,0.005305762868374586,0.0010611525503918529,1000.0,0.11482646316289902,114.82646179199219,29.8,1.660039743001107e-05,0.0004946918343193829
40,104.5460433959961,1.0,2.9070193767547607,2.9070193767547607,0.0001,44.92231750488281,0.004492231644690037,0.0001,925.6788940429688,0.09256788343191147,1000.0,9.474899707129225e-05,0.09474899619817734,1000.0,1.2024752322759014e-06,0.0012024752795696259,1.0,0.0,0.0,0.4,0.005068866070359945,0.0020275465212762356,1000.0,0.10144299268722534,101.4429931640625,49.6,2.0016472262796015e-05,0.0009928169893100858
60,95.29261016845703,1.0,5.131650447845459,5.131650447845459,0.0001,42.89759826660156,0.004289759788662195,0.0001,912.1456909179688,0.09121456742286682,1000.0,0.00014766679669264704,0.147666797041893,1000.0,1.2440763157428592e-06,0.001244076294824481,1.0,0.0,0.0,0.6,0.004696927964687347,0.0028181569650769234,1000.0,0.08991208672523499,89.9120864868164,69.4,2.3656106350244954e-05,0.00164173380471766
80,87.62643432617188,1.0,7.190218448638916,7.190218448638916,0.0001,41.292144775390625,0.004129214212298393,0.0001,902.63720703125,0.0902637168765068,1000.0,0.0001910815481096506,0.19108155369758606,1000.0,1.4693596313009039e-06,0.0014693596167489886,1.0,0.0,0.0,0.8,0.003926469944417477,0.0031411759555339813,1000.0,0.0801437720656395,80.14376831054688,89.2,2.653777482919395e-05,0.002367169363424182
100,81.22003936767578,1.0,9.017624855041504,9.017624855041504,0.0001,40.039100646972656,0.004003909882158041,0.0001,896.0811767578125,0.08960811793804169,1000.0,0.00022550983703695238,0.22550983726978302,1000.0,1.7542889736432699e-06,0.0017542890273034573,1.0,0.0,0.0,1.0,0.003566115628927946,0.003566115628927946,1000.0,0.07187488675117493,71.87488555908203,109.0,2.8367237973725423e-05,0.0030920288991183043
120,75.92871856689453,1.0,10.418473243713379,10.418473243713379,0.0001,39.045188903808594,0.0039045189041644335,0.0001,891.902099609375,0.08919020742177963,1000.0,0.0002515029045753181,0.2515029013156891,1000.0,2.0402060272317613e-06,0.0020402059890329838,1.0,0.0,0.0,1.2,0.003254225244745612,0.0039050704799592495,1000.0,0.06515596807003021,65.15596771240234,128.8,2.9007031116634607e-05,0.0037361057475209236
140,71.50511169433594,1.0,11.119876861572266,11.119876861572266,0.0001,38.349525451660156,0.0038349523674696684,0.0001,890.2108764648438,0.08902108669281006,1000.0,0.0002688793174456805,0.26887932419776917,1000.0,2.3070824681781232e-06,0.002307082526385784,1.0,0.0,0.0,1.4,0.0031529064290225506,0.004414069000631571,1000.0,0.06001248210668564,60.012481689453125,148.6,2.8878237571916543e-05,0.004291306249797344
160,67.60427856445312,1.0,10.951092720031738,10.951092720031738,0.0001,37.95428466796875,0.0037954284343868494,0.0001,891.0886840820312,0.08910886943340302,1000.0,0.00027580917230807245,0.2758091688156128,1000.0,2.600599373181467e-06,0.0026005993131548166,1.0,0.0,0.0,1.6,0.0035568270832300186,0.005690923426300287,1000.0,0.05627138540148735,56.271385192871094,168.4,2.844931441359222e-05,0.004790864419192076
180,63.966766357421875,1.0,9.998880386352539,9.998880386352539,0.0001,37.85425567626953,0.003785425564274192,0.0001,894.40966796875,0.0894409641623497,1000.0,0.00027206388767808676,0.27206388115882874,1000.0,2.8429894882719964e-06,0.002842989517375827,1.0,0.0,0.0,1.8,0.003357082838192582,0.0060427491553127766,1000.0,0.05358850210905075,53.5885009765625,188.2,2.7678175683831796e-05,0.005209032446146011
200,60.498390197753906,1.0,8.55040168762207,8.55040168762207,0.0001,38.01801300048828,0.0038018012419342995,0.0001,899.9095458984375,0.08999095112085342,1000.0,0.00026117294328287244,0.26117295026779175,1000.0,3.0830792638880666e-06,0.003083079354837537,1.0,0.0,0.0,2.0,0.0032651848159730434,0.006530369631946087,1000.0,0.051577866077423096,51.57786560058594,208.0,2.6642130251275375e-05,0.005541563034057617
220,57.224727630615234,1.0,6.9925713539123535,6.9925713539123535,0.0001,38.40406036376953,0.003840405959635973,0.0001,907.4464111328125,0.09074463695287704,1000.0,0.0002458445669617504,0.24584457278251648,1000.0,3.283946853116504e-06,0.0032839467748999596,1.0,0.0,0.0,2.2,0.003194269957020879,0.007027394138276577,1000.0,0.04987558349967003,49.87558364868164,227.8,2.5584522518329322e-05,0.005828154273331165
240,54.2046012878418,1.0,5.709339141845703,5.709339141845703,0.0001,38.89209747314453,0.0038892095908522606,0.0001,915.4851684570312,0.09154851734638214,1000.0,0.00022888169041834772,0.22888168692588806,1000.0,3.4441170555510325e-06,0.0034441170282661915,1.0,0.0,0.0,2.4,0.0031674092169851065,0.007601782213896513,1000.0,0.04815374314785004,48.153743743896484,247.6,2.485828554199543e-05,0.00615491159260273
260,51.42668914794922,1.0,4.91247034072876,4.91247034072876,0.0001,39.27098083496094,0.003927098121494055,0.0001,922.05712890625,0.092205710709095,1000.0,0.0002133753732778132,0.21337537467479706,1000.0,3.516409378789831e-06,0.0035164093133062124,1.0,0.0,0.0,2.6,0.0032500317320227623,0.008450082503259182,1000.0,0.046186164021492004,46.18616485595703,267.4,2.459871757309884e-05,0.006577697116881609
280,48.84973907470703,1.0,4.521546363830566,4.521546363830566,0.0001,39.521156311035156,0.003952115308493376,0.0001,925.7444458007812,0.09257443994283676,1000.0,0.0001998550578719005,0.19985505938529968,1000.0,3.581577175282291e-06,0.0035815772134810686,1.0,0.0,0.0,2.8,0.0035016080364584923,0.009804502129554749,1000.0,0.044011376798152924,44.011375427246094,287.2,2.4542845494579524e-05,0.007048705592751503
300,46.42176818847656,1.0,4.189615249633789,4.189615249633789,0.0001,39.74793243408203,0.003974793013185263,0.0001,928.4243774414062,0.09284243732690811,1000.0,0.0001870534906629473,0.18705348670482635,1000.0,3.4988572679139907e-06,0.0034988573752343655,1.0,0.0,0.0,3.0,0.0035372853744775057,0.01061185635626316,1000.0,0.041926752775907516,41.926753997802734,307.0,2.416051211184822e-05,0.007417277432978153
320,44.07874298095703,1.0,3.9355521202087402,3.9355521202087402,0.0001,39.98927688598633,0.0039989277720451355,0.0001,929.8980712890625,0.09298980236053467,1000.0,0.0001745283225318417,0.1745283156633377,1000.0,3.3286009966104757e-06,0.003328600898385048,1.0,0.0,0.0,3.2,0.0035660546272993088,0.011411375366151333,1000.0,0.03984913229942322,39.8491325378418,326.8,2.3867669369792566e-05,0.007799954153597355
340,41.82976150512695,1.0,3.6746363639831543,3.6746363639831543,0.0001,40.2196159362793,0.004021961707621813,0.0001,931.64501953125,0.09316449612379074,1000.0,0.00016082418733276427,0.16082419455051422,1000.0,3.307077122371993e-06,0.0033070771023631096,1.0,0.0,0.0,3.4,0.00401052413508296,0.013635782524943352,1000.0,0.037872131913900375,37.87213134765625,346.6,2.3199934730655514e-05,0.008041097782552242
360,39.7115592956543,1.0,3.3244118690490723,3.3244118690490723,0.0001,40.62023162841797,0.004062023013830185,0.0001,934.1687622070312,0.09341687709093094,1000.0,0.00014669411757495254,0.1466941237449646,1000.0,3.1701388252258766e-06,0.0031701389234513044,1.0,0.0,0.0,3.6,0.004065583925694227,0.014636102132499218,1000.0,0.036117106676101685,36.11710739135742,366.4,2.2000662283971906e-05,0.008061042986810207
380,37.73786926269531,1.0,2.99029803276062,2.99029803276062,0.0001,41.053035736083984,0.0041053034365177155,0.0001,936.882568359375,0.09368825703859329,1000.0,0.00013513446901924908,0.1351344734430313,1000.0,3.020598342118319e-06,0.0030205983202904463,1.0,0.0,0.0,3.8,0.004401437472552061,0.016725461930036545,1000.0,0.03448661416769028,34.48661422729492,386.2,2.1447161998366937e-05,0.008282894268631935
400,35.9241943359375,1.0,2.6676955223083496,2.6676955223083496,0.0001,41.55731201171875,0.0041557312943041325,0.0001,939.4088134765625,0.09394087642431259,1000.0,0.00012169000547146425,0.12169000506401062,1000.0,2.917915026046103e-06,0.002917915116995573,1.0,0.0,0.0,4.0,0.0047563533298671246,0.019025413319468498,1000.0,0.033006444573402405,33.00644302368164,406.0,2.051362389465794e-05,0.008328530937433243
420,34.30424880981445,1.0,2.3098881244659424,2.3098881244659424,0.0001,42.13559341430664,0.004213559441268444,0.0001,942.7685546875,0.09427685290575027,1000.0,0.0001086643896996975,0.10866439342498779,1000.0,2.8161966838524677e-06,0.0028161967638880014,1.0,0.0,0.0,4.2,0.004442135337740183,0.01865696720778942,1000.0,0.031757257878780365,31.75725746154785,425.8,1.9906143279513344e-05,0.008476035669445992
