iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,16.03841209411621,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,0.0,0.0,60.0,0.04581064358353615,2.748638615012169,30.0,0.07136799395084381,2.1410398185253143,800.0,0.013935916125774384,11.148732900619507,0.0,0.0,0.0,700000,700000,15748,10475,10475,2707
2,rigid,15.975398063659668,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,6.07115637762945e-08,6.07115637762945e-08,60.0,0.045094575732946396,2.7056745439767838,30.0,0.07157136499881744,2.1471409499645233,800.0,0.01390322856605053,11.122582852840424,0.0,0.0,0.0,700000,700000,15779,10475,10475,2683
3,rigid,16.027774810791016,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,60.0,0.046268269419670105,2.7760961651802063,30.0,0.07183879613876343,2.155163884162903,800.0,0.013870641589164734,11.096513271331787,0.0,0.0,0.0,700000,700000,15861,10475,10475,2657
4,rigid,15.979930877685547,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,5.603690738098521e-07,5.603690738098521e-07,60.0,0.04580339789390564,2.7482038736343384,30.0,0.07203639298677444,2.1610917896032333,800.0,0.01383829303085804,11.070634424686432,0.0,0.0,0.0,700000,700000,15895,10475,10474,2634
5,rigid,15.994824409484863,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.046361494809389114,2.781689688563347,30.0,0.07229788601398468,2.1689365804195404,800.0,0.013805245980620384,11.044196784496307,0.0,0.0,0.0,700000,700000,15883,10475,10474,2609
6,rigid,15.993524551391602,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.5643977349100169e-06,1.5643977349100169e-06,60.0,0.046668749302625656,2.8001249581575394,30.0,0.07248778641223907,2.1746335923671722,800.0,0.01377345621585846,11.018764972686768,0.0,0.0,0.0,700000,700000,15842,10475,10473,2587
7,rigid,15.943913459777832,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,60.0,0.046195000410079956,2.7717000246047974,30.0,0.07260555028915405,2.1781665086746216,800.0,0.013742556795477867,10.994045436382294,0.0,0.0,0.0,700000,700000,15944,10475,10472,2568
8,rigid,15.920511245727539,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,3.0727978810318746e-06,3.0727978810318746e-06,60.0,0.04616573452949524,2.7699440717697144,30.0,0.0726773738861084,2.180321216583252,800.0,0.013712802901864052,10.970242321491241,0.0,0.0,0.0,700000,700000,16014,10475,10472,2551
9,rigid,15.90491008758545,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,4.034970515931491e-06,4.034970515931491e-06,60.0,0.04624514281749725,2.774708569049835,30.0,0.07275526970624924,2.182658091187477,800.0,0.013684424571692944,10.947539657354355,0.0,0.0,0.0,700000,700000,15955,10475,10472,2534
10,rigid,15.898104667663574,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,5.127992608322529e-06,5.127992608322529e-06,60.0,0.0464533306658268,2.787199839949608,30.0,0.07286713272333145,2.1860139816999435,800.0,0.01365610770881176,10.924886167049408,0.0,0.0,0.0,700000,700000,15975,10475,10472,2516
11,rigid,15.851795196533203,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,6.328231847874122e-06,6.328231847874122e-06,60.0,0.046093303710222244,2.7655982226133347,30.0,0.07291803508996964,2.187541052699089,800.0,0.013623311184346676,10.89864894747734,0.0,0.0,0.0,700000,700000,16049,10475,10472,2500
12,rigid,15.816385269165039,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,7.654562978132162e-06,7.654562978132162e-06,60.0,0.04590028524398804,2.7540171146392822,30.0,0.07296600937843323,2.188980281352997,800.0,0.013591726310551167,10.873381048440933,0.0,0.0,0.0,700000,700000,16181,10475,10472,2484
13,rigid,15.811667442321777,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,9.078683433472179e-06,9.078683433472179e-06,60.0,0.04620382934808731,2.7722297608852386,30.0,0.07301019132137299,2.1903057396411896,800.0,0.013561403378844261,10.849122703075409,0.0,0.0,0.0,700000,700000,16150,10475,10472,2468
14,rigid,15.811767578125,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.060893373505678e-05,1.060893373505678e-05,60.0,0.04667070880532265,2.800242528319359,30.0,0.07287962734699249,2.186388820409775,800.0,0.013531407341361046,10.825125873088837,0.0,0.0,0.0,700000,700000,16178,10475,10471,2458
15,rigid,15.79856014251709,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.2274742402951233e-05,1.2274742402951233e-05,60.0,0.04684154689311981,2.8104928135871887,30.0,0.0728980079293251,2.186940237879753,800.0,0.013501393608748913,10.80111488699913,0.0,0.0,0.0,700000,700000,16238,10475,10471,2443
16,rigid,15.716667175292969,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.4079580978432205e-05,1.4079580978432205e-05,60.0,0.04594097658991814,2.756458595395088,30.0,0.07273808866739273,2.182142660021782,800.0,0.013472565449774265,10.778052359819412,0.0,0.0,0.0,700000,700000,16307,10475,10471,2434
17,rigid,15.693235397338867,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.5989393432391807e-05,1.5989393432391807e-05,60.0,0.04598250240087509,2.7589501440525055,30.0,0.07260916382074356,2.178274914622307,800.0,0.0134449927136302,10.75599417090416,0.0,0.0,0.0,700000,700000,16298,10475,10472,2424
18,rigid,15.660653114318848,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,1.806049476726912e-05,1.806049476726912e-05,60.0,0.04585280641913414,2.7511683851480484,30.0,0.07248229533433914,2.1744688600301743,800.0,0.01341874711215496,10.734997689723969,0.0,0.0,0.0,700000,700000,16352,10475,10473,2414
19,rigid,15.636259078979492,50.0,9.71445146547012e-17,4.85722573273506e-15,150.0,0.0,0.0,1.0,2.025769390456844e-05,2.025769390456844e-05,60.0,0.045813385397195816,2.748803123831749,30.0,0.07242055237293243,2.172616571187973,800.0,0.01339352410286665,10.71481928229332,0.0,0.0,0.0,700000,700000,16287,10475,10473,2402
