View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6640,0.7684,0.8281,0.8625,0.8826,0.8937,0.8986,0.8999,0.8994,0.8975,0.8950,0.8921,0.8880,0.8799,0.8673,0.8538,0.8320,0.7638,0.6638,0.5205,0.2624,0.2240,0.2074,0.1897
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5645,0.5631,0.5107,0.4110,0.2830,0.1722,0.1046,0.0681,0.0475,0.0352,0.0273,0.0221,0.0184,0.0158,0.0137,0.0121,0.0109,0.0100,0.0095,0.0092,0.0086,0.0084,0.0079,0.0074
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3863,0.2382,0.1410,0.0888,0.0591,0.0409,0.0294,0.0220,0.0170,0.0136,0.0112,0.0094,0.0081,0.0070,0.0062,0.0056,0.0050,0.0046,0.0042,0.0040,0.0037,0.0035,0.0033,0.0030
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5646,0.6159,0.6583,0.6967,0.7312,0.7635,0.7925,0.8164,0.8369,0.8545,0.8699,0.8821,0.8924,0.9018,0.9098,0.9164,0.9222,0.9255,0.9234,0.9161,0.9210,0.9409,0.9462,0.9508
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5941,0.6614,0.7118,0.7545,0.7889,0.8154,0.8352,0.8493,0.8591,0.8664,0.8721,0.8765,0.8805,0.8842,0.8870,0.8889,0.8901,0.8905,0.8903,0.8984,0.8997,0.9153,0.9109,0.9045
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3908,0.2961,0.2213,0.1633,0.1209,0.0907,0.0696,0.0549,0.0446,0.0371,0.0314,0.0271,0.0236,0.0209,0.0187,0.0169,0.0154,0.0141,0.0129,0.0118,0.0107,0.0101,0.0093,0.0087
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3981,0.3051,0.2285,0.1683,0.1241,0.0924,0.0701,0.0548,0.0440,0.0362,0.0304,0.0260,0.0226,0.0200,0.0178,0.0160,0.0145,0.0133,0.0122,0.0113,0.0103,0.0096,0.0089,0.0082
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5136,0.4466,0.2825,0.1233,0.0602,0.0345,0.0222,0.0156,0.0116,0.0091,0.0073,0.0060,0.0051,0.0044,0.0039,0.0035,0.0031,0.0028,0.0025,0.0023,0.0021,0.0020,0.0018,0.0017
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5714,0.5936,0.5765,0.5134,0.3935,0.2557,0.1548,0.0977,0.0670,0.0496,0.0388,0.0311,0.0254,0.0211,0.0179,0.0154,0.0135,0.0118,0.0111,0.0103,0.0093,0.0098,0.0093,0.0088
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6171,0.7017,0.7609,0.8027,0.8322,0.8525,0.8662,0.8752,0.8806,0.8831,0.8829,0.8816,0.8788,0.8747,0.8707,0.8663,0.8630,0.8730,0.8936,0.9086,0.9117,0.9260,0.9228,0.9187
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5340,0.5416,0.5227,0.4779,0.4047,0.3140,0.2267,0.1593,0.1145,0.0857,0.0671,0.0543,0.0453,0.0387,0.0335,0.0294,0.0261,0.0231,0.0203,0.0179,0.0163,0.0168,0.0155,0.0144
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4083,0.3224,0.2446,0.1783,0.1283,0.0929,0.0688,0.0527,0.0418,0.0340,0.0283,0.0241,0.0209,0.0184,0.0164,0.0147,0.0134,0.0122,0.0112,0.0102,0.0093,0.0087,0.0082,0.0077
