iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,7.60915994644165,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.018173947930336,1.09043687582016,0.0,0.0,0.0,800.0,0.008148403838276863,6.5187230706214905,0.0,0.0,0.0,700000,700000,1274
2,rigid,7.565218448638916,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.019451528787612915,1.167091727256775,0.0,0.0,0.0,800.0,0.007997658103704453,6.398126482963562,0.0,0.0,0.0,700000,700000,1258
3,rigid,7.383677959442139,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,60.0,0.018384847790002823,1.1030908674001694,0.0,0.0,0.0,800.0,0.007850732654333115,6.280586123466492,0.0,0.0,0.0,700000,700000,1253
4,rigid,7.313990116119385,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,60.0,0.019128696992993355,1.1477218195796013,0.0,0.0,0.0,800.0,0.007707832381129265,6.166265904903412,0.0,0.0,0.0,700000,700000,1255
5,rigid,7.202218055725098,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,60.0,0.019092636182904243,1.1455581709742546,0.0,0.0,0.0,800.0,0.007570819929242134,6.056655943393707,0.0,0.0,0.0,700000,700000,1249
6,rigid,7.083278656005859,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,6.245856184250442e-06,6.245856184250442e-06,60.0,0.018873626366257668,1.13241758197546,0.0,0.0,0.0,800.0,0.007438568398356438,5.95085471868515,0.0,0.0,0.0,700000,700000,1265
7,rigid,6.963172912597656,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,8.979963240562938e-06,8.979963240562938e-06,60.0,0.018523085862398148,1.1113851517438889,0.0,0.0,0.0,800.0,0.007314723450690508,5.851778760552406,0.0,0.0,0.0,700000,700000,1240
8,rigid,6.877016544342041,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,1.224187872139737e-05,1.224187872139737e-05,60.0,0.018561773002147675,1.1137063801288605,0.0,0.0,0.0,800.0,0.007204122841358185,5.763298273086548,0.0,0.0,0.0,700000,700000,1241
9,rigid,6.779294967651367,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,1.5989393432391807e-05,1.5989393432391807e-05,60.0,0.018244145438075066,1.094648726284504,0.0,0.0,0.0,800.0,0.007105788215994835,5.684630572795868,0.0,0.0,0.0,700000,700000,1240
10,rigid,6.642233371734619,100.0,3.191891195797325e-16,3.191891195797325e-14,250.0,0.0,0.0,1.0,2.025769390456844e-05,2.025769390456844e-05,60.0,0.017091669142246246,1.0255001485347748,0.0,0.0,0.0,800.0,0.007020891178399324,5.6167129427194595,0.0,0.0,0.0,700000,700000,1227
