final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,1.0105324983596802,1.0105324983596802,20.0,0.00011211901437491179,0.0022423802874982357,50.0,0.0030924794264137745,0.15462397132068872,1.0,0.0006542531191371381,0.0006542531191371381,10.0,0.008261207491159439,0.08261207491159439,10.0,0.013960840180516243,0.13960840180516243,800.0,0.0007204300491139293,0.5763440392911434,0.001,54.4473876953125,0.0544473876953125,700000,700000,473,10475,10475,248
