iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,166.6086883544922,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.106518175220117e-05,0.011065181344747543,1000.0,0.040039073675870895,40.0390739440918,30.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0011707114754244685,0.023414229974150658,1000.0,0.12381106615066528,123.81106567382812,10000.0,0.00027240696363151073,2.724069595336914
25,157.03387451171875,20.0,4.022875145892613e-06,8.045750291785225e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0579171430435963e-05,0.01057917159050703,1000.0,0.0363314263522625,36.331424713134766,30.0,1.6431091353297234e-05,0.000492932740598917,100.0,9.479127243139374e-07,9.479127038503066e-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0011901489924639463,0.0238029807806015,1000.0,0.11821595579385757,118.21595764160156,10000.0,0.000245145260123536,2.4514524936676025
50,148.79771423339844,20.0,1.567563413118478e-05,0.0003135126898996532,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0274918167851865e-05,0.0102749178186059,1000.0,0.03385327756404877,33.85327911376953,30.0,6.783943535992876e-05,0.002035183133557439,100.0,2.072692041110713e-06,0.0002072692004730925,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0013106593396514654,0.026213187724351883,1000.0,0.11254175007343292,112.541748046875,10000.0,0.00023636283003725111,2.363628387451172
75,141.2006378173828,20.0,3.407253825571388e-05,0.0006814507651142776,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0255486813548487e-05,0.010255486704409122,1000.0,0.03185366094112396,31.853660583496094,30.0,0.00015455916582141072,0.004636774770915508,100.0,3.3567523587407777e-06,0.00033567522768862545,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0014641137095168233,0.02928227372467518,1000.0,0.10700611025094986,107.00611114501953,10000.0,0.00022956691100262105,2.2956690788269043
100,134.06407165527344,20.0,5.8941455790773034e-05,0.0011788291158154607,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0420346370665357e-05,0.01042034663259983,1000.0,0.030137373134493828,30.137372970581055,30.0,0.0002752573636826128,0.008257720619440079,100.0,4.741230441140942e-06,0.00047412305139005184,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015333525370806456,0.030667051672935486,1000.0,0.10163985937833786,101.63986206054688,10000.0,0.0002235841820947826,2.235841751098633
125,127.28263092041016,20.0,9.042237070389092e-05,0.0018084474140778184,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0629702956066467e-05,0.010629703290760517,1000.0,0.028592661023139954,28.592660903930664,30.0,0.0004296618280932307,0.012889854609966278,100.0,6.247030341910431e-06,0.0006247030105441809,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015109230298548937,0.0302184596657753,1000.0,0.09644588083028793,96.44587707519531,10000.0,0.00021879174164496362,2.187917470932007
150,120.80900573730469,20.0,0.00012879190035164356,0.0025758380070328712,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0865498552448116e-05,0.010865498334169388,1000.0,0.027176380157470703,27.176380157470703,30.0,0.0006167727406136692,0.018503181636333466,100.0,7.794345947331749e-06,0.000779434572905302,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015221585053950548,0.03044316917657852,1000.0,0.09142837673425674,91.42837524414062,10000.0,0.00021410849876701832,2.141084909439087
175,114.61080169677734,20.0,0.00017419812502339482,0.0034839625004678965,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1116821042378433e-05,0.011116821318864822,1000.0,0.025860361754894257,25.860361099243164,30.0,0.0008357919869013131,0.025073759257793427,100.0,9.434696949028876e-06,0.0009434696985408664,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015465205069631338,0.03093041107058525,1000.0,0.08658347278833389,86.5834732055664,10000.0,0.00020954177307430655,2.0954177379608154
200,108.66637420654297,20.0,0.00022682435519527644,0.00453648716211319,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1362477380316705e-05,0.011362477205693722,1000.0,0.024632729589939117,24.63273048400879,30.0,0.0010853621643036604,0.032560866326093674,100.0,1.1167619959451258e-05,0.001116761937737465,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0014986023306846619,0.029972046613693237,1000.0,0.08190372586250305,81.90372467041016,10000.0,0.00020503724226728082,2.050372362136841
225,102.96656036376953,20.0,0.0002864311099983752,0.00572862196713686,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1637661373242736e-05,0.01163766160607338,1000.0,0.023470256477594376,23.470256805419922,30.0,0.0013630203902721405,0.040890611708164215,100.0,1.2982809494133107e-05,0.0012982808984816074,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001540559227578342,0.030811185017228127,1000.0,0.07740043848752975,77.40043640136719,10000.0,0.00020055013010278344,2.0055012702941895
