best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
9998,2.491511583328247,2.491511583328247,diagnostic_local,20.0,0.023293431848287582,0.46586865186691284,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.1487380763574038e-06,0.002148738130927086,1000.0,1.016027272271458e-05,0.010160272940993309,30.0,0.009961375966668129,0.298841267824173,100.0,5.695440904673887e-06,0.0005695440922863781,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001248856307938695,0.024977125227451324,1000.0,0.0015806736191734672,1.5806735754013062,10000.0,1.0827223377418704e-05,0.10827223211526871
