View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6422,0.7095,0.7129,0.6202,0.3774,0.1560,0.0712,0.0404,0.0362,0.0293,0.0299,0.0255,0.0245,0.0216,0.0215,0.0210,0.0206,0.0234,0.0276,0.0334,0.0414,0.0528,0.0793,0.1007
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3888,0.2686,0.1721,0.1081,0.0709,0.0484,0.0342,0.0251,0.0218,0.0178,0.0166,0.0139,0.0129,0.0114,0.0108,0.0106,0.0103,0.0103,0.0104,0.0105,0.0105,0.0105,0.0110,0.0109
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3613,0.2336,0.1458,0.0928,0.0625,0.0444,0.0329,0.0252,0.0217,0.0179,0.0159,0.0134,0.0124,0.0110,0.0102,0.0097,0.0093,0.0086,0.0080,0.0075,0.0070,0.0065,0.0062,0.0058
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4738,0.2871,0.1274,0.0635,0.0374,0.0243,0.0169,0.0122,0.0112,0.0091,0.0086,0.0076,0.0072,0.0064,0.0062,0.0058,0.0053,0.0052,0.0052,0.0052,0.0051,0.0050,0.0052,0.0049
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6119,0.6955,0.7528,0.7900,0.8148,0.8316,0.8413,0.8447,0.8691,0.8663,0.8781,0.8710,0.8843,0.8825,0.8903,0.8968,0.8984,0.8840,0.8520,0.8006,0.7141,0.5749,0.4616,0.3469
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6212,0.7134,0.7714,0.8110,0.8385,0.8580,0.8708,0.8762,0.8979,0.8975,0.9124,0.9180,0.9247,0.9229,0.9302,0.9300,0.9266,0.9292,0.9348,0.9393,0.9428,0.9453,0.9504,0.9512
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6089,0.6971,0.7636,0.8093,0.8410,0.8651,0.8840,0.8991,0.9202,0.9261,0.9365,0.9370,0.9449,0.9471,0.9527,0.9573,0.9605,0.9614,0.9626,0.9636,0.9644,0.9649,0.9672,0.9674
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4027,0.2981,0.2028,0.1352,0.0920,0.0639,0.0456,0.0336,0.0290,0.0234,0.0217,0.0187,0.0171,0.0148,0.0139,0.0128,0.0117,0.0118,0.0121,0.0124,0.0127,0.0128,0.0135,0.0136
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3665,0.2484,0.1642,0.1100,0.0767,0.0555,0.0416,0.0321,0.0271,0.0223,0.0197,0.0168,0.0152,0.0135,0.0124,0.0116,0.0109,0.0100,0.0092,0.0085,0.0079,0.0073,0.0069,0.0065
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4403,0.3311,0.2058,0.1200,0.0754,0.0518,0.0379,0.0288,0.0273,0.0230,0.0216,0.0184,0.0181,0.0163,0.0161,0.0158,0.0156,0.0141,0.0133,0.0124,0.0115,0.0106,0.0102,0.0093
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6266,0.7049,0.7353,0.7314,0.6908,0.5724,0.3542,0.1768,0.1645,0.1417,0.1513,0.1436,0.1472,0.1333,0.1377,0.1347,0.1290,0.1522,0.1921,0.2499,0.3294,0.4277,0.5603,0.6253
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4336,0.3040,0.1780,0.1008,0.0607,0.0388,0.0261,0.0185,0.0161,0.0128,0.0120,0.0102,0.0094,0.0082,0.0077,0.0072,0.0065,0.0067,0.0070,0.0072,0.0075,0.0077,0.0084,0.0087
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4176,0.2935,0.1734,0.1010,0.0627,0.0414,0.0288,0.0209,0.0190,0.0155,0.0149,0.0131,0.0123,0.0107,0.0103,0.0095,0.0088,0.0087,0.0090,0.0093,0.0096,0.0097,0.0103,0.0102
