View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6093,0.6948,0.7525,0.7900,0.8154,0.8337,0.8480,0.8596,0.8691,0.8776,0.8841,0.8903,0.8952,0.8991,0.9195,0.9203,0.9214,0.9204,0.9183,0.9310,0.9348,0.9341,0.9319,0.9369
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5674,0.6293,0.6723,0.6953,0.7034,0.7022,0.6947,0.6812,0.6630,0.6270,0.5804,0.4891,0.3794,0.2630,0.2825,0.2637,0.2334,0.2203,0.2058,0.2109,0.1815,0.1515,0.1181,0.1062
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4224,0.3098,0.2026,0.1304,0.0887,0.0643,0.0491,0.0389,0.0317,0.0262,0.0219,0.0186,0.0161,0.0141,0.0139,0.0127,0.0119,0.0110,0.0101,0.0099,0.0092,0.0088,0.0090,0.0096
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5603,0.6075,0.6327,0.6348,0.6142,0.5679,0.4927,0.3921,0.2837,0.1989,0.1442,0.1086,0.0849,0.0687,0.0765,0.0704,0.0648,0.0581,0.0566,0.0708,0.0816,0.0831,0.0808,0.0908
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3911,0.2819,0.1943,0.1350,0.0977,0.0739,0.0581,0.0469,0.0389,0.0328,0.0280,0.0243,0.0212,0.0188,0.0178,0.0162,0.0151,0.0137,0.0128,0.0133,0.0141,0.0136,0.0133,0.0137
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4021,0.2948,0.2034,0.1400,0.1001,0.0749,0.0584,0.0469,0.0387,0.0325,0.0276,0.0239,0.0209,0.0184,0.0178,0.0164,0.0152,0.0139,0.0127,0.0127,0.0122,0.0115,0.0111,0.0112
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5958,0.6752,0.7312,0.7682,0.7925,0.8091,0.8205,0.8278,0.8320,0.8324,0.8305,0.8261,0.8202,0.8129,0.8425,0.8405,0.8403,0.8398,0.8427,0.8669,0.8749,0.8797,0.8878,0.9066
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6001,0.6795,0.7353,0.7740,0.8021,0.8237,0.8415,0.8565,0.8693,0.8808,0.8909,0.9001,0.9082,0.9152,0.9341,0.9358,0.9363,0.9376,0.9383,0.9442,0.9410,0.9398,0.9383,0.9468
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3796,0.2514,0.1493,0.0902,0.0591,0.0420,0.0316,0.0249,0.0205,0.0172,0.0147,0.0127,0.0111,0.0098,0.0097,0.0087,0.0081,0.0077,0.0071,0.0070,0.0064,0.0062,0.0065,0.0075
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3617,0.2008,0.1086,0.0658,0.0444,0.0325,0.0251,0.0201,0.0165,0.0137,0.0116,0.0099,0.0086,0.0075,0.0075,0.0068,0.0062,0.0058,0.0052,0.0050,0.0045,0.0044,0.0045,0.0052
