iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,79.80929565429688,20.0,9.251858979705965e-17,1.850371795941193e-15,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010743037797510624,0.0,0.0,0.073724165558815,0.0,800.0,0.09976162016391754,79.80929613113403,0.0,0.0,0.0,700000,700000,243,10475,10466,504
2,rigid,79.02350616455078,20.0,1.8598284441395663e-06,3.7196568882791325e-05,50.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.0050025012506253125,0.01044378150254488,5.224503002773827e-05,0.0050025012506253125,0.07321199029684067,0.0003662430730207137,800.0,0.09877881407737732,79.02305126190186,0.0,0.0,0.0,700000,700000,248,10475,10467,502
3,rigid,78.24530792236328,20.0,7.405484211631119e-06,0.00014810968423262239,50.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.010005002501250625,0.010330173186957836,0.00010335340857386529,0.010005002501250625,0.07240431010723114,0.0007244053037241734,800.0,0.09780541062355042,78.24432849884033,0.0,0.0,0.0,700000,700000,258,10475,10469,502
4,rigid,77.47293090820312,20.0,1.6592330212006345e-05,0.0003318466042401269,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.010260988026857376,0.00015399181631101615,0.015007503751875938,0.07159322500228882,0.0010744355928307477,800.0,0.09683921188116074,77.47136950492859,0.0,0.0,0.0,700000,700000,266,10475,10470,502
5,rigid,76.70767974853516,20.0,2.9289047233760357e-05,0.0005857809446752071,50.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.02001000500250125,0.010524105280637741,0.00021058739931241103,0.02001000500250125,0.0707792267203331,0.0014162926807470355,800.0,0.09588181972503662,76.7054557800293,0.0,0.0,0.0,700000,700000,267,10475,10473,502
6,rigid,75.94776153564453,20.0,4.509692371357232e-05,0.0009019384742714465,50.0,0.0,0.0,1.0,6.23413325229194e-06,6.23413325229194e-06,0.02501250625312656,0.010282144881784916,0.00025718221315119847,0.02501250625312656,0.06996551901102066,0.0017500129817663995,800.0,0.09493105858564377,75.94484686851501,0.0,0.0,0.0,700000,700000,284,10475,10471,502
7,rigid,75.18999481201172,20.0,6.41027872916311e-05,0.001282055745832622,50.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.010087710805237293,0.0003027827155148762,0.030015007503751877,0.06914813071489334,0.002075481662277939,800.0,0.09398290514945984,75.18632411956787,0.0,0.0,0.0,700000,700000,281,10475,10470,502
8,rigid,74.43582153320312,20.0,8.63152599777095e-05,0.00172630519955419,50.0,0.0,0.0,1.0,1.220905778609449e-05,1.220905778609449e-05,0.03501750875437719,0.010149103589355946,0.00035539632378935276,0.03501750875437719,0.06832747906446457,0.002392658096304412,800.0,0.09303916990756989,74.43133592605591,0.0,0.0,0.0,700000,700000,290,10475,10469,502
9,rigid,73.6843490600586,20.0,0.00011169916251674294,0.002233983250334859,50.0,0.0,0.0,1.0,1.595188041392248e-05,1.595188041392248e-05,0.0400200100050025,0.010321966372430325,0.00041308519749596093,0.0400200100050025,0.06750432401895523,0.002701523722619519,800.0,0.09209872782230377,73.67898225784302,0.0,0.0,0.0,700000,700000,283,10475,10468,502
10,rigid,72.93755340576172,20.0,0.00014006032142788172,0.0028012064285576344,50.0,0.0,0.0,1.0,2.0173283701296896e-05,2.0173283701296896e-05,0.04502251125562781,0.010730700567364693,0.0004831230870749486,0.04502251125562781,0.06681614369153976,0.003008230581409994,800.0,0.09116405248641968,72.93124198913574,0.0,0.0,0.0,700000,700000,270,10475,10469,501
11,rigid,72.19634246826172,20.0,0.00017157167894765735,0.003431433578953147,50.0,0.0,0.0,1.0,2.48662727244664e-05,2.48662727244664e-05,0.05002501250625312,0.010615779086947441,0.0005310544815881661,0.05002501250625312,0.06625804305076599,0.0033145594322544266,800.0,0.09023630619049072,72.18904495239258,0.0,0.0,0.0,700000,700000,273,10475,10464,499
12,rigid,71.4574203491211,20.0,0.0002062747662421316,0.004125495324842632,50.0,0.0,0.0,1.0,3.0101058655418456e-05,3.0101058655418456e-05,0.05502751375687844,0.011092239990830421,0.0006103783886900182,0.05502751375687844,0.06543532013893127,0.0036007429791307857,800.0,0.08931131660938263,71.4490532875061,0.0,0.0,0.0,700000,700000,271,10475,10465,499
13,rigid,70.72355651855469,20.0,0.00024410842161159962,0.0048821684322319925,50.0,0.0,0.0,1.0,3.5779346944764256e-05,3.5779346944764256e-05,0.060030015007503754,0.011599940247833729,0.0006963445871636055,0.060030015007503754,0.06460988521575928,0.0038785323791351244,800.0,0.08839257806539536,70.71406245231628,0.0,0.0,0.0,700000,700000,257,10475,10463,499
14,rigid,69.99193572998047,20.0,0.0002846723364200443,0.005693446728400886,50.0,0.0,0.0,1.0,4.191757761873305e-05,4.191757761873305e-05,0.06503251625812906,0.011436780914664268,0.0007437626407735641,0.06503251625812906,0.0637817233800888,0.004147885962687115,800.0,0.08747663348913193,69.98130679130554,0.0,0.0,0.0,700000,700000,260,10475,10466,499
15,rigid,69.26421356201172,20.0,0.00032792938873171806,0.006558587774634361,50.0,0.0,0.0,1.0,4.854150029132143e-05,4.854150029132143e-05,0.07003501750875438,0.011470482684671879,0.000803335455654859,0.07003501750875438,0.06295626610517502,0.004409143198961732,800.0,0.08656549453735352,69.25239562988281,0.0,0.0,0.0,700000,700000,269,10475,10462,499
