iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale_reg,t_reg,scale,tx,ty,tz
0,39.95246506,0.03994740,0.03994615,0.03994865,5.51296139,5.44726419,5.57865906,50.60491180,0.71505117,100.49477386,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,39.95121002,0.03994614,0.03994484,0.03994744,5.44795513,5.38198280,5.51392794,50.69721603,0.64591330,100.74851990,0.00002500,0.00007500,1.00501263,0.00500000,-0.00500000,0.00500000
2,39.94979858,0.03994490,0.03994354,0.03994626,5.38636923,5.31984997,5.45288849,48.96777344,0.60472649,97.33081818,0.00010008,0.00016230,1.01005423,0.00352685,-0.00705186,0.01000665
3,39.94836044,0.03994367,0.03994225,0.03994508,5.32697201,5.25987434,5.39406967,46.95331573,0.61592293,93.29071045,0.00022542,0.00028401,1.01512730,0.00094172,-0.00758033,0.01502215
4,39.94699097,0.03994238,0.03994090,0.03994386,5.26713800,5.19948483,5.33479118,46.17049789,0.66110843,91.67988586,0.00040127,0.00047561,1.02023387,-0.00122026,-0.00851584,0.02004009
5,39.94556046,0.03994102,0.03993948,0.03994256,5.20612097,5.13797045,5.27427149,45.40973663,0.66846609,90.15100861,0.00062801,0.00074147,1.02537680,-0.00204627,-0.01045634,0.02505881
6,39.94402313,0.03993960,0.03993799,0.03994121,5.14441204,5.07581902,5.21300507,44.26908493,0.63459694,87.90357208,0.00090609,0.00107788,1.03055894,-0.00168852,-0.01303773,0.03008401
7,39.94245529,0.03993812,0.03993645,0.03993980,5.08263111,5.01362419,5.15163851,43.31833267,0.60180742,86.03485870,0.00123610,0.00148206,1.03578365,-0.00078662,-0.01574257,0.03512286
8,39.94087601,0.03993660,0.03993485,0.03993835,5.02123356,4.95181942,5.09064770,42.67263031,0.58105409,84.76420593,0.00161872,0.00194476,1.04105377,0.00009184,-0.01817670,0.04017913
9,39.93924332,0.03993504,0.03993322,0.03993687,4.96058178,4.89074945,5.03041363,41.93550491,0.57737523,83.29363251,0.00205474,0.00244892,1.04637229,0.00051303,-0.02001483,0.04525549
10,39.93753433,0.03993344,0.03993154,0.03993535,4.90049934,4.83022928,4.97076988,40.86700439,0.57069737,81.16331482,0.00254504,0.00299055,1.05174255,0.00026952,-0.02133740,0.05035072
11,39.93576050,0.03993178,0.03992979,0.03993377,4.84039736,4.76966953,4.91112518,39.70110703,0.57861483,78.82360077,0.00309058,0.00358527,1.05716741,-0.00053917,-0.02256233,0.05546095
12,39.93391800,0.03993004,0.03992796,0.03993212,4.77984095,4.70864534,4.85103655,38.68305588,0.57677543,76.78933716,0.00369242,0.00425028,1.06264961,-0.00163582,-0.02402208,0.06058504
13,39.93201447,0.03992822,0.03992604,0.03993039,4.71864223,4.64697981,4.79030466,37.91225815,0.57957453,75.24494171,0.00435173,0.00499675,1.06819212,-0.00276450,-0.02587248,0.06572462
14,39.93004227,0.03992630,0.03992402,0.03992858,4.65680075,4.58468246,4.72891903,37.32846832,0.57373643,74.08319855,0.00506978,0.00582921,1.07379854,-0.00368551,-0.02812769,0.07088339
15,39.92798615,0.03992429,0.03992190,0.03992667,4.59444523,4.52188873,4.66700125,36.84804153,0.57045746,73.12562561,0.00584798,0.00674648,1.07947206,-0.00427344,-0.03069406,0.07606640
16,39.92583847,0.03992218,0.03991968,0.03992468,4.53179455,4.45882130,4.60476828,36.41947174,0.57005757,72.26888275,0.00668786,0.00774190,1.08521640,-0.00450299,-0.03339513,0.08127969
17,39.92359543,0.03991999,0.03991736,0.03992261,4.46919250,4.39581966,4.54256487,35.95131302,0.56210011,71.34052277,0.00759106,0.00879961,1.09103501,-0.00446420,-0.03594830,0.08652975
18,39.92126846,0.03991771,0.03991496,0.03992046,4.40677547,4.33301735,4.48053408,35.39314651,0.56154031,70.22475433,0.00855932,0.00990988,1.09693134,-0.00432299,-0.03821559,0.09181918
19,39.91882706,0.03991533,0.03991245,0.03991822,4.34454727,4.27041054,4.41868401,34.70066452,0.55002397,68.85130310,0.00959447,0.01106875,1.10290921,-0.00422112,-0.04016199,0.09714908
20,39.91627502,0.03991286,0.03990984,0.03991589,4.28235626,4.20784187,4.35687017,33.91368866,0.54318619,67.28418732,0.01069843,0.01228209,1.10897171,-0.00425994,-0.04187800,0.10251914
21,39.91360092,0.03991026,0.03990709,0.03991344,4.21996498,4.14507151,4.29485893,33.09974670,0.53874761,65.66074371,0.01187322,0.01356328,1.11512256,-0.00452934,-0.04352284,0.10792837
22,39.91079712,0.03990754,0.03990420,0.03991088,4.15710735,4.08182955,4.23238468,32.35226822,0.53530872,64.16922760,0.01312096,0.01493108,1.12136507,-0.00503009,-0.04529504,0.11337608
23,39.90785217,0.03990465,0.03990113,0.03990816,4.09359694,4.01793385,4.16926003,31.74669075,0.53210974,62.96127319,0.01444388,0.01640186,1.12770283,-0.00567935,-0.04734083,0.11886317
24,39.90475464,0.03990159,0.03989789,0.03990529,4.02936077,3.95331407,4.10540771,31.32510567,0.53087014,62.11934280,0.01584433,0.01798653,1.13413954,-0.00640356,-0.04972107,0.12439190
25,39.90148926,0.03989834,0.03989444,0.03990225,3.96445036,3.88802648,4.04087448,31.08065605,0.52555180,61.63576126,0.01732484,0.01968739,1.14067912,-0.00711418,-0.05239763,0.12996639
26,39.89804840,0.03989490,0.03989078,0.03989903,3.89895439,3.82216287,3.97574615,31.00122833,0.53019035,61.47226715,0.01888804,0.02150293,1.14732575,-0.00774192,-0.05529958,0.13559110
27,39.89440918,0.03989127,0.03988690,0.03989563,3.83304071,3.75589633,3.91018486,31.01040840,0.52291268,61.49790573,0.02053669,0.02342312,1.15408325,-0.00822198,-0.05829170,0.14127137
28,39.89056396,0.03988741,0.03988279,0.03989203,3.76680660,3.68932557,3.84428740,31.05875778,0.52355248,61.59396362,0.02227370,0.02544105,1.16095603,-0.00855664,-0.06128260,0.14701113
29,39.88648987,0.03988334,0.03987845,0.03988823,3.70043087,3.62262774,3.77823377,31.01231384,0.51363564,61.51099396,0.02410207,0.02753997,1.16794801,-0.00879909,-0.06411085,0.15281473
30,39.88217545,0.03987904,0.03987385,0.03988422,3.63393474,3.55582285,3.71204662,30.82853127,0.50903714,61.14802551,0.02602490,0.02971633,1.17506361,-0.00902668,-0.06673944,0.15868427
31,39.87758636,0.03987448,0.03986898,0.03987998,3.56726861,3.48885798,3.64567924,30.50352097,0.50615805,60.50088501,0.02804538,0.03197445,1.18230689,-0.00930140,-0.06919383,0.16462122
32,39.87271500,0.03986964,0.03986380,0.03987547,3.50025368,3.42155313,3.57895398,30.14560318,0.50515836,59.78604889,0.03016680,0.03433559,1.18968189,-0.00966707,-0.07161672,0.17062585
33,39.86751556,0.03986446,0.03985825,0.03987067,3.43270922,3.35372686,3.51169133,29.87984276,0.50471848,59.25496674,0.03239252,0.03682468,1.19719255,-0.01012458,-0.07415994,0.17669882
34,39.86197281,0.03985892,0.03985230,0.03986554,3.36452436,3.28526926,3.44377971,29.79147148,0.49820057,59.08474350,0.03472608,0.03946208,1.20484304,-0.01066682,-0.07692353,0.18284166
35,39.85604477,0.03985297,0.03984591,0.03986004,3.29563498,3.21611714,3.37515283,29.95374680,0.50275910,59.40473557,0.03717113,0.04226475,1.21263802,-0.01125871,-0.07997267,0.18905652
36,39.84969711,0.03984658,0.03983902,0.03985413,3.22606850,3.14630079,3.30583596,30.37681770,0.51103646,60.24259949,0.03973148,0.04523937,1.22058165,-0.01186891,-0.08329590,0.19534661
