iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
0,0.95997024,0.95997024,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,0.92326188,0.92326182,5.34885454,0.00002500,0.00007500,1.00501263,0.00500000,0.00500000,0.00500000
2,0.88726276,0.88726234,20.73527145,0.00009996,0.00029645,1.01004815,0.00988420,0.00994016,0.00999721
3,0.85198516,0.85198426,44.52157974,0.00022477,0.00065245,1.01510537,0.01449381,0.01475417,0.01498969
4,0.81743389,0.81743234,73.86486816,0.00039928,0.00111854,1.02018297,0.01857998,0.01934710,0.01997542
5,0.78360438,0.78360212,104.61579895,0.00062324,0.00165586,1.02527905,0.02183372,0.02359092,0.02495234
6,0.75047964,0.75047654,132.16580200,0.00089638,0.00221855,1.03039229,0.02401028,0.02733038,0.02991832
7,0.71804553,0.71804160,152.93696594,0.00121832,0.00276838,1.03552067,0.02505590,0.03040698,0.03487118
8,0.68629253,0.68628764,165.18531799,0.00158864,0.00328367,1.04066277,0.02509456,0.03269866,0.03980871
9,0.65522587,0.65522009,168.83758545,0.00200683,0.00375889,1.04581618,0.02432587,0.03415392,0.04472861
10,0.62485427,0.62484765,164.99516296,0.00247231,0.00420066,1.05097926,0.02295170,0.03479772,0.04962857
11,0.59519517,0.59518754,155.41896057,0.00298442,0.00462320,1.05614972,0.02115267,0.03471070,0.05450622
12,0.56626779,0.56625921,142.07919312,0.00354245,0.00504398,1.06132543,0.01908934,0.03400099,0.05935918
13,0.53809077,0.53808111,126.82980347,0.00414556,0.00548040,1.06650400,0.01690940,0.03278356,0.06418501
14,0.51068002,0.51066929,111.21715546,0.00479287,0.00594762,1.07168329,0.01475267,0.03116996,0.06898125
15,0.48405051,0.48403856,96.39645386,0.00548340,0.00645740,1.07686055,0.01275035,0.02926514,0.07374541
16,0.45821172,0.45819849,83.12633514,0.00621609,0.00701781,1.08203351,0.01101821,0.02716775,0.07847499
17,0.43317130,0.43315667,71.82281494,0.00698979,0.00763344,1.08719933,0.00964583,0.02497138,0.08316747
18,0.40893489,0.40891877,62.64552689,0.00780327,0.00830613,1.09235525,0.00868695,0.02276529,0.08782032
19,0.38550600,0.38548833,55.58821487,0.00865521,0.00903576,1.09749830,0.00815557,0.02063382,0.09243099
