iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
0,5.85077715,5.85077715,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,5.78251028,5.78251028,13.25756741,0.00002500,0.00007500,1.00501263,-0.00500000,-0.00500000,0.00500000
2,5.71453667,5.71453619,52.09174728,0.00010000,0.00029985,1.01005006,-0.00999449,-0.00999871,0.00999929
3,5.64685965,5.64685917,115.09430695,0.00022499,0.00067417,1.01511252,-0.01497952,-0.01499525,0.01499739
4,5.57948828,5.57948637,200.85487366,0.00039996,0.00119734,1.02020025,-0.01995090,-0.01998873,0.01999382
5,5.51242685,5.51242447,307.96142578,0.00062490,0.00186854,1.02531302,-0.02490423,-0.02497826,0.02498809
6,5.44568443,5.44568062,434.99722290,0.00089979,0.00268668,1.03045094,-0.02983490,-0.02996293,0.02997972
7,5.37926817,5.37926292,580.54235840,0.00122461,0.00365044,1.03561389,-0.03473808,-0.03494184,0.03496822
8,5.31318235,5.31317616,743.17480469,0.00159933,0.00475823,1.04080200,-0.03960872,-0.03991408,0.03995310
9,5.24743509,5.24742699,921.46685791,0.00202391,0.00600821,1.04601526,-0.04444157,-0.04487872,0.04493387
10,5.18203211,5.18202209,1113.99035645,0.00249833,0.00739824,1.05125356,-0.04923116,-0.04983487,0.04991006
11,5.11697769,5.11696577,1319.31518555,0.00302254,0.00892593,1.05651700,-0.05397186,-0.05478160,0.05488118
12,5.05227947,5.05226517,1536.01245117,0.00359648,0.01058862,1.06180537,-0.05865784,-0.05971803,0.05984675
13,4.98794079,4.98792410,1762.65527344,0.00422010,0.01238336,1.06711888,-0.06328311,-0.06464323,0.06480630
14,4.92396784,4.92394876,1997.82653809,0.00489334,0.01430693,1.07245719,-0.06784153,-0.06955633,0.06975938
15,4.86036539,4.86034346,2240.11181641,0.00561614,0.01635584,1.07782042,-0.07232684,-0.07445643,0.07470550
16,4.79713631,4.79711151,2488.11376953,0.00638840,0.01852636,1.08320856,-0.07673267,-0.07934266,0.07964423
17,4.73428535,4.73425722,2740.45166016,0.00721006,0.02081449,1.08862138,-0.08105258,-0.08421414,0.08457512
18,4.67181683,4.67178535,2995.76782227,0.00808103,0.02321600,1.09405887,-0.08528007,-0.08907003,0.08949771
19,4.60973310,4.60969830,3252.72851562,0.00900120,0.02572644,1.09952104,-0.08940864,-0.09390948,0.09441158
20,4.54803896,4.54800081,3510.03417969,0.00997047,0.02834117,1.10500753,-0.09343181,-0.09873166,0.09931631
21,4.48673487,4.48669291,3766.42968750,0.01098873,0.03105538,1.11051869,-0.09734317,-0.10353576,0.10421149
22,4.42582655,4.42578077,4020.69384766,0.01205586,0.03386410,1.11605382,-0.10113642,-0.10832096,0.10909670
23,4.36531258,4.36526251,4271.66210938,0.01317173,0.03676224,1.12161338,-0.10480543,-0.11308649,0.11397155
24,4.30519676,4.30514288,4518.23486328,0.01433622,0.03974467,1.12719691,-0.10834426,-0.11783157,0.11883564
25,4.24548149,4.24542284,4759.36767578,0.01554917,0.04280616,1.13280439,-0.11174724,-0.12255545,0.12368861
26,4.18616819,4.18610573,4994.09179688,0.01681043,0.04594149,1.13843560,-0.11500900,-0.12725738,0.12853007
27,4.12725687,4.12718964,5221.50927734,0.01811985,0.04914549,1.14409053,-0.11812454,-0.13193664,0.13335967
28,4.06875038,4.06867838,5440.81347656,0.01947726,0.05241302,1.14976895,-0.12108926,-0.13659252,0.13817705
29,4.01064920,4.01057243,5651.28076172,0.02088248,0.05573910,1.15547061,-0.12389906,-0.14122434,0.14298187
30,3.95295405,3.95287251,5852.28027344,0.02233534,0.05911887,1.16119552,-0.12655030,-0.14583141,0.14777380
31,3.89566636,3.89558005,6043.27050781,0.02383563,0.06254766,1.16694343,-0.12903993,-0.15041307,0.15255252
32,3.83878636,3.83869505,6223.81152344,0.02538316,0.06602103,1.17271423,-0.13136545,-0.15496866,0.15731768
33,3.78231621,3.78221965,6393.55712891,0.02697772,0.06953476,1.17850769,-0.13352501,-0.15949757,0.16206901
34,3.72625542,3.72615361,6552.26464844,0.02861909,0.07308500,1.18432355,-0.13551739,-0.16399918,0.16680618
35,3.67060614,3.67049909,6699.78271484,0.03030705,0.07666811,1.19016171,-0.13734204,-0.16847289,0.17152889
36,3.61536884,3.61525655,6836.05712891,0.03204136,0.08028085,1.19602191,-0.13899906,-0.17291810,0.17623688
