final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,0.9205492734909058,0.9205492734909058,100.0,3.248144275858067e-05,0.003248144275858067,250.0,0.0007747274357825518,0.19368185894563794,1.0,0.00037871813401579857,0.00037871813401579857,30.0,0.00614337669685483,0.1843013009056449,0.0,0.2062549740076065,0.0,800.0,0.0005517336539924145,0.4413869231939316,0.001,97.55226135253906,0.09755226135253907,700000,700000,2622,10475,10437,1711
