iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,138.7693328857422,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.032756563276052475,1.9653937965631485,20.0,0.28507208824157715,5.701441764831543,800.0,0.16387811303138733,131.10249042510986,0.0,0.0,0.0,700000,700000,10663,10475,10473,5273
2,rigid,137.9906005859375,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.03197965398430824,1.9187792390584946,20.0,0.28699859976768494,5.739971995353699,800.0,0.16291481256484985,130.33185005187988,0.0,0.0,0.0,700000,700000,10613,10475,10473,5235
3,rigid,137.29046630859375,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,60.0,0.03259379789233208,1.9556278735399246,20.0,0.2884662449359894,5.769324898719788,800.0,0.16195687651634216,129.56550121307373,0.0,0.0,0.0,700000,700000,10510,10475,10472,5207
4,rigid,136.5845489501953,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,60.0,0.03271276876330376,1.9627661257982254,20.0,0.29092514514923096,5.818502902984619,800.0,0.16100411117076874,128.803288936615,0.0,0.0,0.0,700000,700000,10366,10475,10472,5165
5,rigid,135.84642028808594,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,60.0,0.03235930576920509,1.9415583461523056,20.0,0.2929913103580475,5.85982620716095,800.0,0.16005629301071167,128.04503440856934,0.0,0.0,0.0,700000,700000,10318,10475,10472,5132
6,rigid,135.1167449951172,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,60.0,0.03216840326786041,1.9301041960716248,20.0,0.29477658867836,5.8955317735672,800.0,0.15911388397216797,127.29110717773438,0.0,0.0,0.0,700000,700000,10195,10475,10472,5103
7,rigid,134.41212463378906,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,60.0,0.03213296830654144,1.9279780983924866,20.0,0.297143816947937,5.94287633895874,800.0,0.15817657113075256,126.54125690460205,0.0,0.0,0.0,700000,700000,10086,10475,10470,5062
8,rigid,133.68936157226562,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,1.225830419571139e-05,1.225830419571139e-05,60.0,0.03208436816930771,1.9250620901584625,20.0,0.2984430491924286,5.968860983848572,800.0,0.15724429488182068,125.79543590545654,0.0,0.0,0.0,700000,700000,10060,10475,10469,5039
9,rigid,132.99392700195312,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,1.60081654030364e-05,1.60081654030364e-05,60.0,0.03215795382857323,1.9294772297143936,20.0,0.30052846670150757,6.010569334030151,800.0,0.156317338347435,125.053870677948,0.0,0.0,0.0,700000,700000,10002,10475,10470,5001
10,rigid,132.28872680664062,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.0236577256582677e-05,2.0236577256582677e-05,60.0,0.03230075538158417,1.93804532289505,20.0,0.301719069480896,6.03438138961792,800.0,0.15539535880088806,124.31628704071045,0.0,0.0,0.0,700000,700000,9888,10475,10470,4976
11,rigid,131.5299072265625,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.5006891519296914e-05,2.5006891519296914e-05,60.0,0.03139469027519226,1.8836814165115356,20.0,0.3031705915927887,6.063411831855774,800.0,0.15447849035263062,123.58279228210449,0.0,0.0,0.0,700000,700000,9833,10475,10471,4946
