View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3812,0.2650,0.1739,0.1131,0.0771,0.0563,0.0435,0.0351,0.0293,0.0249,0.0214,0.0187,0.0164,0.0146,0.0131,0.0118,0.0115,0.0104,0.0095,0.0086,0.0079,0.0077,0.0071,0.0066
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6133,0.7003,0.7599,0.7967,0.8169,0.8277,0.8340,0.8387,0.8415,0.8431,0.8442,0.8471,0.8504,0.8524,0.8510,0.8473,0.8729,0.8704,0.8664,0.8618,0.8554,0.8740,0.8694,0.8642
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6102,0.6933,0.7506,0.7873,0.8067,0.8150,0.8147,0.8041,0.7841,0.7598,0.7304,0.6898,0.6305,0.5398,0.4130,0.2908,0.3264,0.3106,0.2925,0.2699,0.2488,0.2729,0.2579,0.2435
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3511,0.1184,0.0479,0.0240,0.0144,0.0099,0.0074,0.0059,0.0049,0.0042,0.0036,0.0031,0.0028,0.0025,0.0022,0.0020,0.0022,0.0020,0.0018,0.0016,0.0014,0.0015,0.0013,0.0012
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6177,0.5688,0.3152,0.1198,0.0560,0.0333,0.0228,0.0171,0.0134,0.0109,0.0091,0.0077,0.0066,0.0056,0.0049,0.0042,0.0042,0.0037,0.0033,0.0029,0.0025,0.0024,0.0021,0.0019
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6026,0.6788,0.7285,0.7578,0.7748,0.7856,0.7951,0.8072,0.8194,0.8275,0.8329,0.8382,0.8442,0.8515,0.8613,0.8744,0.8984,0.8986,0.8981,0.8984,0.8956,0.9095,0.9070,0.9040
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3755,0.2581,0.1689,0.1103,0.0758,0.0558,0.0434,0.0352,0.0294,0.0251,0.0218,0.0192,0.0170,0.0152,0.0137,0.0125,0.0121,0.0110,0.0100,0.0092,0.0084,0.0081,0.0075,0.0069
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3582,0.2292,0.1419,0.0906,0.0621,0.0458,0.0357,0.0290,0.0243,0.0208,0.0182,0.0161,0.0144,0.0130,0.0119,0.0110,0.0112,0.0104,0.0097,0.0091,0.0086,0.0090,0.0085,0.0081
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5951,0.5459,0.3281,0.1415,0.0709,0.0438,0.0310,0.0238,0.0193,0.0160,0.0134,0.0114,0.0099,0.0086,0.0076,0.0068,0.0073,0.0067,0.0060,0.0055,0.0049,0.0051,0.0047,0.0043
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6062,0.6912,0.7543,0.7998,0.8313,0.8538,0.8706,0.8838,0.8950,0.9043,0.9119,0.9178,0.9228,0.9276,0.9322,0.9380,0.9502,0.9511,0.9526,0.9541,0.9567,0.9644,0.9659,0.9672
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3359,0.1741,0.0897,0.0505,0.0316,0.0220,0.0164,0.0129,0.0106,0.0089,0.0076,0.0065,0.0057,0.0050,0.0044,0.0039,0.0039,0.0035,0.0033,0.0030,0.0028,0.0028,0.0026,0.0024
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3808,0.2602,0.1655,0.1037,0.0685,0.0489,0.0372,0.0296,0.0244,0.0206,0.0177,0.0155,0.0137,0.0123,0.0110,0.0099,0.0097,0.0088,0.0079,0.0071,0.0064,0.0061,0.0055,0.0050
