View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3669,0.2503,0.1684,0.1161,0.0832,0.0613,0.0463,0.0362,0.0290,0.0235,0.0194,0.0162,0.0138,0.0119,0.0103,0.0091,0.0080,0.0072,0.0065,0.0060,0.0055,0.0051,0.0048,0.0045
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4665,0.3260,0.1773,0.0974,0.0604,0.0416,0.0310,0.0236,0.0181,0.0140,0.0110,0.0089,0.0074,0.0062,0.0053,0.0046,0.0041,0.0036,0.0032,0.0029,0.0026,0.0023,0.0022,0.0020
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4494,0.3440,0.2314,0.1464,0.0884,0.0585,0.0435,0.0334,0.0261,0.0208,0.0170,0.0142,0.0120,0.0104,0.0090,0.0079,0.0070,0.0064,0.0059,0.0058,0.0055,0.0051,0.0050,0.0048
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4591,0.3778,0.2713,0.1812,0.1255,0.0968,0.0819,0.0672,0.0534,0.0414,0.0321,0.0256,0.0211,0.0176,0.0149,0.0127,0.0111,0.0099,0.0087,0.0081,0.0072,0.0064,0.0059,0.0054
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5398,0.5536,0.5473,0.5123,0.4269,0.2916,0.1797,0.1158,0.0809,0.0591,0.0454,0.0359,0.0290,0.0239,0.0199,0.0166,0.0139,0.0122,0.0118,0.0130,0.0134,0.0135,0.0148,0.0155
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5527,0.5684,0.5554,0.5076,0.4191,0.2996,0.1949,0.1219,0.0803,0.0555,0.0402,0.0306,0.0242,0.0197,0.0161,0.0134,0.0112,0.0096,0.0085,0.0082,0.0075,0.0068,0.0065,0.0061
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6146,0.7041,0.7692,0.8155,0.8479,0.8697,0.8856,0.8988,0.9100,0.9194,0.9269,0.9332,0.9385,0.9431,0.9471,0.9503,0.9529,0.9554,0.9575,0.9628,0.9639,0.9640,0.9670,0.9681
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4139,0.3283,0.2505,0.1892,0.1480,0.1226,0.1041,0.0875,0.0731,0.0603,0.0497,0.0415,0.0351,0.0301,0.0260,0.0227,0.0200,0.0179,0.0159,0.0148,0.0133,0.0120,0.0112,0.0103
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6176,0.7020,0.7621,0.8051,0.8300,0.8438,0.8482,0.8443,0.8296,0.8074,0.7705,0.7099,0.6155,0.4795,0.3334,0.2173,0.1434,0.0962,0.0743,0.0772,0.0751,0.0708,0.0768,0.0809
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6095,0.6806,0.7190,0.7336,0.7347,0.7055,0.6257,0.4996,0.3417,0.2049,0.1249,0.0829,0.0596,0.0454,0.0357,0.0288,0.0241,0.0203,0.0164,0.0150,0.0130,0.0114,0.0105,0.0095
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6726,0.7522,0.7757,0.7626,0.7317,0.6713,0.5712,0.4093,0.2341,0.1230,0.0709,0.0470,0.0340,0.0260,0.0205,0.0167,0.0140,0.0120,0.0098,0.0089,0.0076,0.0065,0.0059,0.0053
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6507,0.7485,0.8066,0.8438,0.8725,0.8955,0.9098,0.9215,0.9308,0.9366,0.9405,0.9425,0.9435,0.9436,0.9431,0.9419,0.9401,0.9308,0.9108,0.9154,0.9133,0.9074,0.9108,0.9086
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3547,0.2360,0.1576,0.1086,0.0777,0.0562,0.0415,0.0317,0.0248,0.0198,0.0161,0.0134,0.0114,0.0098,0.0085,0.0074,0.0065,0.0058,0.0052,0.0048,0.0044,0.0041,0.0038,0.0036
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5365,0.5270,0.4793,0.3911,0.2753,0.1822,0.1257,0.0855,0.0602,0.0434,0.0324,0.0253,0.0204,0.0169,0.0141,0.0118,0.0100,0.0088,0.0083,0.0088,0.0087,0.0084,0.0088,0.0088
014,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6578,0.7448,0.7903,0.8170,0.8337,0.8662,0.9069,0.9284,0.9406,0.9491,0.9547,0.9589,0.9618,0.9637,0.9648,0.9656,0.9664,0.9699,0.9748,0.9814,0.9828,0.9834,0.9857,0.9869
015,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3476,0.2307,0.1564,0.1102,0.0801,0.0601,0.0467,0.0370,0.0299,0.0244,0.0203,0.0171,0.0147,0.0127,0.0111,0.0097,0.0086,0.0077,0.0072,0.0070,0.0067,0.0064,0.0062,0.0060
