iter,total,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled,time_contact_s,time_dynamics_s,time_penetration_s,time_mask2d_s,time_backward_s,time_total_iter_s
300,0.3965253233909607,0.0016699850093573332,0.03339970111846924,0.0012742204125970602,0.254844069480896,0.0003083324118051678,0.046249862760305405,0.00012118018639739603,0.0024236037861555815,0.0009147501550614834,0.013721251860260963,0.00025270937476307154,0.025270937010645866,3.515378193696961e-05,0.001054613501764834,1.5377421732409857e-05,0.0006150968838483095,6.57252167002298e-05,0.00394351314753294,0.0,0.0,0.000500088557600975,0.015002656728029251,0.008717197924852371,0.0016067512333393097,0.15350065752863884,0.011836323887109756,0.9994598291814327,1.788968201726675
325,0.3953176736831665,0.0016783445607870817,0.03356689214706421,0.0012688064016401768,0.25376129150390625,0.0003116058942396194,0.04674088582396507,0.00011758736218325794,0.0023517473600804806,0.0009286690037697554,0.013930034823715687,0.00023420792422257364,0.0234207920730114,3.45241860486567e-05,0.001035725581459701,1.5396888557006605e-05,0.000615875527728349,6.711114838253707e-05,0.004026669077575207,0.0,0.0,0.0005289257969707251,0.015867773443460464,0.007059972733259201,0.001360177993774414,0.11120690032839775,0.011191390454769135,1.3444255888462067,1.9348023943603039
350,0.39598873257637024,0.0016805967316031456,0.03361193463206291,0.0012685161782428622,0.253703236579895,0.00031817768467590213,0.04772665351629257,0.00013136793859302998,0.0026273587718605995,0.0009448849014006555,0.014173273928463459,0.00021729596483055502,0.021729595959186554,3.611728971009143e-05,0.0010835187276825309,1.5398942196043208e-05,0.0006159576587378979,6.862934969831258e-05,0.004117760807275772,0.0,0.0,0.0005533152143470943,0.01659945584833622,0.00687074288725853,0.0013108476996421814,0.11094768345355988,0.01117168739438057,1.3597510978579521,1.9647427313029766
375,0.3943067491054535,0.0016815250273793936,0.033630501478910446,0.0012683436507359147,0.25366872549057007,0.000309565948555246,0.04643489047884941,0.00013090208813082427,0.0026180418208241463,0.0009459414286538959,0.014189121313393116,0.00020666517957579345,0.020666517317295074,3.473669494269416e-05,0.0010421008337289095,1.539070945000276e-05,0.0006156283780001104,6.81098026689142e-05,0.00408658804371953,0.0,0.0,0.0005784891545772552,0.017354674637317657,0.006780799478292465,0.0013419687747955322,0.11332258954644203,0.011232331395149231,1.3710390366613865,1.967233844101429
400,0.3942030370235443,0.001680032117292285,0.033600643277168274,0.001264674705453217,0.25293493270874023,0.0003125907969661057,0.04688861966133118,0.00015526686911471188,0.003105337265878916,0.0009531970135867596,0.014297954738140106,0.00019672015332616866,0.01967201568186283,3.508505324134603e-05,0.0010525515535846353,1.5397370589198545e-05,0.0006158947944641113,6.72409005346708e-05,0.0040344540029764175,0.0,0.0,0.0006000206922180951,0.01800062134861946,0.006832506507635117,0.0013402439653873444,0.11314117163419724,0.011180240660905838,1.3711921647191048,1.9676553569734097
425,0.39441558718681335,0.0016768935602158308,0.03353787213563919,0.001261893194168806,0.2523786425590515,0.00031817134004086256,0.047725699841976166,0.0001558674412081018,0.0031173487659543753,0.0009672965970821679,0.014509448781609535,0.0001880895288195461,0.01880895346403122,3.534609277267009e-05,0.0010603828122839332,1.5380966942757368e-05,0.0006152386777102947,6.824855518061668e-05,0.004094913136214018,0.0,0.0,0.0006189025589264929,0.018567075952887535,0.007085788995027542,0.001348290592432022,0.11318052560091019,0.011200670152902603,1.0090635195374489,1.6993550807237625
450,0.39625656604766846,0.0016774034593254328,0.03354806825518608,0.0012716621858999133,0.25433242321014404,0.00031219315133057535,0.0468289740383625,0.0001925430551636964,0.0038508609868586063,0.0009745180141180754,0.014617769978940487,0.00018208535038866103,0.018208535388112068,3.6724668461829424e-05,0.0011017400538548827,1.538150172564201e-05,0.0006152600981295109,6.880243017803878e-05,0.004128145985305309,0.0,0.0,0.0006341598345898092,0.019024794921278954,0.006860971450805664,0.0013572610914707184,0.11162612959742546,0.01123632863163948,0.9823742471635342,1.5772777870297432
475,0.396014541387558,0.001669098506681621,0.03338196873664856,0.0012626004172489047,0.2525200843811035,0.00032671878580003977,0.04900781810283661,0.0001831090048654005,0.0036621801555156708,0.0009925315389409661,0.014887972734868526,0.00017352010763715953,0.017352011054754257,3.691648453241214e-05,0.00110749457962811,1.5412515494972467e-05,0.0006165006197988987,6.881079752929509e-05,0.004128647968173027,0.0,0.0,0.0006449976353906095,0.019349928945302963,0.0070418789982795715,0.0013490952551364899,0.11093069612979889,0.01130550354719162,1.0084947310388088,1.5960233844816685
500,0.39648371934890747,0.001667195581831038,0.03334391117095947,0.0012646215036511421,0.2529242932796478,0.00032078041112981737,0.04811706021428108,0.0002044403663603589,0.004088807385414839,0.0009940235177055001,0.014910352416336536,0.00017293673590756953,0.017293673008680344,3.6847843148279935e-05,0.0011054353090003133,1.539506956760306e-05,0.0006158027681522071,7.049250416457653e-05,0.004229550249874592,0.0,0.0,0.000661828089505434,0.019854843616485596,0.006739422678947449,0.0013327263295650482,0.113499004393816,0.01127094030380249,0.9995609931647778,1.592458724975586
525,0.39624083042144775,0.0016642886912450194,0.033285774290561676,0.0012617679312825203,0.25235357880592346,0.00032287996145896614,0.048431992530822754,0.0001923207746585831,0.003846415551379323,0.0010066364193335176,0.015099545940756798,0.00017087535525206476,0.017087535932660103,3.720713357324712e-05,0.0011162139708176255,1.539291588414926e-05,0.0006157166208140552,6.907153874635696e-05,0.004144292324781418,0.0,0.0,0.0006753252819180489,0.020259758457541466,0.0066742561757564545,0.0013171285390853882,0.11146868020296097,0.011171448975801468,0.9958181828260422,1.5850023180246353
550,0.396472692489624,0.0016633005579933524,0.033266011625528336,0.0012640603817999363,0.25281208753585815,0.0003204029053449631,0.04806043580174446,0.00020126391609665006,0.0040252781473100185,0.0010124704567715526,0.015187056735157967,0.0001670412311796099,0.016704123467206955,3.6648310924647376e-05,0.0010994493495672941,1.542518293717876e-05,0.0006170073174871504,6.919213774381205e-05,0.004151528235524893,0.0,0.0,0.0006849914789199829,0.020549744367599487,0.006767898797988892,0.001341409981250763,0.11105449125170708,0.011228412389755249,1.3653812892735004,1.9547126740217209
575,0.39671850204467773,0.0016506357351318002,0.033012714236974716,0.0012612923746928573,0.2522584795951843,0.00032356989686377347,0.048535484820604324,0.00022833402908872813,0.0045666806399822235,0.001022965065203607,0.015344476327300072,0.00016437462181784213,0.016437461599707603,3.590571213862859e-05,0.001077171415090561,1.539937329653185e-05,0.0006159749464131892,6.720666715409607e-05,0.004032399971038103,0.0,0.0,0.0006945877685211599,0.020837632939219475,0.006761692464351654,0.0013418234884738922,0.11463885381817818,0.011158626526594162,1.349522277712822,1.9349833875894547
600,0.3969225287437439,0.001651566126383841,0.03303132206201553,0.0012591785052791238,0.2518357038497925,0.00032338552409783006,0.04850782826542854,0.00023412822338286787,0.00468256464228034,0.0010288044577464461,0.015432067215442657,0.0001644577132537961,0.016445770859718323,3.6262783396523446e-05,0.0010878834873437881,1.540850462333765e-05,0.0006163401994854212,6.872860103612766e-05,0.004123716149479151,0.0,0.0,0.0007053109584376216,0.021159328520298004,0.006811272352933884,0.001309562474489212,0.11277757212519646,0.011232782155275345,1.3507263287901878,1.9364727772772312
625,0.39646539092063904,0.0016439718892797828,0.03287943825125694,0.0012604829389601946,0.25209659337997437,0.0003229951544199139,0.04844927415251732,0.000224049057578668,0.004480981267988682,0.0010355537524446845,0.015533306635916233,0.00015899301797617227,0.015899302437901497,3.756608930416405e-05,0.0011269827373325825,1.540177981951274e-05,0.0006160711636766791,6.769204628653824e-05,0.004061522893607616,0.0,0.0,0.0007107311976142228,0.021321935579180717,0.00690368190407753,0.0013314075767993927,0.11107417941093445,0.011170081794261932,1.3516259267926216,1.9333074986934662
650,0.3949684798717499,0.0016434424323961139,0.032868847250938416,0.001258152537047863,0.2516305148601532,0.00031530408887192607,0.04729561507701874,0.00020861110533587635,0.004172222223132849,0.0010303471935912967,0.015455207787454128,0.00016026529192458838,0.016026528552174568,3.7155190511839464e-05,0.001114655751734972,1.5388142855954356e-05,0.000615525699686259,6.916645361343399e-05,0.0041499873623251915,0.0,0.0,0.0007213119533844292,0.02163935825228691,0.006900828331708908,0.001316320151090622,0.20299147814512253,0.011231578886508942,1.3568362891674042,2.043261766433716
675,0.39573022723197937,0.0016445252113044262,0.03289050608873367,0.0012622674694284797,0.2524535059928894,0.00030994240660220385,0.046491362154483795,0.00023261959722731262,0.004652392119169235,0.001038659131154418,0.015579886734485626,0.00015933997929096222,0.015933997929096222,3.671238664537668e-05,0.0011013715993613005,1.5407420505653135e-05,0.0006162968347780406,6.976218719501048e-05,0.004185731057077646,0.0,0.0,0.0007275072857737541,0.021825218573212624,0.006859540939331055,0.0013136640191078186,0.11070162802934647,0.011178862303495407,1.3483694680035114,1.9401146993041039
700,0.3957676589488983,0.0016387365758419037,0.032774731516838074,0.0012517874129116535,0.2503574788570404,0.00032180186826735735,0.04827028140425682,0.00025128675042651594,0.0050257351249456406,0.001059218542650342,0.0158882774412632,0.0001559071388328448,0.015590714290738106,3.725874194060452e-05,0.0011177622945979238,1.5397406968986616e-05,0.0006158963078632951,6.8697176175192e-05,0.004121830686926842,0.0,0.0,0.0007334977271966636,0.022004932165145874,0.007040452212095261,0.00135025754570961,0.1145976185798645,0.011244572699069977,1.3393753468990326,1.9329756125807762
725,0.39401480555534363,0.0016363554168492556,0.03272710740566254,0.001254923758096993,0.2509847581386566,0.0003133592545054853,0.047003887593746185,0.00020362915529403836,0.00407258328050375,0.0010527016129344702,0.01579052396118641,0.0001548527943668887,0.015485279262065887,3.510043097776361e-05,0.0010530129075050354,1.5381720004370436e-05,0.0006152688292786479,6.927933281986043e-05,0.004156759940087795,0.0,0.0,0.000737520691473037,0.022125620394945145,0.006874706596136093,0.0013110712170600891,0.11165152862668037,0.011199023574590683,1.3490123748779297,1.9402915388345718
750,0.3936297595500946,0.0016305145109072328,0.03261028975248337,0.0012557526351884007,0.251150518655777,0.00031060833134688437,0.046591248363256454,0.0001989517331821844,0.003979034721851349,0.0010534960310906172,0.01580244116485119,0.0001535335322842002,0.015353353694081306,3.562242636689916e-05,0.0010686727473512292,1.536849231342785e-05,0.0006147397216409445,6.901966844452545e-05,0.00414118031039834,0.0,0.0,0.0007439429173246026,0.022318286821246147,0.0069543831050395966,0.0013572312891483307,0.11243594437837601,0.011169102042913437,1.3430558182299137,1.9397441484034061
775,0.3957407474517822,0.0016314266249537468,0.032628532499074936,0.0012513629626482725,0.25027260184288025,0.00032506673596799374,0.04876001179218292,0.0002073244540952146,0.004146489314734936,0.0010680693667382002,0.016021041199564934,0.00015620433259755373,0.015620432794094086,3.580124393920414e-05,0.0010740372817963362,1.5391122360597365e-05,0.0006156449089758098,6.731913890689611e-05,0.004039148334413767,0.0,0.0,0.0007520918734371662,0.02256275713443756,0.006939265877008438,0.0013395249843597412,0.11172996088862419,0.011223286390304565,1.3587458245456219,1.9473511166870594
800,0.39267849922180176,0.0016250238986685872,0.032500479370355606,0.0012431228533387184,0.24862456321716309,0.0003196512989234179,0.04794769361615181,0.00018796541553456336,0.0037593082524836063,0.0010677939280867577,0.01601690798997879,0.00015439973503816873,0.015439973212778568,3.454116085777059e-05,0.001036234782077372,1.5380734112113714e-05,0.0006152293644845486,6.916837446624413e-05,0.0041501023806631565,0.0,0.0,0.0007529340218752623,0.02258802019059658,0.006764449179172516,0.001319635659456253,0.110251035541296,0.01117188110947609,1.3444653265178204,1.939058754593134
825,0.3922279477119446,0.0016216473886743188,0.03243294730782509,0.001240548095665872,0.2481096237897873,0.0003189014969393611,0.047835223376750946,0.00020295349531807005,0.004059069789946079,0.001068412559106946,0.01602618768811226,0.0001534445909783244,0.015344459563493729,3.417922562221065e-05,0.0010253767250105739,1.537225762149319e-05,0.0006148903048597276,6.778688839403912e-05,0.004067213274538517,0.0,0.0,0.0007570973830297589,0.02271292172372341,0.0068032629787921906,0.0013234317302703857,0.11337673664093018,0.011297382414340973,1.0158303752541542,1.6049527488648891
850,0.3929256796836853,0.001622745767235756,0.03245491534471512,0.0012543213088065386,0.25086426734924316,0.00030284622334875166,0.04542693495750427,0.00020671769743785262,0.004134354181587696,0.0010616554645821452,0.015924831852316856,0.00015475900727324188,0.01547590084373951,3.431085133343004e-05,0.0010293255327269435,1.537179559818469e-05,0.000614871853031218,6.907460920047015e-05,0.004144476726651192,0.0,0.0,0.0007618599338456988,0.02285579778254032,0.0069022029638290405,0.0013249702751636505,0.1102149672806263,0.011210713535547256,0.9772292263805866,1.5673186369240284
875,0.3924822211265564,0.0016181600512936711,0.032363202422857285,0.001248265616595745,0.24965313076972961,0.00031017750734463334,0.046526625752449036,0.00020028947619721293,0.004005789756774902,0.0010662839049473405,0.015994258224964142,0.00015344363055191934,0.015344362705945969,3.495529745123349e-05,0.001048658974468708,1.5377092495327815e-05,0.0006150837289169431,6.718066288158298e-05,0.004030839540064335,0.0,0.0,0.0007633425993844867,0.022900277748703957,0.0067569054663181305,0.0012999959290027618,0.11061783879995346,0.011580556631088257,0.9897955767810345,1.6697711534798145
900,0.3926244378089905,0.0016149388393387198,0.032298777252435684,0.0012445186730474234,0.24890373647212982,0.0003159926855005324,0.04739890247583389,0.00020160223357379436,0.004032044671475887,0.0010712877847254276,0.0160693172365427,0.0001520931109553203,0.015209310688078403,3.475187986623496e-05,0.0010425563668832183,1.5380544937215745e-05,0.0006152217974886298,6.804708391427994e-05,0.004082825034856796,0.0,0.0,0.0007657254463993013,0.02297176420688629,0.006982114166021347,0.0013092197477817535,0.11106861755251884,0.011197850108146667,0.9923538751900196,1.5799983628094196
925,0.39265087246894836,0.0016170551534742117,0.03234110400080681,0.001245690044015646,0.2491380125284195,0.00031521316850557923,0.04728197678923607,0.0001792109978850931,0.0035842200741171837,0.0010733840754255652,0.01610076054930687,0.00015379891556221992,0.015379891730844975,3.4295466321054846e-05,0.0010288639459758997,1.535996671009343e-05,0.0006143986829556525,6.864558963570744e-05,0.004118735436350107,0.0,0.0,0.0007687631295993924,0.023062894120812416,0.0067905522882938385,0.0013301484286785126,0.11190937459468842,0.011229198426008224,0.988292645663023,1.5847402028739452
950,0.3913031816482544,0.0016176891513168812,0.032353781163692474,0.0012433206429705024,0.24866412580013275,0.00030829821480438113,0.04624473303556442,0.00018988041847478598,0.0037976084277033806,0.0010704711312428117,0.01605706661939621,0.0001535177434561774,0.015351774170994759,3.289548840257339e-05,0.0009868646739050746,1.5375917428173125e-05,0.000615036697126925,6.860466965008527e-05,0.0041162800043821335,0.0,0.0,0.0007705303723923862,0.023115910589694977,0.0068059638142585754,0.0013110190629959106,0.11097893491387367,0.011120647192001343,0.9865148030221462,1.5672184936702251
975,0.39082232117652893,0.0016196629730984569,0.032393258064985275,0.001244399230927229,0.24887984991073608,0.0003050227533094585,0.04575341194868088,0.00017680283053778112,0.003536056727170944,0.001066435594111681,0.015996534377336502,0.00015360147517640144,0.015360147692263126,3.252717579016462e-05,0.0009758152882568538,1.5365159924840555e-05,0.0006146064260974526,6.771381595171988e-05,0.004062829073518515,0.0,0.0,0.0007749935030005872,0.023249804973602295,0.006751343607902527,0.0013297796249389648,0.11236425116658211,0.01123146340250969,0.9907609112560749,1.582902792841196
1000,0.3912804126739502,0.0016158859943971038,0.03231772035360336,0.001242749160155654,0.24854983389377594,0.0003104647039435804,0.04656970500946045,0.0001883737277239561,0.003767474554479122,0.0010731550864875317,0.016097325831651688,0.00015123914636205882,0.015123914927244186,3.320719042676501e-05,0.0009962157346308231,1.536606578156352e-05,0.0006146426312625408,6.759861571481451e-05,0.0040559167973697186,0.0,0.0,0.0007729233475401998,0.023187700659036636,0.0067347995936870575,0.0013500191271305084,0.1114402711391449,0.01119234785437584,0.983412854373455,1.5690070912241936
1025,0.3913556635379791,0.0016144481487572193,0.03228896111249924,0.001240112236700952,0.24802245199680328,0.00031360299908556044,0.04704045131802559,0.00018893112428486347,0.0037786224856972694,0.0010805664351209998,0.016208495944738388,0.00015081671881489456,0.015081671997904778,3.3827516745077446e-05,0.0010148255387321115,1.5362293197540566e-05,0.0006144917570054531,6.784398283343762e-05,0.00407063914462924,0.0,0.0,0.0007745007751509547,0.023235023021697998,0.006966676563024521,0.0013390108942985535,0.11548317596316338,0.011212728917598724,0.9828732013702393,1.572639349848032
1050,0.39059191942214966,0.0016167801804840565,0.03233560174703598,0.0012437060941010714,0.24874122440814972,0.00030613847775384784,0.04592077061533928,0.0001646831660764292,0.003293663263320923,0.0010782007593661547,0.01617301069200039,0.00015127587539609522,0.015127587132155895,3.1785933970240876e-05,0.0009535780409350991,1.5378323951154016e-05,0.0006151329725980759,6.737004878232256e-05,0.004042203072458506,0.0,0.0,0.0007796388235874474,0.023389164358377457,0.0069639720022678375,0.0013327263295650482,0.11218856647610664,0.011217489838600159,0.9845202043652534,1.5742212049663067
1075,0.3897481858730316,0.0016132263699546456,0.032264526933431625,0.0012444453313946724,0.24888905882835388,0.0003009933861903846,0.04514900967478752,0.00016189090092666447,0.0032378179021179676,0.0010781455785036087,0.01617218367755413,0.00014954716607462615,0.01495471689850092,3.276978532085195e-05,0.0009830935159698129,1.5378673197119497e-05,0.0006151469424366951,6.761530676158145e-05,0.0040569184347987175,0.0,0.0,0.0007808576920069754,0.02342572994530201,0.00677889958024025,0.001310974359512329,0.10974578186869621,0.011146433651447296,0.9767808504402637,1.5714313946664333
1100,0.39079749584198,0.0016161521198228002,0.032323043793439865,0.0012474601389840245,0.24949203431606293,0.0003010897198691964,0.04516345635056496,0.00018677746993489563,0.003735549282282591,0.0010797870345413685,0.016196805983781815,0.00014901185932103544,0.014901186339557171,3.172000651829876e-05,0.0009516002028249204,1.538704600534402e-05,0.0006154818693175912,6.651227886322886e-05,0.003990736790001392,0.0,0.0,0.0007809203816577792,0.023427611216902733,0.006818737834692001,0.0013501569628715515,0.11226095631718636,0.011254355311393738,0.9803961329162121,1.5701357275247574
1125,0.3909122943878174,0.0016156170750036836,0.032312341034412384,0.0012464323081076145,0.2492864578962326,0.00030270713614299893,0.04540606960654259,0.00018058328714687377,0.0036116656847298145,0.0010811822721734643,0.016217734664678574,0.00014919115346856415,0.014919115230441093,3.2187275792239234e-05,0.0009656182955950499,1.5365894796559587e-05,0.000614635762758553,6.755070353392512e-05,0.004053042270243168,0.0,0.0,0.0007841866463422775,0.023525599390268326,0.006862524896860123,0.0013065822422504425,0.11022531241178513,0.0112474225461483,0.9933182559907436,1.5781188942492008
1150,0.39014309644699097,0.0016136493068188429,0.03227298706769943,0.0012429538182914257,0.24859076738357544,0.00030477537075057626,0.0457163043320179,0.00016344155301339924,0.003268830943852663,0.001086709089577198,0.016300637274980545,0.00014803111844230443,0.014803111553192139,3.3446769521106035e-05,0.0010034031001850963,1.5359779354184866e-05,0.0006143911741673946,6.843162555014715e-05,0.00410589762032032,0.0,0.0,0.0007822235347703099,0.02346670627593994,0.0070198699831962585,0.0013537518680095673,0.20702672004699707,0.011203154921531677,0.9880734421312809,1.6716558709740639
1175,0.39080286026000977,0.0016146902926266193,0.03229380398988724,0.0012447091285139322,0.2489418238401413,0.000302459899103269,0.0453689843416214,0.0001878257025964558,0.0037565140519291162,0.001085715601220727,0.016285734251141548,0.00014963644207455218,0.014963644556701183,3.219880454707891e-05,0.0009659641655161977,1.5350207831943408e-05,0.0006140082841739058,6.75108894938603e-05,0.004050653427839279,0.0,0.0,0.0007853908464312553,0.02356172539293766,0.006930902600288391,0.0013430416584014893,0.11368687450885773,0.011213839054107666,0.9886384084820747,1.578469056636095
1199,0.3901488482952118,0.0016186342108994722,0.03237268328666687,0.001238896744325757,0.24777935445308685,0.0003062600444536656,0.04593900591135025,0.00016528453852515668,0.0033056908287107944,0.00108314526733011,0.016247179359197617,0.000151068001287058,0.015106800012290478,3.269931403337978e-05,0.0009809794137254357,1.5354486095020548e-05,0.0006141794146969914,6.849739293102175e-05,0.004109843634068966,0.0,0.0,0.0007897720788605511,0.023693162947893143,0.006907559931278229,0.0012938864529132843,0.2019561603665352,0.011306140571832657,0.9871046058833599,1.6642503440380096
