frame_idx,num_active,sum_weight,reproj_mean_px,reproj_p50_px,reproj_p90_px,rotation_angle_deg,translation_magnitude,tx,ty,tz
0,2231,2231.0,0.7070953249931335,0.7071067690849304,0.7071283459663391,0.0,0.0,0.0,0.0,0.0
1,1748,1748.0,0.193414568901062,0.19518373906612396,0.31240856647491455,0.16551098491717373,0.02529657632112503,-0.022375499829649925,-0.01133077871054411,-0.0032965396530926228
2,1748,1748.0,0.3985808193683624,0.3859916925430298,0.674472987651825,0.5467968771426003,0.04744119569659233,-0.042102862149477005,-0.020107142627239227,-0.008585961535573006
3,1748,1748.0,0.4886590242385864,0.47691693902015686,0.8343170881271362,0.8926289382533568,0.061835628002882004,-0.05329308286309242,-0.02739846706390381,-0.01525830663740635
4,1748,1748.0,0.6162130832672119,0.6084601879119873,1.0230458974838257,1.243325267991926,0.06756550073623657,-0.05446220561861992,-0.03430263325572014,-0.020549800246953964
5,1748,1748.0,0.7009180784225464,0.6548460721969604,1.2578402757644653,1.7861888099462453,0.06581588834524155,-0.04644953832030296,-0.0405418835580349,-0.02303316816687584
6,1748,1748.0,0.7967203259468079,0.7361775040626526,1.4752951860427856,2.243499216625983,0.0639166310429573,-0.03420097008347511,-0.04859894514083862,-0.023532360792160034
7,1748,1748.0,0.9066229462623596,0.8352512717247009,1.6508278846740723,2.63046422438329,0.06850002706050873,-0.021875502541661263,-0.060461584478616714,-0.023624416440725327
8,1748,1748.0,1.0366696119308472,0.9645699262619019,1.8742338418960571,2.8921849071037196,0.08118878304958344,-0.010946836322546005,-0.07620421797037125,-0.025781840085983276
9,1748,1748.0,1.248505711555481,1.1882249116897583,2.2231712341308594,3.4250839501109307,0.10018574446439743,-0.00021024129819124937,-0.09432779252529144,-0.033755093812942505
10,1746,1746.0,1.408302903175354,1.360367774963379,2.4568166732788086,3.8515295857050273,0.12479403614997864,0.010414077900350094,-0.11414135247468948,-0.04936446249485016
11,1744,1744.0,1.5705859661102295,1.5332823991775513,2.6954827308654785,4.137537353896964,0.15504588186740875,0.021400028839707375,-0.13405202329158783,-0.07490873336791992
12,1742,1742.0,1.797906517982483,1.7770652770996094,3.007364511489868,4.5507044614143215,0.19124242663383484,0.033404670655727386,-0.1526886522769928,-0.11019966751337051
13,1742,1742.0,1.8983057737350464,1.9193552732467651,3.1227447986602783,4.86187934226364,0.2297424077987671,0.045039113610982895,-0.17152440547943115,-0.14605626463890076
14,1742,1742.0,2.034130573272705,2.039212703704834,3.342484474182129,5.1078348811626215,0.26798176765441895,0.06063001975417137,-0.19066056609153748,-0.17828844487667084
15,1742,1742.0,2.1809909343719482,2.2149415016174316,3.5435895919799805,5.473463445169867,0.30788150429725647,0.08143699914216995,-0.20993353426456451,-0.2099689394235611
16,1742,1742.0,2.28261137008667,2.310466766357422,3.626152753829956,5.84251137263035,0.3501571714878082,0.10496795177459717,-0.23027615249156952,-0.24200139939785004
17,1737,1737.0,2.4789535999298096,2.4883697032928467,3.8799731731414795,6.2216376710980095,0.3906276226043701,0.12796637415885925,-0.2509404420852661,-0.2706352770328522
18,1734,1734.0,2.6538028717041016,2.6889235973358154,4.138781547546387,6.593681490283189,0.4244081377983093,0.14581012725830078,-0.271780788898468,-0.2915422320365906
19,1722,1722.0,2.7655410766601562,2.7893309593200684,4.268478870391846,6.936358057358253,0.4520514905452728,0.1605565994977951,-0.2934647500514984,-0.30405688285827637
20,1715,1715.0,2.8602097034454346,2.8790149688720703,4.497553825378418,7.164343368550931,0.4751508831977844,0.17154985666275024,-0.3151448965072632,-0.3114846646785736
21,1708,1708.0,2.9084510803222656,2.9166643619537354,4.66283655166626,7.336764663958733,0.4945831000804901,0.17530257999897003,-0.3368058204650879,-0.31692788004875183
22,1703,1703.0,2.985813856124878,2.968242645263672,4.783519744873047,7.490223646683287,0.5094671845436096,0.1715925633907318,-0.3584480285644531,-0.3187911808490753
23,1702,1702.0,3.12227201461792,3.0955042839050293,4.987617492675781,7.596519319415257,0.5228444933891296,0.1667127162218094,-0.3800411820411682,-0.3180282711982727
24,1699,1699.0,3.19476056098938,3.2049570083618164,5.065905570983887,7.705381435727858,0.5358641743659973,0.16456718742847443,-0.4000619351863861,-0.3162569999694824
25,1698,1698.0,3.2781031131744385,3.3047289848327637,5.120700359344482,7.823280746086033,0.5495656728744507,0.16578799486160278,-0.4192393720149994,-0.314285010099411
