iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,9.15572452545166,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.011218719184398651,0.6731231510639191,0.0,0.0,0.0,800.0,0.010603250935673714,8.482600748538971,0.0,0.0,0.0,700000,700000,100
2,rigid,8.995530128479004,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.010933098383247852,0.6559859029948711,0.0,0.0,0.0,800.0,0.01042443048208952,8.339544385671616,0.0,0.0,0.0,700000,700000,102
3,rigid,8.853781700134277,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.010915799997746944,0.6549479998648167,0.0,0.0,0.0,800.0,0.01024854090064764,8.198832720518112,0.0,0.0,0.0,700000,700000,105
4,rigid,8.724884986877441,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,60.0,0.011081290431320667,0.66487742587924,0.0,0.0,0.0,800.0,0.010075006633996964,8.06000530719757,0.0,0.0,0.0,700000,700000,105
5,rigid,8.557985305786133,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,60.0,0.010588005185127258,0.6352803111076355,0.0,0.0,0.0,800.0,0.009903376922011375,7.9227015376091,0.0,0.0,0.0,700000,700000,115
6,rigid,8.404050827026367,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,6.281094556470634e-06,6.281094556470634e-06,60.0,0.01029683742672205,0.617810245603323,0.0,0.0,0.0,800.0,0.00973279308527708,7.786234468221664,0.0,0.0,0.0,700000,700000,118
7,rigid,8.282256126403809,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,9.050421795109287e-06,9.050421795109287e-06,60.0,0.010495565831661224,0.6297339498996735,0.0,0.0,0.0,800.0,0.009565641172230244,7.652512937784195,0.0,0.0,0.0,700000,700000,124
8,rigid,8.130897521972656,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,1.235709623870207e-05,1.235709623870207e-05,60.0,0.010158615186810493,0.6095169112086296,0.0,0.0,0.0,800.0,0.009401710703969002,7.521368563175201,0.0,0.0,0.0,700000,700000,138
9,rigid,7.99616003036499,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,1.6177609722944908e-05,1.6177609722944908e-05,60.0,0.010066241957247257,0.6039745174348354,0.0,0.0,0.0,800.0,0.009240211918950081,7.392169535160065,0.0,0.0,0.0,700000,700000,144
10,rigid,7.858924388885498,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,2.0575786038534716e-05,2.0575786038534716e-05,60.0,0.009886746294796467,0.593204777687788,0.0,0.0,0.0,800.0,0.009082123637199402,7.2656989097595215,0.0,0.0,0.0,700000,700000,151
11,rigid,7.754136562347412,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,2.545480128901545e-05,2.545480128901545e-05,60.0,0.010209827683866024,0.6125896610319614,0.0,0.0,0.0,800.0,0.00892690196633339,7.141521573066711,0.0,0.0,0.0,700000,700000,150
12,rigid,7.627888202667236,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,3.095679130638018e-05,3.095679130638018e-05,60.0,0.010148345492780209,0.6089007295668125,0.0,0.0,0.0,800.0,0.008773695677518845,7.018956542015076,0.0,0.0,0.0,700000,700000,153
13,rigid,7.540295600891113,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,3.696814019349404e-05,3.696814019349404e-05,60.0,0.010709100402891636,0.6425460241734982,0.0,0.0,0.0,800.0,0.008622140623629093,6.8977124989032745,0.0,0.0,0.0,700000,700000,151
14,rigid,7.436190605163574,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,4.357448415248655e-05,4.357448415248655e-05,60.0,0.010971944779157639,0.6583166867494583,0.0,0.0,0.0,800.0,0.008472288027405739,6.777830421924591,0.0,0.0,0.0,700000,700000,155
15,rigid,7.337796211242676,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,5.0790484237950295e-05,5.0790484237950295e-05,60.0,0.011289545334875584,0.677372720092535,0.0,0.0,0.0,800.0,0.008325465954840183,6.660372763872147,0.0,0.0,0.0,700000,700000,153
16,rigid,7.229219913482666,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,5.8523190091364086e-05,5.8523190091364086e-05,60.0,0.011412962339818478,0.6847777403891087,0.0,0.0,0.0,800.0,0.008180479519069195,6.544383615255356,0.0,0.0,0.0,700000,700000,153
17,rigid,7.134918212890625,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,6.68419452267699e-05,6.68419452267699e-05,60.0,0.01174960657954216,0.7049763947725296,0.0,0.0,0.0,800.0,0.008037343621253967,6.429874897003174,0.0,0.0,0.0,700000,700000,152
18,rigid,7.0193772315979,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,7.567248394479975e-05,7.567248394479975e-05,60.0,0.011707978323101997,0.7024786993861198,0.0,0.0,0.0,800.0,0.007896028459072113,6.31682276725769,0.0,0.0,0.0,700000,700000,155
19,rigid,6.92915678024292,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,8.505069126840681e-05,8.505069126840681e-05,60.0,0.012053114362061024,0.7231868617236614,0.0,0.0,0.0,800.0,0.00775735592469573,6.205884739756584,0.0,0.0,0.0,700000,700000,158
20,rigid,6.8155646324157715,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,9.493086690781638e-05,9.493086690781638e-05,60.0,0.01197842974215746,0.7187057845294476,0.0,0.0,0.0,800.0,0.0076209548860788345,6.096763908863068,0.0,0.0,0.0,700000,700000,159
21,rigid,6.7207746505737305,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00010530566942179576,0.00010530566942179576,60.0,0.012189294211566448,0.7313576526939869,0.0,0.0,0.0,800.0,0.00748663954436779,5.989311635494232,0.0,0.0,0.0,700000,700000,160
22,rigid,6.613701820373535,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.000116319592052605,0.000116319592052605,60.0,0.012176655232906342,0.7305993139743805,0.0,0.0,0.0,800.0,0.0073537323623895645,5.882985889911652,0.0,0.0,0.0,700000,700000,163
23,rigid,6.51602840423584,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00012777505617123097,0.00012777505617123097,60.0,0.01228335127234459,0.7370010763406754,0.0,0.0,0.0,800.0,0.007223624736070633,5.778899788856506,0.0,0.0,0.0,700000,700000,165
24,rigid,6.407737731933594,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0001398239255649969,0.0001398239255649969,60.0,0.012188367545604706,0.7313020527362823,0.0,0.0,0.0,800.0,0.0070953695103526115,5.676295608282089,0.0,0.0,0.0,700000,700000,164
25,rigid,6.325632095336914,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00015235763567034155,0.00015235763567034155,60.0,0.012518385425209999,0.7511031255126,0.0,0.0,0.0,800.0,0.006967970635741949,5.574376508593559,0.0,0.0,0.0,700000,700000,164
26,rigid,6.220521450042725,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0001653085637371987,0.0001653085637371987,60.0,0.01244409941136837,0.7466459646821022,0.0,0.0,0.0,800.0,0.006842137314379215,5.473709851503372,0.0,0.0,0.0,700000,700000,163
27,rigid,6.13795280456543,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0001788504741853103,0.0001788504741853103,60.0,0.012735499069094658,0.7641299441456795,0.0,0.0,0.0,800.0,0.006717055104672909,5.373644083738327,0.0,0.0,0.0,700000,700000,167
28,rigid,6.044834613800049,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00019272991630714387,0.00019272991630714387,60.0,0.012848887592554092,0.7709332555532455,0.0,0.0,0.0,800.0,0.00659213587641716,5.273708701133728,0.0,0.0,0.0,700000,700000,166
29,rigid,5.966217041015625,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00020726307411678135,0.00020726307411678135,60.0,0.01319736335426569,0.7918418012559414,0.0,0.0,0.0,800.0,0.0064677102491259575,5.174168199300766,0.0,0.0,0.0,700000,700000,165
30,rigid,5.88751220703125,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0002223244373453781,0.0002223244373453781,60.0,0.013511273078620434,0.810676384717226,0.0,0.0,0.0,800.0,0.0063457670621573925,5.076613649725914,0.0,0.0,0.0,700000,700000,165
31,rigid,5.787147045135498,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0002379864308750257,0.0002379864308750257,60.0,0.013427838683128357,0.8056703209877014,0.0,0.0,0.0,800.0,0.006226548459380865,4.981238767504692,0.0,0.0,0.0,700000,700000,169
32,rigid,5.6927947998046875,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0002543311275076121,0.0002543311275076121,60.0,0.013409150764346123,0.8045490458607674,0.0,0.0,0.0,800.0,0.006109989248216152,4.887991398572922,0.0,0.0,0.0,700000,700000,175
33,rigid,5.5645856857299805,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00027114132535643876,0.00027114132535643876,60.0,0.012795806862413883,0.767748411744833,0.0,0.0,0.0,800.0,0.0059957075864076614,4.796566069126129,0.0,0.0,0.0,700000,700000,177
34,rigid,5.476396083831787,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.000288808427285403,0.000288808427285403,60.0,0.012831028550863266,0.769861713051796,0.0,0.0,0.0,800.0,0.005882806610316038,4.7062452882528305,0.0,0.0,0.0,700000,700000,180
35,rigid,5.353304862976074,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00030678638722747564,0.00030678638722747564,60.0,0.012259160168468952,0.7355496101081371,0.0,0.0,0.0,800.0,0.0057718101888895035,4.617448151111603,0.0,0.0,0.0,700000,700000,189
36,rigid,5.258810997009277,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0003254764014855027,0.0003254764014855027,60.0,0.01214812695980072,0.7288876175880432,0.0,0.0,0.0,800.0,0.005661997478455305,4.529597982764244,0.0,0.0,0.0,700000,700000,193
37,rigid,5.199255466461182,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.0003449805954005569,0.0003449805954005569,60.0,0.012587236240506172,0.7552341744303703,0.0,0.0,0.0,800.0,0.005554595496505499,4.443676397204399,0.0,0.0,0.0,700000,700000,194
38,rigid,5.133068084716797,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00036505222669802606,0.00036505222669802606,60.0,0.012879421003162861,0.7727652601897717,0.0,0.0,0.0,800.0,0.005449922289699316,4.359937831759453,0.0,0.0,0.0,700000,700000,195
39,rigid,5.045620441436768,100.0,8.141635690383012e-16,8.141635690383012e-14,250.0,0.0,0.0,1.0,0.00038606018642894924,0.00038606018642894924,60.0,0.012773416005074978,0.7664049603044987,0.0,0.0,0.0,800.0,0.005348537117242813,4.2788296937942505,0.0,0.0,0.0,700000,700000,195
