iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,166.6086883544922,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.106518175220117e-05,0.011065181344747543,1000.0,0.040039073675870895,40.0390739440918,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0011707114754244685,0.023414229974150658,1000.0,0.12381106615066528,123.81106567382812,10000.0,0.00027240696363151073,2.724069595336914
25,157.0342559814453,20.0,4.022894700028701e-06,8.045789581956342e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0579186891845893e-05,0.010579186491668224,1000.0,0.0363314263522625,36.331424713134766,50.125,1.6427362425019965e-05,0.0008234215201810002,100.0,9.463542482990306e-07,9.463542664889246e-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001190069247968495,0.02380138449370861,1000.0,0.11821600049734116,118.21600341796875,10000.0,0.00024514502729289234,2.4514503479003906
50,148.79928588867188,20.0,1.5675970644224435e-05,0.0003135194128844887,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0274918167851865e-05,0.0102749178186059,1000.0,0.03385326266288757,33.85326385498047,50.25,6.779024988645688e-05,0.003406460164114833,100.0,2.0629870505217696e-06,0.00020629870414268225,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0013100199867039919,0.026200398802757263,1000.0,0.11254200339317322,112.54199981689453,10000.0,0.00023636186961084604,2.3636186122894287
75,141.20437622070312,20.0,3.4074346331181005e-05,0.0006814869120717049,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0255571396555752e-05,0.010255571454763412,1000.0,0.03185362368822098,31.85362434387207,50.375,0.0001543497055536136,0.007775366306304932,100.0,3.3325293316011084e-06,0.00033325294498354197,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0014642878668382764,0.02928575687110424,1000.0,0.10700675845146179,107.00675964355469,10000.0,0.00022956597968004644,2.2956597805023193
100,134.07080078125,20.0,5.894637797609903e-05,0.0011789276031777263,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0420275430078618e-05,0.01042027585208416,1000.0,0.03013729862868786,30.137298583984375,50.5,0.00027469266206026077,0.013871978968381882,100.0,4.694243671110598e-06,0.000469424354378134,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015283124521374702,0.030566249042749405,1000.0,0.1016412302851677,101.64122772216797,10000.0,0.00022357693524099886,2.235769271850586
125,127.29351806640625,20.0,9.043255704455078e-05,0.0018086511408910155,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0628764357534237e-05,0.010628764517605305,1000.0,0.028592541813850403,28.59254264831543,50.625,0.0004284745373297483,0.021691523492336273,100.0,6.167894298414467e-06,0.0006167894462123513,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015106627251952887,0.030213255435228348,1000.0,0.09644829481840134,96.44829559326172,10000.0,0.00021877199469599873,2.1877200603485107
150,120.82482147216797,20.0,0.00012881292786914855,0.00257625849917531,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0864285286515951e-05,0.010864285752177238,1000.0,0.027176175266504288,27.176176071166992,50.75,0.0006146212690509856,0.031192028895020485,100.0,7.676157110836357e-06,0.0007676157401874661,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015226451214402914,0.030452903360128403,1000.0,0.09143195301294327,91.43195343017578,10000.0,0.00021408349857665598,2.1408350467681885
175,114.63220977783203,20.0,0.0001742358726914972,0.003484717570245266,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1113043001387268e-05,0.011113042943179607,1000.0,0.025860097259283066,25.860097885131836,50.875,0.0008322172798216343,0.04233905300498009,100.0,9.275860975321848e-06,0.0009275861084461212,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015442291041836143,0.030884582549333572,1000.0,0.08658839017152786,86.58838653564453,10000.0,0.00020949791360180825,2.0949790477752686
200,108.69437408447266,20.0,0.00022688842727802694,0.004537768661975861,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1357506082276814e-05,0.011357505805790424,1000.0,0.024632446467876434,24.6324462890625,51.0,0.0010798199800774455,0.05507081747055054,100.0,1.0964349712594412e-05,0.0010964350076392293,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001495008822530508,0.02990017645061016,1000.0,0.08191020041704178,81.91020202636719,10000.0,0.0002049766044365242,2.0497660636901855
225,103.001953125,20.0,0.0002865313144866377,0.005730626173317432,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1628961146925576e-05,0.011628961190581322,1000.0,0.023469893261790276,23.469892501831055,51.125,0.0013547992566600442,0.06926411390304565,100.0,1.2734688425553031e-05,0.0012734688352793455,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0015378280077129602,0.03075655922293663,1000.0,0.07740862667560577,77.40863037109375,10000.0,0.00020047732687089592,2.0047733783721924
