final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.7868234515190125,0.7868234515190125,1.0,9.04925909708254e-05,9.04925909708254e-05,20.0,0.00015715928748250008,0.0031431857496500015,10.0,0.016430780291557312,0.16430780291557312,1.0,0.0003454165707807988,0.0003454165707807988,10.0,0.010008923709392548,0.10008923709392548,500.0,0.0004885653615929186,0.24428268079645932,200.0,0.0007700513815507293,0.15401027631014585,1.0,0.04191189259290695,0.04191189259290695,0.001,78.64244842529297,0.07864244842529297,700000,700000,2969
