frame_idx,stage,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,scale_reg_weight,scale_reg_raw,scale_reg_scaled,translation_reg_weight,translation_reg_raw,translation_reg_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,total_raw_local,total_scaled_local
0,stage2,1.0,2.2699810870108195e-05,2.2699810870108195e-05,20.0,0.003690240904688835,0.0738048180937767,0.01,0.0001190673210658133,1.190673210658133e-06,0.5,0.019663499668240547,0.009831749834120274,100.0,0.0021319652441889048,0.21319652441889048,0.02562747294905421,0.2968569828308682
