iter,total,mask_weight,mask_raw,mask_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
442,0.602360725402832,1.0,3.6098477721679956e-05,3.6098477721679956e-05,20.0,0.00011803535016952083,0.0023607070033904165,10.0,0.010042829439043999,0.10042829439043999,1.0,0.000292810145765543,0.000292810145765543,2.206103051525763,0.012281564995646477,0.027094398014407686,500.0,0.0005585555336438119,0.27927776682190597,200.0,0.0007463956717401743,0.14927913434803486,0.2206103051525763,0.07832688838243484,0.017279718747700734,0.0002206103051525763,119.26800537109375,0.0263117510598561,700000,700000,3021
443,0.6028252243995667,1.0,3.6187368095852435e-05,3.6187368095852435e-05,20.0,0.000117854870040901,0.00235709740081802,10.0,0.010068150237202644,0.10068150237202644,1.0,0.0002924087457358837,0.0002924087457358837,2.211105552776388,0.012325311079621315,0.02725256376784703,500.0,0.0005578006384894252,0.2789003192447126,200.0,0.0007463347865268588,0.14926695730537176,0.22111055527763882,0.07818693667650223,0.01728795698399899,0.0002211105552776388,120.98101806640625,0.02675018008271714,700000,700000,3035
444,0.6026902794837952,1.0,3.627715341281146e-05,3.627715341281146e-05,20.0,0.0001177175945485942,0.002354351890971884,10.0,0.010093710385262966,0.10093710385262966,1.0,0.00029160670237615705,0.00029160670237615705,2.2161080540270137,0.012326924130320549,0.02731779584658331,500.0,0.0005570526700466871,0.27852633502334356,200.0,0.0007462929934263229,0.1492585986852646,0.22161080540270134,0.07802952826023102,0.01729218660294264,0.00022161080540270136,120.37319946289062,0.02667600168187121,700000,700000,3021
445,0.6026406288146973,1.0,3.6380031815497205e-05,3.6380031815497205e-05,20.0,0.00011754520528484136,0.002350904105696827,10.0,0.010119357146322727,0.10119357146322727,1.0,0.0002908858878072351,0.0002908858878072351,2.221110555277639,0.01231356617063284,0.027349791794702254,500.0,0.0005562907317653298,0.2781453658826649,200.0,0.0007462842622771859,0.14925685245543718,0.2221110555277639,0.07787732779979706,0.017297415479294594,0.00022211105552776388,120.29776763916016,0.02671946414796754,700000,700000,3046
446,0.6026012301445007,1.0,3.6491310311248526e-05,3.6491310311248526e-05,20.0,0.00011726598313543946,0.002345319662708789,10.0,0.010144989006221294,0.10144989006221294,1.0,0.0002900859690271318,0.0002900859690271318,2.226113056528264,0.012317951768636703,0.02742115326184759,500.0,0.0005555008538067341,0.27775042690336704,200.0,0.0007463112124241889,0.14926224248483777,0.2226113056528264,0.07772574573755264,0.0173026297414762,0.00022261130565282643,120.13302612304688,0.02674296979727657,700000,700000,3044
447,0.6024917364120483,1.0,3.661098162410781e-05,3.661098162410781e-05,20.0,0.00011684151832014322,0.0023368303664028645,10.0,0.010170316323637962,0.10170316323637962,1.0,0.0002892871852964163,0.0002892871852964163,2.2311155577788893,0.012347190640866756,0.027548009133699713,500.0,0.0005546835018321872,0.2773417509160936,200.0,0.0007463684305548668,0.14927368611097336,0.22311155577788894,0.07758230715990067,0.01730950925128349,0.00022311155577788895,119.45985412597656,0.026652873907046296,700000,700000,3027
448,0.60226970911026,1.0,3.67350185115356e-05,3.67350185115356e-05,20.0,0.00011633295798674226,0.002326659159734845,10.0,0.010195238515734673,0.10195238515734673,1.0,0.0002884894493035972,0.0002884894493035972,2.236118059029515,0.012290733866393566,0.027483531957368305,500.0,0.0005538759287446737,0.27693796437233686,200.0,0.0007464333903044462,0.14928667806088924,0.2236118059029515,0.07743945717811584,0.017316376867742764,0.00022361180590295147,119.13904571533203,0.026640897165959687,700000,700000,3033
449,0.6025019884109497,1.0,3.686685158754699e-05,3.686685158754699e-05,20.0,0.00011582072329474613,0.0023164144658949226,10.0,0.010219484567642212,0.10219484567642212,1.0,0.0002876132493838668,0.0002876132493838668,2.24112056028014,0.012406262569129467,0.02780393011990996,500.0,0.000553092744667083,0.2765463723335415,200.0,0.0007464923546649516,0.1492984709329903,0.224112056028014,0.07730178534984589,0.017324262049390173,0.00022411205602801401,119.10652923583984,0.02669320915340483,700000,700000,3028
450,0.6022003293037415,1.0,3.7005607737228274e-05,3.7005607737228274e-05,20.0,0.0001153955381596461,0.002307910763192922,10.0,0.010243297554552555,0.10243297554552555,1.0,0.00028681789990514517,0.00028681789990514517,2.2461230615307652,0.012222894467413425,0.027454125141914094,500.0,0.0005523506551980972,0.2761753275990486,200.0,0.0007465126691386104,0.14930253382772207,0.22461230615307654,0.07716811448335648,0.017332908155591326,0.00022461230615307653,119.6316146850586,0.02687073286322727,700000,700000,3022
451,0.6023299098014832,1.0,3.714808917720802e-05,3.714808917720802e-05,20.0,0.0001150605094153434,0.002301210188306868,10.0,0.01026671938598156,0.1026671938598156,1.0,0.00028602356906048954,0.00028602356906048954,2.251125562781391,0.012310352176427841,0.027712148471198243,500.0,0.000551641162019223,0.2758205810096115,200.0,0.0007465007365681231,0.14930014731362462,0.22511255627813906,0.07709336280822754,0.017354683973838114,0.00022511255627813908,119.27713012695312,0.026850779668398654,700000,700000,3022
452,0.6023383736610413,1.0,3.7259513192111626e-05,3.7259513192111626e-05,20.0,0.00011476480722194538,0.0022952961444389075,10.0,0.01028705108910799,0.1028705108910799,1.0,0.0002856268547475338,0.0002856268547475338,2.256128064032016,0.012325659394264221,0.02780826606709937,500.0,0.0005509414477273822,0.2754707238636911,200.0,0.0007464827504009008,0.14929655008018017,0.2256128064032016,0.07705124467611313,0.01738374754823763,0.0002256128064032016,119.188232421875,0.026890391606936282,700000,700000,3031
453,0.6022510528564453,1.0,3.735762584256008e-05,3.735762584256008e-05,20.0,0.00011449938756413758,0.0022899877512827516,10.0,0.010306878946721554,0.10306878946721554,1.0,0.00028523040236905217,0.00028523040236905217,2.2611305652826412,0.01228167675435543,0.02777047470219437,500.0,0.0005502529675140977,0.27512648375704885,200.0,0.0007464666268788278,0.14929332537576556,0.22611305652826413,0.07702995836734772,0.017417479330685926,0.00022611305652826415,119.24085998535156,0.026961915314346628,700000,700000,3040
454,0.6026600003242493,1.0,3.744544665096328e-05,3.744544665096328e-05,20.0,0.00011426175478845835,0.002285235095769167,10.0,0.010326328687369823,0.10326328687369823,1.0,0.00028491340344771743,0.00028491340344771743,2.266133066533267,0.012460052967071533,0.028236138039436743,500.0,0.0005495572695508599,0.27477863477542996,200.0,0.0007464570226147771,0.14929140452295542,0.22661330665332666,0.07700422406196594,0.017450181840955762,0.00022661330665332667,119.29051208496094,0.027032817395941624,700000,700000,3053
455,0.6022720336914062,1.0,3.752162592718378e-05,3.752162592718378e-05,20.0,0.00011408101272536442,0.0022816202545072883,10.0,0.010345830582082272,0.10345830582082272,1.0,0.00028491340344771743,0.00028491340344771743,2.271135567783892,0.01228060107678175,0.027890909899244195,500.0,0.0005488478927873075,0.27442394639365375,200.0,0.000746433506719768,0.1492867013439536,0.2271135567783892,0.07700102776288986,0.01748797729082141,0.00022711355677838921,119.41202545166016,0.027120089822438076,700000,700000,3050
456,0.602165162563324,1.0,3.757864033104852e-05,3.757864033104852e-05,20.0,0.00011399755021557212,0.0022799510043114424,10.0,0.010365422815084457,0.10365422815084457,1.0,0.00028523040236905217,0.00028523040236905217,2.276138069034517,0.012230458669364452,0.027838212579093677,500.0,0.0005481422413140535,0.27407112065702677,200.0,0.0007463980000466108,0.14927960000932217,0.22761380690345173,0.07699289917945862,0.01752464688677022,0.00022761380690345173,119.47682189941406,0.027194574269251325,700000,700000,3035
457,0.6023812890052795,1.0,3.7617210182361305e-05,3.7617210182361305e-05,20.0,0.00011403103417251259,0.002280620683450252,10.0,0.010385025292634964,0.10385025292634964,1.0,0.0002856268547475338,0.0002856268547475338,2.2811405702851424,0.012320496141910553,0.028104783595353736,500.0,0.0005474588251672685,0.27372941258363426,200.0,0.0007463452639058232,0.14926905278116465,0.22811405702851426,0.07697365432977676,0.01755877257347584,0.00022811405702851425,119.52427673339844,0.02726516767905437,700000,700000,3029
458,0.6025489568710327,1.0,3.761437619687058e-05,3.761437619687058e-05,20.0,0.0001141135289799422,0.002282270579598844,10.0,0.010404523462057114,0.10404523462057114,1.0,0.0002857855288311839,0.0002857855288311839,2.286143071535768,0.01238111313432455,0.028304996009936568,500.0,0.0005468118470162153,0.27340592350810766,200.0,0.0007462780340574682,0.14925560681149364,0.22861430715357678,0.076957568526268,0.01759360120885667,0.0002286143071535768,119.58097839355469,0.027337922524189342,700000,700000,3058
459,0.602287232875824,1.0,3.759857645491138e-05,3.759857645491138e-05,20.0,0.00011425893171690404,0.002285178634338081,10.0,0.010423682630062103,0.10423682630062103,1.0,0.00028602356906048954,0.00028602356906048954,2.291145572786393,0.012249154038727283,0.028064595046208583,500.0,0.0005461930995807052,0.2730965497903526,200.0,0.0007462056819349527,0.14924113638699055,0.22911455727863933,0.07694049179553986,0.017628186714535896,0.00022911455727863932,119.63935089111328,0.027411116912521204,700000,700000,3022
460,0.602283775806427,1.0,3.758983075385913e-05,3.758983075385913e-05,20.0,0.00011439457739470527,0.0022878915478941053,10.0,0.010442445054650307,0.10442445054650307,1.0,0.00028626175480894744,0.00028626175480894744,2.2961480740370184,0.012233797460794449,0.02809061047776214,500.0,0.0005455609643831849,0.27278048219159245,200.0,0.000746163132134825,0.149232626426965,0.22961480740370185,0.07691312581300735,0.017660392570370373,0.00022961480740370187,119.69400024414062,0.027483514813436995,700000,700000,3039
461,0.602386474609375,1.0,3.7600148061756045e-05,3.7600148061756045e-05,20.0,0.00011447642464190722,0.0022895284928381443,10.0,0.010460974648594856,0.10460974648594856,1.0,0.00028673838824033737,0.00028673838824033737,2.301150575287644,0.012271078303456306,0.028237598897398207,500.0,0.0005448993179015815,0.27244965895079076,200.0,0.0007461501518264413,0.14923003036528826,0.23011505752876438,0.07688354700803757,0.017692061842770026,0.0002301150575287644,119.73767852783203,0.027553442782792766,700000,700000,3044
462,0.6023882031440735,1.0,3.761112748179585e-05,3.761112748179585e-05,20.0,0.00011447748693171889,0.0022895497386343777,10.0,0.010479426942765713,0.10479426942765713,1.0,0.00028673838824033737,0.00028673838824033737,2.306153076538269,0.012263641692698002,0.028281835019178483,500.0,0.0005442574620246887,0.27212873101234436,200.0,0.0007461437489837408,0.14922874979674816,0.2306153076538269,0.07684184610843658,0.017720905980985125,0.00023061530765382693,119.76583862304688,0.027619835720472545,700000,700000,3033
463,0.602297306060791,1.0,3.76075622625649e-05,3.76075622625649e-05,20.0,0.00011444978008512408,0.0022889956017024815,10.0,0.010497992858290672,0.10497992858290672,1.0,0.0002864205453079194,0.0002864205453079194,2.3111555777888944,0.012210420332849026,0.028220181059410952,500.0,0.0005436479696072638,0.2718239848036319,200.0,0.0007461245404556394,0.14922490809112787,0.23111555777888945,0.07679694145917892,0.017748967961050858,0.00023111555777888945,119.79437255859375,0.027686343232651484,700000,700000,3032
464,0.6024314761161804,1.0,3.7609053833875805e-05,3.7609053833875805e-05,20.0,0.00011441727838246152,0.0022883455676492304,10.0,0.010516123846173286,0.10516123846173286,1.0,0.0002857855288311839,0.0002857855288311839,2.31615807903952,0.012257026508450508,0.028389210972549202,500.0,0.0005430446472018957,0.27152232360094786,200.0,0.0007461218046955764,0.14922436093911529,0.23161580790395198,0.07674813270568848,0.017776080761747755,0.00023161580790395197,119.79552459716797,0.02774653721285081,700000,700000,3027
465,0.6022740006446838,1.0,3.763688437175006e-05,3.763688437175006e-05,20.0,0.00011436427303124219,0.002287285460624844,10.0,0.010533810593187809,0.10533810593187809,1.0,0.00028523040236905217,0.00028523040236905217,2.321160580290145,0.012179908342659473,0.028271523116528245,500.0,0.0005424360278993845,0.27121801394969225,200.0,0.0007461354834958911,0.14922709669917822,0.2321160580290145,0.07669913023710251,0.017803099764890227,0.00023211605802901452,119.79376220703125,0.027806055859961234,700000,700000,3039
466,0.6025727987289429,1.0,3.768475289689377e-05,3.768475289689377e-05,20.0,0.00011413586616981775,0.002282717323396355,10.0,0.010551449842751026,0.10551449842751026,1.0,0.00028451744583435357,0.00028451744583435357,2.3261630815407703,0.012300906702876091,0.028613915041707766,500.0,0.0005418288055807352,0.2709144027903676,200.0,0.0007461723871529102,0.14923447743058205,0.23261630815407705,0.0766461193561554,0.017829137318965613,0.00023261630815407704,119.77445983886719,0.027861492658866054,700000,700000,3049
467,0.6026871800422668,1.0,3.771687624976039e-05,3.771687624976039e-05,20.0,0.00011383171658962965,0.002276634331792593,10.0,0.010569718666374683,0.10569718666374683,1.0,0.00028388446662575006,0.00028388446662575006,2.3311655827913955,0.012337506748735905,0.02876077111010971,500.0,0.000541244400665164,0.270622200332582,200.0,0.0007461993955075741,0.14923987910151482,0.23311655827913957,0.07658036053180695,0.017852150078950493,0.0002331165582791396,119.7547607421875,0.02791681766176057,700000,700000,3044
468,0.6024691462516785,1.0,3.773506614379585e-05,3.773506614379585e-05,20.0,0.00011353012814652175,0.002270602562930435,10.0,0.010588964447379112,0.10588964447379112,1.0,0.0002830942685250193,0.0002830942685250193,2.336168084042021,0.01223263330757618,0.028577487516948854,500.0,0.0005406505661085248,0.2703252830542624,200.0,0.0007462017238140106,0.14924034476280212,0.2336168084042021,0.0765003189444542,0.017871760353706908,0.0002336168084042021,119.73989868164062,0.02797325296864741,700000,700000,3025
469,0.6024917364120483,1.0,3.774723154492676e-05,3.774723154492676e-05,20.0,0.0001133036203100346,0.002266072406200692,10.0,0.01060878112912178,0.1060878112912178,1.0,0.0002825417905114591,0.0002825417905114591,2.3411705852926463,0.012231802567839622,0.028636736376933182,500.0,0.0005400211666710675,0.27001058333553374,200.0,0.0007461885688826442,0.14923771377652884,0.23411705852926462,0.07644999772310257,0.017898248591501752,0.00023411705852926465,119.74478149414062,0.02803429601763773,700000,700000,3034
470,0.602602481842041,1.0,3.77437609131448e-05,3.77437609131448e-05,20.0,0.00011317121970932931,0.002263424394186586,10.0,0.01062684040516615,0.10626840405166149,1.0,0.0002819898072630167,0.0002819898072630167,2.3461730865432715,0.012275293469429016,0.02879996316739474,500.0,0.0005393644096329808,0.2696822048164904,200.0,0.0007461758214049041,0.14923516428098083,0.23461730865432717,0.07641361653804779,0.01792795705670056,0.00023461730865432717,119.79360961914062,0.028105654282829892,700000,700000,3035
471,0.6022209525108337,1.0,3.776694575208239e-05,3.776694575208239e-05,20.0,0.00011331312998663634,0.002266262599732727,10.0,0.010644680820405483,0.10644680820405483,1.0,0.0002814384060911834,0.0002814384060911834,2.351175587793897,0.01210957020521164,0.02847172584516994,500.0,0.0005386982229538262,0.2693491114769131,200.0,0.0007461627246811986,0.14923254493623972,0.2351175587793897,0.07639782875776291,0.01796247099357107,0.00023511755877938972,119.82460021972656,0.028172867485378436,700000,700000,3025
472,0.6025851964950562,1.0,3.780486440518871e-05,3.780486440518871e-05,20.0,0.00011360376083757728,0.0022720752167515457,10.0,0.010662239976227283,0.10662239976227283,1.0,0.00028120228671468794,0.00028120228671468794,2.3561780890445223,0.012254742905497551,0.028874356720807137,500.0,0.0005380617803893983,0.26903089019469917,200.0,0.0007461279164999723,0.14922558329999447,0.23561780890445222,0.07638678699731827,0.01799808738155923,0.00023561780890445224,119.86697387695312,0.028242793744894912,700000,700000,3057
473,0.6026474237442017,1.0,3.7847887142561376e-05,3.7847887142561376e-05,20.0,0.00011398234346415848,0.0022796468692831695,10.0,0.01067974790930748,0.1067974790930748,1.0,0.00028080891934223473,0.00028080891934223473,2.3611805902951475,0.01226769108325243,0.028966234073512488,500.0,0.0005374525208026171,0.26872626040130854,200.0,0.0007460845517925918,0.14921691035851836,0.23611805902951477,0.07637258619070053,0.01803294681441253,0.00023611805902951476,119.89472198486328,0.028309309042949208,700000,700000,3050
474,0.602545440196991,1.0,3.788006870308891e-05,3.788006870308891e-05,20.0,0.00011434000771259889,0.002286800154251978,10.0,0.010697140358388424,0.10697140358388424,1.0,0.00028049436514265835,0.00028049436514265835,2.3661830915457727,0.012203570455312729,0.028875882067848524,500.0,0.0005368862766772509,0.26844313833862543,200.0,0.0007460300694219768,0.14920601388439536,0.2366183091545773,0.07635243237018585,0.018066383447272592,0.0002366183091545773,119.92942810058594,0.028377498495036093,700000,700000,3053
475,0.602569580078125,1.0,3.789742186199874e-05,3.789742186199874e-05,20.0,0.00011457766959210858,0.0022915533918421715,10.0,0.010714308358728886,0.10714308358728886,1.0,0.00028010152163915336,0.00028010152163915336,2.3711855927963983,0.012190045788884163,0.02890486095013053,500.0,0.0005363374948501587,0.26816874742507935,200.0,0.0007459940388798714,0.14919880777597427,0.23711855927963982,0.07634344696998596,0.018102448155964655,0.00023711855927963983,119.94892120361328,0.028442115382947823,700000,700000,3057
476,0.602634608745575,1.0,3.792005736613646e-05,3.792005736613646e-05,20.0,0.0001146318027167581,0.002292636054335162,10.0,0.01073132362216711,0.1073132362216711,1.0,0.00027986589702777565,0.00027986589702777565,2.3761880940470235,0.012195715680718422,0.028979314398905706,500.0,0.0005357906338758767,0.26789531693793833,200.0,0.0007459802436642349,0.14919604873284698,0.23761880940470234,0.07632487267255783,0.018136225372418692,0.00023761880940470237,119.95726013183594,0.028504101331977026,700000,700000,3066
477,0.6026864647865295,1.0,3.7951824197079986e-05,3.7951824197079986e-05,20.0,0.00011453925253590569,0.0022907850507181138,10.0,0.010748312808573246,0.10748312808573246,1.0,0.0002796304179355502,0.0002796304179355502,2.3811905952976486,0.01219884678721428,0.029047779243191577,500.0,0.000535213272087276,0.267606636043638,200.0,0.0007460042834281921,0.14920085668563843,0.2381190595297649,0.07629107683897018,0.01816635946740861,0.0002381190595297649,119.99591827392578,0.028573315206797737,700000,700000,3061
478,0.6028921008110046,1.0,3.8013695302652195e-05,3.8013695302652195e-05,20.0,0.00011440880916779861,0.002288176183355972,10.0,0.01076531782746315,0.1076531782746315,1.0,0.0002793166204355657,0.0002793166204355657,2.3861930965482743,0.012276106514036655,0.029293160616285566,500.0,0.0005345899844542146,0.2672949922271073,200.0,0.0007460712222382426,0.14921424444764853,0.23861930965482742,0.07624874264001846,0.01819442233080981,0.00023861930965482744,120.00953674316406,0.028636592809649457,700000,700000,3043
479,0.6028817892074585,1.0,3.80686396965757e-05,3.80686396965757e-05,20.0,0.000114358430437278,0.00228716860874556,10.0,0.010782483965158463,0.10782483965158463,1.0,0.0002791597507894039,0.0002791597507894039,2.3911955977988995,0.012253906577825546,0.029301487464735425,500.0,0.0005339652998372912,0.2669826499186456,200.0,0.0007461417117156088,0.14922834234312177,0.23911955977988994,0.07620362937450409,0.018221778309661308,0.00023911955977988996,120.10015869140625,0.028718297075783987,700000,700000,3060
480,0.6027608513832092,1.0,3.811241913354024e-05,3.811241913354024e-05,20.0,0.00011442211689427495,0.002288442337885499,10.0,0.010800083167850971,0.10800083167850971,1.0,0.0002787678095046431,0.0002787678095046431,2.3961980990495246,0.012189079076051712,0.02920744811119945,500.0,0.0005333641893230379,0.26668209466151893,200.0,0.0007461943896487355,0.1492388779297471,0.23961980990495246,0.07615500688552856,0.0182482482732207,0.00023961980990495248,120.09874725341797,0.028778038986686946,700000,700000,3065
481,0.6027085185050964,1.0,3.814055526163429e-05,3.814055526163429e-05,20.0,0.00011470876052044332,0.0022941752104088664,10.0,0.010818024165928364,0.10818024165928364,1.0,0.00027829784085042775,0.00027829784085042775,2.4012006003001503,0.012156786397099495,0.029190882794436008,500.0,0.0005328010302037001,0.26640051510185003,200.0,0.0007461944478563964,0.1492388895712793,0.24012006003001501,0.07611029595136642,0.018275608832744313,0.000240120060030015,119.98898315429688,0.028811761837950225,700000,700000,3057
482,0.6028040647506714,1.0,3.817137621808797e-05,3.817137621808797e-05,20.0,0.00011517715756781399,0.00230354315135628,10.0,0.010836692526936531,0.10836692526936531,1.0,0.00027743724058382213,0.00027743724058382213,2.4062031015507754,0.01217509526759386,0.029295751994560516,500.0,0.0005322425276972353,0.2661212638486177,200.0,0.0007461663335561752,0.14923326671123505,0.24062031015507754,0.07604415714740753,0.018297768678290655,0.00024062031015507752,119.98115539550781,0.02886990282403164,700000,700000,3073
483,0.6030265688896179,1.0,3.8207472243811935e-05,3.8207472243811935e-05,20.0,0.00011567669571377337,0.0023135339142754674,10.0,0.010855717584490776,0.10855717584490776,1.0,0.00027665606467053294,0.00027665606467053294,2.4112056028014006,0.012245357036590576,0.029526073494930753,500.0,0.0005316802416928113,0.2658401208464056,200.0,0.0007461437489837408,0.14922874979674816,0.24112056028014006,0.07597396522760391,0.018318885062383734,0.00024112056028014007,119.96958923339844,0.02892713457253529,700000,700000,3049
484,0.6030071973800659,1.0,3.8266516639851034e-05,3.8266516639851034e-05,20.0,0.00011609444482019171,0.0023218888964038342,10.0,0.010875018313527107,0.10875018313527107,1.0,0.00027603190392255783,0.00027603190392255783,2.416208104052026,0.012216807343065739,0.029518348907957737,500.0,0.0005311077693477273,0.26555388467386365,200.0,0.0007461306522600353,0.14922613045200706,0.2416208104052026,0.07590220123529434,0.01833955137401059,0.0002416208104052026,119.95196533203125,0.028982891073222158,700000,700000,3064
485,0.6029674410820007,1.0,3.831645517493598e-05,3.831645517493598e-05,20.0,0.00011636510316748172,0.0023273020633496344,10.0,0.01089284848421812,0.1089284848421812,1.0,0.00027548635262064636,0.00027548635262064636,2.4212106053026514,0.012167682871222496,0.029460522809763322,500.0,0.0005305230151861906,0.2652615075930953,200.0,0.0007461392087861896,0.1492278417572379,0.24212106053026514,0.07586081326007843,0.01836750055921859,0.00024212106053026513,120.10694885253906,0.02908042183323107,700000,700000,3065
486,0.6031003594398499,1.0,3.835582174360752e-05,3.835582174360752e-05,20.0,0.00011643469770206138,0.0023286939540412277,10.0,0.010910863988101482,0.10910863988101482,1.0,0.0002750970015767962,0.0002750970015767962,2.4262131065532766,0.012203894555568695,0.02960924892171494,500.0,0.0005299535114318132,0.2649767557159066,200.0,0.0007461397326551378,0.14922794653102756,0.24262131065532766,0.07581781595945358,0.018395017879107047,0.00024262131065532765,120.10735321044922,0.029140603455261566,700000,700000,3067
487,0.6029666662216187,1.0,3.83967490051873e-05,3.83967490051873e-05,20.0,0.00011638666910585016,0.002327733382117003,10.0,0.010928540490567684,0.10928540490567684,1.0,0.00027470794157125056,0.00027470794157125056,2.431215607803902,0.012128817848861217,0.02948777125836194,500.0,0.000529409502632916,0.264704751316458,200.0,0.0007461472996510565,0.1492294599302113,0.24312156078039018,0.07576732337474823,0.01842066991502133,0.0002431215607803902,120.09512329101562,0.02919771381662511,700000,700000,3063
488,0.6031333208084106,1.0,3.8423204387072474e-05,3.8423204387072474e-05,20.0,0.0001162056578323245,0.00232411315664649,10.0,0.010945853777229786,0.10945853777229786,1.0,0.00027416369994170964,0.00027416369994170964,2.4362181090545274,0.012174075469374657,0.029658703119487033,500.0,0.0005288792890496552,0.2644396445248276,200.0,0.000746167846955359,0.1492335693910718,0.24362181090545273,0.07573319226503372,0.018450257445258342,0.00024362181090545272,120.0875015258789,0.029255934588845935,700000,700000,3054
489,0.6031826138496399,1.0,3.845738683594391e-05,3.845738683594391e-05,20.0,0.00011599180288612843,0.0023198360577225685,10.0,0.01096259243786335,0.1096259243786335,1.0,0.0002735423331614584,0.0002735423331614584,2.4412206103051526,0.012170903384685516,0.029711860188727023,500.0,0.0005283572245389223,0.26417861226946115,200.0,0.0007462077192030847,0.14924154384061694,0.24412206103051526,0.07570181787014008,0.018480483802215286,0.00024412206103051524,120.07250213623047,0.029312346694587526,700000,700000,3081
490,0.6031114459037781,1.0,3.8506674172822386e-05,3.8506674172822386e-05,20.0,0.00011580072168726474,0.002316014433745295,10.0,0.010979033075273037,0.10979033075273037,1.0,0.0002728442195802927,0.0002728442195802927,2.4462231115557778,0.012121125124394894,0.029650976417354192,500.0,0.0005278273019939661,0.26391365099698305,200.0,0.0007462675566785038,0.14925351133570075,0.24462231115557778,0.07565927505493164,0.018507946724292932,0.00024462231115557776,120.05290222167969,0.02936761840240188,700000,700000,3063
491,0.6033338308334351,1.0,3.857216506730765e-05,3.857216506730765e-05,20.0,0.00011576854012673721,0.002315370802534744,10.0,0.010995307937264442,0.10995307937264442,1.0,0.00027230181149207056,0.00027230181149207056,2.4512256128064034,0.012194755487143993,0.029892096991998785,500.0,0.0005272776470519602,0.2636388235259801,200.0,0.0007463282090611756,0.14926564181223512,0.24512256128064033,0.07560882717370987,0.01853342937224504,0.0002451225612806403,120.04008483886719,0.029424533052048483,700000,700000,3071
492,0.6033865213394165,1.0,3.865446706186049e-05,3.865446706186049e-05,20.0,0.0001157482765847817,0.002314965531695634,10.0,0.011011606082320213,0.11011606082320213,1.0,0.00027168256929144263,0.00027168256929144263,2.4562281140570286,0.01219853200018406,0.029962377249076404,500.0,0.0005267175147309899,0.26335875736549497,200.0,0.0007463908405043185,0.1492781681008637,0.24562281140570286,0.07557892054319382,0.018563906946827496,0.00024562281140570285,120.02934265136719,0.02948194459320725,700000,700000,3070
493,0.6033122539520264,1.0,3.872740489896387e-05,3.872740489896387e-05,20.0,0.00011583644663915038,0.0023167289327830076,10.0,0.011028178967535496,0.11028178967535496,1.0,0.00027114132535643876,0.00027114132535643876,2.4612306153076537,0.012148809619247913,0.029901022174437086,500.0,0.0005261671030893922,0.2630835515446961,200.0,0.0007464295485988259,0.1492859097197652,0.24612306153076538,0.07554040104150772,0.0185922347735977,0.0002461230615307654,120.0258560180664,0.029541131146017346,700000,700000,3075
494,0.6035774946212769,1.0,3.88061635021586e-05,3.88061635021586e-05,20.0,0.00011598225682973862,0.0023196451365947723,10.0,0.011044768616557121,0.11044768616557121,1.0,0.00027075508842244744,0.00027075508842244744,2.466233116558279,0.012234476394951344,0.03017307084897955,500.0,0.0005256383446976542,0.2628191723488271,200.0,0.000746440957300365,0.149288191460073,0.2466233116558279,0.07549770921468735,0.018619495068954908,0.0002466233116558279,120.0238265991211,0.02960067359348009,700000,700000,3071
495,0.6036334037780762,1.0,3.885090700350702e-05,3.885090700350702e-05,20.0,0.00011605954932747409,0.0023211909865494817,10.0,0.01106184907257557,0.11061849072575569,1.0,0.00027060063439421356,0.00027060063439421356,2.4712356178089045,0.0122209582477808,0.03020086730567141,500.0,0.0005251526599749923,0.26257632998749614,200.0,0.0007463998626917601,0.149279972538352,0.24712356178089045,0.0754518061876297,0.01864591908788848,0.00024712356178089044,120.10639953613281,0.02968112124604783,700000,700000,3087
496,0.603577196598053,1.0,3.8887512346263975e-05,3.8887512346263975e-05,20.0,0.00011609788634814322,0.0023219577269628644,10.0,0.011078746058046818,0.11078746058046818,1.0,0.00027060063439421356,0.00027060063439421356,2.4762381190595297,0.012166421860456467,0.030126957583421467,500.0,0.0005246993387117982,0.2623496693558991,200.0,0.0007463463698513806,0.14926927397027612,0.24762381190595298,0.07539926469326019,0.018670653338251023,0.000247623811905953,120.10850524902344,0.02974172591208935,700000,700000,3064
497,0.6037635803222656,1.0,3.892632230417803e-05,3.892632230417803e-05,20.0,0.00011605209874687716,0.0023210419749375433,10.0,0.01109534315764904,0.1109534315764904,1.0,0.00027060063439421356,0.00027060063439421356,2.481240620310155,0.012206841260194778,0.030288110380473285,500.0,0.0005242552142590284,0.2621276071295142,200.0,0.0007463031215593219,0.14926062431186438,0.2481240620310155,0.07537387311458588,0.018702071568201396,0.0002481240620310155,120.10572814941406,0.029801121141625496,700000,700000,3073
