iter,total,mask_weight,mask_raw,mask_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
11,13.693342208862305,1.0,2.6024956241599284e-05,2.6024956241599284e-05,20.0,0.00014675181591883302,0.0029350363183766603,10.0,9.513467375654727e-05,0.0009513467375654727,1.0,2.391597990936134e-05,2.391597990936134e-05,0.05002501250625312,0.010977944359183311,0.0005491718038610961,500.0,0.02652556635439396,13.26278317719698,200.0,0.002126852050423622,0.4253704100847244,0.0050025012506253125,0.07581044733524323,0.0003792418576050186,5.002501250625313e-06,64.80215454101562,0.00032417285913464544,700000,700000,1670
12,12.711108207702637,1.0,2.5167468265863135e-05,2.5167468265863135e-05,20.0,0.0001773781841620803,0.0035475636832416058,10.0,0.00011387561244191602,0.0011387561244191602,1.0,2.8651234970311634e-05,2.8651234970311634e-05,0.05502751375687844,0.011232131160795689,0.0006180762519697478,500.0,0.02459632232785225,12.298161163926125,200.0,0.0020341211929917336,0.4068242385983467,0.005502751375687844,0.07581175863742828,0.00041717325913542326,5.502751375687844e-06,63.29631423950195,0.00034830388025738944,700000,700000,1707
13,11.777771949768066,1.0,2.4365905119339004e-05,2.4365905119339004e-05,20.0,0.00021086858760099858,0.004217371752019972,10.0,0.00013396985013969243,0.0013396985013969243,1.0,3.375934829819016e-05,3.375934829819016e-05,0.060030015007503754,0.011293947696685791,0.0006779758497260105,500.0,0.022761598229408264,11.380799114704132,200.0,0.001949224853888154,0.3898449707776308,0.006003001500750375,0.07582413405179977,0.00045517239050605165,6.003001500750375e-06,63.292903900146484,0.00037994739709942864,700000,700000,1707
14,10.890219688415527,1.0,2.3617918486706913e-05,2.3617918486706913e-05,20.0,0.00024722234229557216,0.004944446845911443,10.0,0.00015534138947259635,0.0015534138947259635,1.0,3.922743781004101e-05,3.922743781004101e-05,0.06503251625812906,0.011378982104361057,0.00074000383870282,500.0,0.021016232669353485,10.508116334676743,200.0,0.001869495608843863,0.3738991217687726,0.0065032516258129065,0.07584477216005325,0.0004932376378592758,6.503251625812907e-06,63.129608154296875,0.00041054772686636293,700000,700000,1733
15,10.047340393066406,1.0,2.294382284162566e-05,2.294382284162566e-05,20.0,0.00028638943331316113,0.005727788666263223,10.0,0.00017796568863559514,0.0017796568863559514,1.0,4.5011249312665313e-05,4.5011249312665313e-05,0.07003501750875438,0.011389249004423618,0.0007976462534363714,500.0,0.019357480108737946,9.678740054368973,200.0,0.0017962793353945017,0.35925586707890034,0.007003501750875438,0.07586847990751266,0.0005313450318685229,7.003501750875438e-06,62.806297302246094,0.0004398640131222838,700000,700000,1766
16,9.249946594238281,1.0,2.2341882868204266e-05,2.2341882868204266e-05,20.0,0.0003283224068582058,0.006566448137164116,10.0,0.0002018218074226752,0.002018218074226752,1.0,5.115907697472721e-05,5.115907697472721e-05,0.0750375187593797,0.01141927670687437,0.0008568741901106332,500.0,0.017787138000130653,8.893569000065327,200.0,0.001729104551486671,0.3458209102973342,0.007503751875937969,0.07589583843946457,0.0005695035400660173,7.503751875937969e-06,62.926414489746094,0.0004721842007734824,700000,700000,1804
17,8.497729301452637,1.0,2.1818124878336675e-05,2.1818124878336675e-05,20.0,0.0003729929157998413,0.007459858315996826,10.0,0.00022681591508444399,0.00226815915084444,1.0,5.759341365774162e-05,5.759341365774162e-05,0.080040020010005,0.011055205948650837,0.0008848589053447393,500.0,0.016303984448313713,8.151992224156857,200.0,0.0016696577658876777,0.33393155317753553,0.0080040020010005,0.07592429965734482,0.0006076982463819495,8.0040020010005e-06,63.185768127441406,0.0005057390145267946,700000,700000,1866
18,7.7808356285095215,1.0,2.14172869164031e-05,2.14172869164031e-05,20.0,0.00042040518019348383,0.008408103603869677,10.0,0.00025294485385529697,0.0025294485385529697,1.0,6.437110278056934e-05,6.437110278056934e-05,0.08504252126063032,0.011056976392865181,0.0009403131499685247,500.0,0.014888692647218704,7.444346323609352,200.0,0.0016166672576218843,0.32333345152437687,0.008504252126063032,0.07595115900039673,0.0006459078054060753,8.504252126063032e-06,64.21337890625,0.0005460867640851676,700000,700000,1939
19,7.099305629730225,1.0,2.112367656081915e-05,2.112367656081915e-05,20.0,0.0004705629253294319,0.009411258506588638,10.0,0.0002802009112201631,0.002802009112201631,1.0,7.152574107749388e-05,7.152574107749388e-05,0.09004502251125562,0.011194217950105667,0.0010079836073131666,500.0,0.01354212872684002,6.77106436342001,200.0,0.0015683454694226384,0.3136690938845277,0.009004502251125562,0.07597536593675613,0.000684120353607609,9.004502251125564e-06,63.77867889404297,0.0005742952576752244,700000,700000,1989
20,6.452735900878906,1.0,2.092672912112903e-05,2.092672912112903e-05,20.0,0.0005234669661149383,0.010469339322298765,10.0,0.00030860936385579407,0.0030860936385579407,1.0,7.914078014437109e-05,7.914078014437109e-05,0.09504752376188094,0.01117303129285574,0.0010619689572999452,500.0,0.012262952513992786,6.131476256996393,200.0,0.0015260260552167892,0.30520521104335785,0.009504752376188095,0.07599509507417679,0.000722314560484922,9.504752376188094e-06,64.60022735595703,0.0006140091644638237,700000,700000,2059
21,5.847176551818848,1.0,2.085104279103689e-05,2.085104279103689e-05,20.0,0.0005791190778836608,0.011582381557673216,10.0,0.00033815333154052496,0.0033815333154052496,1.0,8.727244130568579e-05,8.727244130568579e-05,0.10005002501250625,0.011303091421723366,0.0011308745794620676,500.0,0.01106353010982275,5.531765054911375,200.0,0.0014890115708112717,0.29780231416225433,0.010005002501250625,0.07600905001163483,0.0007604707354840903,1.0005002501250626e-05,64.51640319824219,0.0006454867753701069,700000,700000,2122
22,5.282917499542236,1.0,2.092806425935123e-05,2.092806425935123e-05,20.0,0.0006374476361088455,0.01274895272217691,10.0,0.00036874975194223225,0.0036874975194223225,1.0,9.580168261891231e-05,9.580168261891231e-05,0.10505252626313157,0.011381566524505615,0.0011956623162312052,500.0,0.009944898076355457,4.972449038177729,200.0,0.0014562190044671297,0.29124380089342594,0.010505252626313157,0.07601798325777054,0.0007985881182657235,1.0505252626313157e-05,64.43377685546875,0.0006768931035341891,700000,700000,2176
23,4.7574896812438965,1.0,2.109824345097877e-05,2.109824345097877e-05,20.0,0.000698377494700253,0.01396754989400506,10.0,0.0004003614594694227,0.004003614594694227,1.0,0.00010492072033230215,0.00010492072033230215,0.11005502751375688,0.011407866142690182,0.0012554930222070237,500.0,0.008902879431843758,4.451439715921879,200.0,0.0014257743023335934,0.2851548604667187,0.011005502751375688,0.0760197788476944,0.000836635885267272,1.1005502751375687e-05,64.10052490234375,0.00070545850317737,700000,700000,2240
24,4.2721710205078125,1.0,2.1331004973035306e-05,2.1331004973035306e-05,20.0,0.0007618975359946489,0.015237950719892979,10.0,0.00043287299922667444,0.004328729992266744,1.0,0.00011430367885623127,0.00011430367885623127,0.11505752876438219,0.011162634007632732,0.001284345083419474,500.0,0.007939065806567669,3.9695329032838345,200.0,0.0014001766685396433,0.28003533370792866,0.01150575287643822,0.07600969821214676,0.0008745488038416086,1.1505752876438219e-05,64.4621353149414,0.0007416853988212367,700000,700000,2335
25,3.827364921569824,1.0,2.1589699827018194e-05,2.1589699827018194e-05,20.0,0.0008279751054942608,0.016559502109885216,10.0,0.0004660983686335385,0.004660983686335385,1.0,0.00012429762864485383,0.00012429762864485383,0.12006003001500751,0.011141015216708183,0.0013375906213156398,500.0,0.007054562214761972,3.527281107380986,200.0,0.0013784905895590782,0.27569811791181564,0.01200600300150075,0.07599330693483353,0.0009123758711535791,1.200600300150075e-05,64.08543395996094,0.0007694099124757692,700000,700000,2407
26,3.424111843109131,1.0,2.1845113224117085e-05,2.1845113224117085e-05,20.0,0.0008964557200670242,0.017929114401340485,10.0,0.0004999507800675929,0.004999507800675929,1.0,0.0001344925694866106,0.0001344925694866106,0.12506253126563283,0.011191117577254772,0.001399589491902798,500.0,0.00625227577984333,3.126137889921665,200.0,0.0013586911372840405,0.2717382274568081,0.01250625312656328,0.0759696289896965,0.0009500954100762443,1.2506253126563282e-05,64.04222106933594,0.0008009282274804394,700000,700000,2457
27,3.0629725456237793,1.0,2.2098309273133054e-05,2.2098309273133054e-05,20.0,0.0009672261658124626,0.01934452331624925,10.0,0.0005341997020877898,0.005341997020877898,1.0,0.0001449197152396664,0.0001449197152396664,0.13006503251625812,0.011075583286583424,0.001440546100305998,500.0,0.005531700327992439,2.7658501639962196,200.0,0.0013450442347675562,0.26900884695351124,0.013006503251625813,0.07593917846679688,0.0009877031716541865,1.3006503251625814e-05,63.95081329345703,0.0008317764610454642,700000,700000,2522
28,2.742642641067505,1.0,2.2356025510816835e-05,2.2356025510816835e-05,20.0,0.0010401707841083407,0.020803415682166815,10.0,0.0005684031639248133,0.005684031639248133,1.0,0.00015532643010374159,0.00015532643010374159,0.13506753376688344,0.011222939938306808,0.0015158548190809596,500.0,0.004890623036772013,2.4453115183860064,200.0,0.0013362879399210215,0.2672575879842043,0.013506753376688344,0.0759030282497406,0.0010252034831130547,1.3506753376688344e-05,64.19520568847656,0.0008670688112000336,700000,700000,2574
29,2.460705518722534,1.0,2.2660198737867177e-05,2.2660198737867177e-05,20.0,0.0011152700753882527,0.022305401507765055,10.0,0.0006021970766596496,0.006021970766596496,1.0,0.0001658521214267239,0.0001658521214267239,0.14007003501750875,0.011376583948731422,0.0015935185120784384,500.0,0.004325054120272398,2.162527060136199,200.0,0.0013304823078215122,0.26609646156430244,0.014007003501750876,0.07586599886417389,0.0010626553117543116,1.4007003501750876e-05,64.9566650390625,0.0009098482346642071,700000,700000,2633
30,2.215571641921997,1.0,2.2988295313552953e-05,2.2988295313552953e-05,20.0,0.001192370429635048,0.023847408592700958,10.0,0.0006353635690174997,0.006353635690174997,1.0,0.0001758504076860845,0.0001758504076860845,0.14507253626813407,0.011367159895598888,0.0016490627162199488,500.0,0.0038332012481987476,1.9166006240993738,200.0,0.001324285170994699,0.2648570341989398,0.014507253626813406,0.07582587748765945,0.0011000252361891567,1.4507253626813408e-05,66.52438354492188,0.0009650861044535941,700000,700000,2710
31,2.0063300132751465,1.0,2.3368676920654252e-05,2.3368676920654252e-05,20.0,0.001271165907382965,0.025423318147659302,10.0,0.0006677511846646667,0.0066775118466466665,1.0,0.00018537374853622168,0.00018537374853622168,0.1500750375187594,0.011363883502781391,0.0017054352430387282,500.0,0.0034122667275369167,1.7061333637684584,200.0,0.0013202650006860495,0.2640530001372099,0.015007503751875938,0.07578287273645401,0.0011373117469202702,1.5007503751875938e-05,66.05103302001953,0.0009912611258632246,700000,700000,2742
32,1.8302866220474243,1.0,2.3792512365616858e-05,2.3792512365616858e-05,20.0,0.0013510918943211436,0.027021837886422873,10.0,0.0006991706904955208,0.006991706904955208,1.0,0.0001941660011652857,0.0001941660011652857,0.15507753876938468,0.011413978412747383,0.0017700516798157522,500.0,0.0030565850902348757,1.5282925451174378,200.0,0.0013190626632422209,0.2638125326484442,0.015507753876938469,0.0757393017411232,0.0011745464502125158,1.5507753876938468e-05,64.8365478515625,0.0010054692263123748,700000,700000,2768
33,1.6857168674468994,1.0,2.4247667170129716e-05,2.4247667170129716e-05,20.0,0.0014315999578684568,0.028631999157369137,10.0,0.0007292079972103238,0.007292079972103238,1.0,0.00020142637367825955,0.00020142637367825955,0.16008004002001,0.01144254207611084,0.0018317225934744716,500.0,0.002763193566352129,1.3815967831760645,200.0,0.001319446717388928,0.2638893434777856,0.016008004002001,0.07569489628076553,0.0012117242025935452,1.6008004002001e-05,64.80903625488281,0.001037463311733992,700000,700000,2790
34,1.5707014799118042,1.0,2.4692633814993314e-05,2.4692633814993314e-05,20.0,0.001511596143245697,0.03023192286491394,10.0,0.0007577560027129948,0.007577560027129948,1.0,0.00020679035515058786,0.00020679035515058786,0.16508254127063532,0.011832891032099724,0.0019534037221575332,500.0,0.002528917044401169,1.2644585222005844,200.0,0.0013196293730288744,0.2639258746057749,0.016508254127063533,0.07565521448850632,0.0012489355068137612,1.650825412706353e-05,65.03836059570312,0.0010736697847214623,700000,700000,2797
35,1.4827814102172852,1.0,2.5132270820904523e-05,2.5132270820904523e-05,20.0,0.0015893745003268123,0.031787490006536245,10.0,0.0007845620275475085,0.007845620275475085,1.0,0.00020943087292835116,0.00020943087292835116,0.17008504252126064,0.011823388747870922,0.0020109815779270203,500.0,0.0023498935624957085,1.1749467812478542,200.0,0.0013177734799683094,0.2635546959936619,0.017008504252126064,0.07562541216611862,0.0012862751443962147,1.7008504252126064e-05,65.55087280273438,0.0011149222987958823,700000,700000,2845
36,1.4166252613067627,1.0,2.548803786339704e-05,2.548803786339704e-05,20.0,0.0016627334989607334,0.03325466997921467,10.0,0.0008090816554613411,0.008090816554613411,1.0,0.00020882004173472524,0.00020882004173472524,0.17508754377188596,0.011923915706574917,0.0020877291132072144,500.0,0.0022157025523483753,1.1078512761741877,200.0,0.00131310080178082,0.262620160356164,0.017508754377188594,0.0756126344203949,0.00132388304387885,1.7508754377188594e-05,66.38232421875,0.0011622718097329915,700000,700000,2856
37,1.3677833080291748,1.0,2.570448850747198e-05,2.570448850747198e-05,20.0,0.001729202689602971,0.03458405379205942,10.0,0.0008311784476973116,0.008311784476973116,1.0,0.0002050393377430737,0.0002050393377430737,0.18009004502251125,0.012106926180422306,0.002180336880916473,500.0,0.002117675729095936,1.058837864547968,200.0,0.001305373734794557,0.2610747469589114,0.018009004502251125,0.07561157643795013,0.001361689220493349,1.8009004502251128e-05,66.74652099609375,0.0012020383971282518,700000,700000,2856
38,1.3315722942352295,1.0,2.5736280804267153e-05,2.5736280804267153e-05,20.0,0.0017862822860479355,0.03572564572095871,10.0,0.0008512669592164457,0.008512669592164457,1.0,0.00019850622629746795,0.00019850622629746795,0.18509254627313657,0.011990691535174847,0.0022193876278212574,500.0,0.0020468696020543575,1.0234348010271788,200.0,0.0012940620072185993,0.25881240144371986,0.018509254627313655,0.07563285529613495,0.0013999077768669299,1.8509254627313654e-05,67.16620635986328,0.0012431964158654033,700000,700000,2894
39,1.3033357858657837,1.0,2.558144296926912e-05,2.558144296926912e-05,20.0,0.001832493580877781,0.03664987161755562,10.0,0.0008692470728419721,0.008692470728419721,1.0,0.00018961513706017286,0.00018961513706017286,0.19009504752376188,0.012304054573178291,0.002338939838823287,500.0,0.001994579564779997,0.9972897823899984,200.0,0.0012771680485457182,0.25543360970914364,0.01900950475237619,0.07565591484308243,0.0014381814727549437,1.9009504752376188e-05,67.22003173828125,0.0012778195127837355,700000,700000,2880
40,1.2811989784240723,1.0,2.5301153073087335e-05,2.5301153073087335e-05,20.0,0.0018686323892325163,0.037372647784650326,10.0,0.0008848949801176786,0.008848949801176786,1.0,0.00017922725237440318,0.00017922725237440318,0.1950975487743872,0.012283873744308949,0.0023965536569687295,500.0,0.0019557843916118145,0.9778921958059072,200.0,0.0012584675569087267,0.25169351138174534,0.01950975487743872,0.07568307965993881,0.0014765583325350743,1.9509754877438718e-05,67.35586547851562,0.0013140964250435763,700000,700000,2913
41,1.2628787755966187,1.0,2.497381137800403e-05,2.497381137800403e-05,20.0,0.0018973060650750995,0.03794612130150199,10.0,0.0008982215658761561,0.008982215658761561,1.0,0.00016791348753031343,0.00016791348753031343,0.2001000500250125,0.012332114391028881,0.0024676567065590556,500.0,0.0019281735876575112,0.9640867938287556,200.0,0.0012317369692027569,0.24634739384055138,0.02001000500250125,0.07571665197610855,0.0015150905848145782,2.001000500250125e-05,66.9915771484375,0.0013405017938656828,700000,700000,2892
42,1.2464945316314697,1.0,2.4660312192281708e-05,2.4660312192281708e-05,20.0,0.001921172020956874,0.03842344041913748,10.0,0.0009099944145418704,0.009099944145418704,1.0,0.0001562637189636007,0.0001562637189636007,0.2051025512756378,0.012298260815441608,0.0025224046695002797,500.0,0.0019055346492677927,0.9527673246338964,200.0,0.00120278459507972,0.240556919015944,0.02051025512756378,0.07575864344835281,0.0015538291052438545,2.051025512756378e-05,67.75829315185547,0.0013897398795528135,700000,700000,2905
43,1.2288408279418945,1.0,2.4393093553953804e-05,2.4393093553953804e-05,20.0,0.0019416355062276125,0.03883271012455225,10.0,0.0009207901894114912,0.009207901894114912,1.0,0.0001449197152396664,0.0001449197152396664,0.21010505252626313,0.012375411577522755,0.0026001364995295435,500.0,0.0018806220032274723,0.9403110016137362,200.0,0.0011734794825315475,0.2346958965063095,0.021010505252626314,0.07580837607383728,0.0015927722836924293,2.1010505252626315e-05,68.11483764648438,0.0014311271541532487,700000,700000,2884
44,1.2087373733520508,1.0,2.4170465621864423e-05,2.4170465621864423e-05,20.0,0.0019603779073804617,0.039207558147609234,10.0,0.0009308145381510258,0.009308145381510258,1.0,0.0001341118331765756,0.0001341118331765756,0.21510755377688845,0.012488466687500477,0.002686363519572389,500.0,0.0018489168724045157,0.9244584362022579,200.0,0.001149029703810811,0.2298059407621622,0.021510755377688845,0.07586463540792465,0.0016319056140774188,2.1510755377688845e-05,68.83784484863281,0.0014807540412662386,700000,700000,2906
45,1.1881777048110962,1.0,2.4030188797041774e-05,2.4030188797041774e-05,20.0,0.00197808351367712,0.039561670273542404,10.0,0.0009407208999618888,0.009407208999618888,1.0,0.00012414071534294635,0.00012414071534294635,0.22011005502751377,0.012349356897175312,0.0027182176261916647,500.0,0.0018140171887353063,0.9070085943676531,200.0,0.0011308209504932165,0.2261641900986433,0.022011005502751375,0.07592736184597015,0.001671237579401044,2.2011005502751375e-05,68.07962799072266,0.0014985010663290629,700000,700000,2923
46,1.16798734664917,1.0,2.3979799152584746e-05,2.3979799152584746e-05,20.0,0.001997353509068489,0.03994707018136978,10.0,0.0009505957714281976,0.009505957714281976,1.0,0.0001155111167463474,0.0001155111167463474,0.22511255627813906,0.01232594158500433,0.0027747242187353416,500.0,0.0017761308699846268,0.8880654349923134,200.0,0.0011215189006179571,0.22430378012359142,0.022511255627813906,0.07599015533924103,0.0017106338120389424,2.2511255627813905e-05,68.41877746582031,0.0015401925892755946,700000,700000,2935
47,1.147826910018921,1.0,2.405980740149971e-05,2.405980740149971e-05,20.0,0.0020194691605865955,0.04038938321173191,10.0,0.0009609760600142181,0.009609760600142181,1.0,0.00010860612383112311,0.00010860612383112311,0.23011505752876438,0.012340964749455452,0.0028398418132813946,500.0,0.0017367084510624409,0.8683542255312204,200.0,0.0011158460984006524,0.22316921968013048,0.02301150575287644,0.07604789733886719,0.0017499766271074993,2.3011505752876438e-05,68.74028015136719,0.001581817352157524,700000,700000,2963
48,1.1286448240280151,1.0,2.430036329315044e-05,2.430036329315044e-05,20.0,0.0020454078912734985,0.04090815782546997,10.0,0.0009725486161187291,0.009725486161187291,1.0,0.0001035312088788487,0.0001035312088788487,0.2351175587793897,0.012373301200568676,0.0029091803723197986,500.0,0.001697420608252287,0.8487103041261435,200.0,0.0011140829883515835,0.2228165976703167,0.02351175587793897,0.0761045292019844,0.001789351111802535,2.3511755877938968e-05,70.51421356201172,0.0016579129751948727,700000,700000,2972
49,1.1092932224273682,1.0,2.4697907065274194e-05,2.4697907065274194e-05,20.0,0.002076310571283102,0.04152621142566204,10.0,0.000985541264526546,0.00985541264526546,1.0,0.00010035641025751829,0.00010035641025751829,0.24012006003001501,0.012287948280572891,0.0029505828787768826,500.0,0.0016567169222980738,0.8283584611490369,200.0,0.0011147614568471909,0.22295229136943817,0.0240120060030015,0.07615337520837784,0.0018285953026523944,2.40120060030015e-05,70.65972137451172,0.0016966816538151889,700000,700000,2992
50,1.0892448425292969,1.0,2.5260625989176333e-05,2.5260625989176333e-05,20.0,0.002112536458298564,0.04225072916597128,10.0,0.0009999328758567572,0.009999328758567572,1.0,9.904425678541884e-05,9.904425678541884e-05,0.24512256128064033,0.012327825650572777,0.0030218281984895753,500.0,0.0016138995997607708,0.8069497998803854,200.0,0.00111644237767905,0.22328847553581,0.02451225612806403,0.0761938989162445,0.0018676843656308057,2.451225612806403e-05,71.09688568115234,0.0017427450717240945,700000,700000,2994
51,1.0690473318099976,1.0,2.596723243186716e-05,2.596723243186716e-05,20.0,0.0021543197799474,0.043086395598948,10.0,0.001015643123537302,0.01015643123537302,1.0,9.927794599207118e-05,9.927794599207118e-05,0.25012506253126565,0.012244940735399723,0.003062766567133498,500.0,0.0015705452533438802,0.7852726266719401,200.0,0.0011183409951627254,0.2236681990325451,0.02501250625312656,0.07622631639242172,0.0019066112154182521,2.5012506253126565e-05,70.72553253173828,0.00176902282470581,700000,700000,2989
52,1.0479657649993896,1.0,2.680033867363818e-05,2.680033867363818e-05,20.0,0.002201525494456291,0.044030509889125824,10.0,0.001033172244206071,0.010331722442060709,1.0,0.00010111008305102587,0.00010111008305102587,0.25512756378189094,0.012312769889831543,0.0031413269853997434,500.0,0.0015277143102139235,0.7638571551069617,200.0,0.0011136000975966454,0.22272001951932907,0.025512756378189096,0.076278455555439,0.0019460736534904397,2.5512756378189095e-05,70.98512268066406,0.0018110261414276475,700000,700000,3001
53,1.0282046794891357,1.0,2.773107189568691e-05,2.773107189568691e-05,20.0,0.0022537268232554197,0.045074536465108395,10.0,0.0010527527192607522,0.010527527192607522,1.0,0.0001042487783706747,0.0001042487783706747,0.26013006503251623,0.012283583171665668,0.0031953292892777123,500.0,0.0014875151682645082,0.7437575841322541,200.0,0.0011084063444286585,0.2216812688857317,0.026013006503251626,0.07638440281152725,0.0019869879670832502,2.6013006503251628e-05,71.09483337402344,0.0018493903629060626,700000,700000,3038
54,1.010888934135437,1.0,2.873682024073787e-05,2.873682024073787e-05,20.0,0.0023103710263967514,0.04620742052793503,10.0,0.001074234489351511,0.01074234489351511,1.0,0.00010860612383112311,0.00010860612383112311,0.2651325662831416,0.012325831688940525,0.0032679793872628705,500.0,0.001451560645364225,0.7257803226821125,200.0,0.0011041973484680057,0.22083946969360113,0.026513256628314157,0.07659664750099182,0.0020308265720623145,2.6513256628314155e-05,71.02922058105469,0.0018832159533746363,700000,700000,3086
